P,P_std,R,R_std,F1_micro,F1_micro_std,F1_macro,F1_macro_std,F1_micro_boot,F1_micro_boot_std,F1_macro_boot,F1_macro_boot_std,F1_model_micro_boost_graph,F1_model_micro_boost_graph_std
0.769,0.0,0.606,0.0,0.678,0.0,0.6624,0.0,0.678,0.0,0.6762,0.0,0.678,0.0
0.78,0.0,0.618,0.0,0.689,0.0,0.6708000000000001,0.0,0.702,0.0,0.7001999999999999,0.0,0.689,0.0
0.952,0.0,0.523,0.0,0.675,0.0,0.6577,0.0,0.699,0.0,0.6971999999999999,0.0,0.675,0.0
0.974,0.0,0.568,0.0,0.718,0.0,0.6839999999999999,0.0,0.708,0.0,0.7059,0.0,0.718,0.0
0.921,0.0,0.682,0.0,0.784,0.0,0.7636000000000001,0.0,0.708,0.0,0.7059000000000001,0.0,0.784,0.0
0.583,0.0,0.851,0.0,0.692,0.0,0.6955,0.0,0.724,0.0,0.7231,0.0,0.692,0.0
0.789,0.0,0.794,0.0,0.791,0.0,0.7905,0.0,0.713,0.0,0.7115,0.0,0.791,0.0
0.907,0.0,0.823,0.0,0.863,0.0,0.8644000000000001,0.0,0.732,0.0,0.7308,0.0,0.863,0.0
0.934,0.0,0.77,0.0,0.844,0.0,0.8432999999999999,0.0,0.731,0.0,0.7293999999999999,0.0,0.844,0.0
0.92,0.0,0.747,0.0,0.825,0.0,0.825,0.0,0.744,0.0,0.7434,0.0,0.825,0.0
0.956,0.0,0.705,0.0,0.812,0.0,0.8092,0.0,0.741,0.0,0.7408,0.0,0.812,0.0
0.915,0.0,0.801,0.0,0.854,0.0,0.8529,0.0,0.754,0.0,0.7546999999999999,0.0,0.854,0.0
0.931,0.0,0.726,0.0,0.816,0.0,0.8151999999999999,0.0,0.753,0.0,0.7543,0.0,0.816,0.0
0.936,0.0,0.75,0.0,0.833,0.0,0.8332,0.0,0.763,0.0,0.7643000000000001,0.0,0.833,0.0
0.965,0.0,0.744,0.0,0.84,0.0,0.8352,0.0,0.758,0.0,0.7579,0.0,0.84,0.0
0.904,0.0,0.775,0.0,0.834,0.0,0.8343,0.0,0.758,0.0,0.7574,0.0,0.834,0.0
0.926,0.0,0.805,0.0,0.861,0.0,0.8641,0.0,0.757,0.0,0.7562,0.0,0.861,0.0
0.905,0.0,0.774,0.0,0.835,0.0,0.836,0.0,0.764,0.0,0.7643,0.0,0.835,0.0
0.947,0.0,0.838,0.0,0.889,0.0,0.8919,0.0,0.762,0.0,0.7625,0.0,0.889,0.0
0.966,0.0,0.804,0.0,0.877,0.0,0.8770999999999999,0.0,0.771,0.0,0.7719,0.0,0.877,0.0
0.884,0.0,0.85,0.0,0.867,0.0,0.8607000000000001,0.0,0.771,0.0,0.7710999999999999,0.0,0.867,0.0
0.937,0.0,0.837,0.0,0.884,0.0,0.8827999999999999,0.0,0.772,0.0,0.7718999999999999,0.0,0.91,0.0
0.962,0.0,0.831,0.0,0.891,0.0,0.889,0.0,0.768,0.0,0.7686,0.0,0.924,0.0
0.936,0.0,0.828,0.0,0.878,0.0,0.8737,0.0,0.769,0.0,0.7695000000000001,0.0,0.931,0.0
0.926,0.0,0.811,0.0,0.865,0.0,0.8620000000000001,0.0,0.768,0.0,0.7691999999999999,0.0,0.927,0.0
0.962,0.0,0.843,0.0,0.898,0.0,0.8978999999999999,0.0,0.771,0.0,0.7723,0.0,0.907,0.0
0.976,0.0,0.828,0.0,0.896,0.0,0.8978000000000002,0.0,0.772,0.0,0.7731,0.0,0.933,0.0
0.974,0.0,0.836,0.0,0.899,0.0,0.9014000000000001,0.0,0.777,0.0,0.7783,0.0,0.929,0.0
0.928,0.0,0.85,0.0,0.887,0.0,0.8871,0.0,0.774,0.0,0.7755000000000001,0.0,0.927,0.0
0.931,0.0,0.854,0.0,0.891,0.0,0.8907,0.0,0.776,0.0,0.7766,0.0,0.921,0.0
