P_model,P_model_std,R_model,R_model_std,F1_model_micro_one_lab,F1_model_micro_one_lab_std,F1_model_micro_one_boost,F1_model_micro_one_boost_std,F1_model_macro_one_lab,F1_model_macro_one_lab_std,F1_model_macro_one_boost,F1_model_macro_one_boost_std
0.38033333333333336,0.04061472092179823,0.9413333333333332,0.03382635395992629,0.5399999999999999,0.041239139984566436,0.5399999999999999,0.041239139984566436,0.7304444444444446,0.021575162903695256,0.7304444444444446,0.021575162903695256
0.4706666666666666,0.07711607412782943,0.9076666666666666,0.03831738798799081,0.6136666666666667,0.0557275116576683,0.6136666666666667,0.0557275116576683,0.8308888888888889,0.005699794234969134,0.8308888888888889,0.005699794234969134
0.4326666666666667,0.03759728122558272,0.9306666666666666,0.01887385022252272,0.59,0.03741657386773941,0.59,0.03741657386773941,0.8237777777777778,0.012473923417758393,0.8237777777777778,0.012473923417758393
0.6266666666666666,0.1999772209250066,0.8813333333333332,0.046685710400030916,0.706,0.1400309489601019,0.706,0.1400309489601019,0.8295,0.011567034896476114,0.8295,0.011567034896476114
0.7116666666666668,0.2229713484334304,0.8236666666666667,0.08642659055843607,0.7283333333333334,0.11765014048251515,0.7283333333333334,0.11765014048251515,0.8159444444444444,0.013244379194470175,0.8159444444444444,0.013244379194470175
0.6656666666666667,0.1740121323995032,0.8656666666666667,0.0517966107857347,0.7343333333333333,0.11351749742758703,0.7343333333333333,0.11351749742758703,0.828,0.02654555832275277,0.828,0.02654555832275277
0.7666666666666666,0.03523571420527125,0.8706666666666667,0.06444291185917106,0.8126666666666668,0.01352364185006716,0.8126666666666668,0.01352364185006716,0.8373333333333332,0.03166052572034916,0.8373333333333332,0.03166052572034916
0.7586666666666667,0.05733139531608214,0.8809999999999999,0.012192894105447933,0.8143333333333332,0.0383086877294897,0.8143333333333332,0.0383086877294897,0.8463888888888889,0.007902570296046078,0.8463888888888889,0.007902570296046078
0.8069999999999999,0.009092121131323872,0.8836666666666666,0.02619584360585136,0.8433333333333333,0.009568466729604892,0.8433333333333333,0.009568466729604892,0.864388888888889,0.019315285317943975,0.864388888888889,0.019315285317943975
0.726,0.10246300145255689,0.904,0.014352700094407337,0.8006666666666665,0.06080752877362766,0.8006666666666665,0.06080752877362766,0.8563333333333333,0.012268598881637602,0.8563333333333333,0.012268598881637602
0.8019999999999999,0.06393746945258313,0.855,0.030430248109405904,0.8253333333333334,0.031382939455839504,0.8253333333333334,0.031382939455839504,0.8563333333333333,0.02810726807284057,0.8563333333333333,0.02810726807284057
0.7743333333333333,0.045697070171097635,0.8656666666666667,0.024253293018108354,0.8163333333333332,0.023299976156401694,0.8163333333333332,0.023299976156401694,0.8560555555555555,0.008233100911399298,0.8560555555555555,0.008233100911399298
0.7806666666666667,0.06276587891167905,0.9026666666666666,0.03426692606905704,0.8346666666666667,0.02266176417571135,0.8346666666666667,0.02266176417571135,0.8685,0.017077166908759496,0.8685,0.017077166908759496
0.8826666666666667,0.08136474803145537,0.8689999999999999,0.028296053906272305,0.8726666666666668,0.02870927066684599,0.8726666666666668,0.02870927066684599,0.8737777777777778,0.0296929762655442,0.8737777777777778,0.0296929762655442
0.9096666666666667,0.051545018080207214,0.824,0.024262453846770428,0.863,0.011430952132988174,0.863,0.011430952132988174,0.8486666666666668,0.00801849713451941,0.8486666666666668,0.00801849713451941
0.934,0.0544609952167604,0.8076666666666666,0.040762182909598384,0.8633333333333333,0.006944222218666559,0.8633333333333333,0.006944222218666559,0.8416111111111112,0.009821870280270883,0.8416111111111112,0.009821870280270883
0.9189999999999999,0.07430118886442309,0.8123333333333332,0.051259687431309556,0.8576666666666667,0.009463379711052268,0.8576666666666667,0.009463379711052268,0.8373333333333334,0.012344589458094097,0.8373333333333334,0.012344589458094097
0.9143333333333333,0.0788768378901915,0.8079999999999999,0.06060253020020424,0.8523333333333333,0.008259674462242584,0.8523333333333333,0.008259674462242584,0.8137777777777778,0.01325276584223594,0.8137777777777778,0.01325276584223594
0.9293333333333335,0.024796953217863026,0.8373333333333334,0.031084115271666022,0.8803333333333333,0.00659966329107445,0.8803333333333333,0.00659966329107445,0.8678333333333333,0.0174371888662007,0.8678333333333333,0.0174371888662007
0.9293333333333335,0.07593564526770168,0.8079999999999999,0.07258558167202815,0.8583333333333334,0.007318166133366723,0.8583333333333334,0.007318166133366723,0.8291666666666666,0.01845715759987609,0.8291666666666666,0.01845715759987609
0.9406666666666667,0.06343675765849184,0.8119999999999999,0.05880476171195662,0.8676666666666666,0.004988876515698593,0.8676666666666666,0.004988876515698593,0.8435555555555556,0.02252995262827015,0.8435555555555556,0.02252995262827015
0.919,0.025019992006393578,0.8213333333333334,0.0265371856499935,0.8666666666666666,0.0060184900284226015,0.8666666666666666,0.0060184900284226015,0.8528888888888888,0.022298618680575824,0.8528888888888888,0.022298618680575824
0.9289999999999999,0.03963163719387158,0.8346666666666666,0.01381625451737515,0.8786666666666667,0.013912424503139483,0.8786666666666667,0.013912424503139483,0.8760555555555555,0.008199292351278174,0.8760555555555555,0.008199292351278174
