P_model,R_model,F1_model_micro_one_lab,F1_model_micro_one_boost,F1_model_macro_one_lab,F1_model_macro_one_boost
0.278,0.968,0.432,0.432,0.6195,0.6195
0.261,0.983,0.413,0.413,0.5896666666666667,0.5896666666666667
0.308,0.994,0.471,0.471,0.6805,0.6805
0.389,0.945,0.552,0.552,0.7955,0.7955
0.454,0.931,0.61,0.61,0.8158333333333334,0.8158333333333334
0.806,0.805,0.806,0.806,0.8093333333333335,0.8093333333333335
0.812,0.731,0.769,0.769,0.7808333333333334,0.7808333333333334
0.821,0.76,0.789,0.789,0.7839999999999999,0.7839999999999999
0.806,0.683,0.739,0.739,0.7525,0.7525
0.83,0.866,0.848,0.848,0.8458333333333333,0.8458333333333333
0.844,0.844,0.844,0.844,0.8223333333333334,0.8223333333333334
0.823,0.746,0.783,0.783,0.7738333333333333,0.7738333333333333
0.82,0.757,0.787,0.787,0.7708333333333334,0.7708333333333334
0.93,0.757,0.835,0.835,0.8144999999999999,0.8144999999999999
0.965,0.724,0.828,0.828,0.8276666666666667,0.8276666666666667
0.974,0.733,0.837,0.837,0.8231666666666667,0.8231666666666667
0.93,0.856,0.892,0.892,0.8925000000000001,0.8925000000000001
0.981,0.818,0.892,0.892,0.8915000000000001,0.8915000000000001
0.958,0.821,0.884,0.884,0.8724999999999999,0.8724999999999999
0.882,0.861,0.871,0.871,0.8795000000000001,0.8795000000000001
0.916,0.868,0.891,0.891,0.8928333333333334,0.8928333333333334
0.872,0.888,0.88,0.888,0.8944999999999999,0.8863333333333333
0.869,0.906,0.887,0.887,0.8993333333333334,0.9199999999999999
0.908,0.883,0.895,0.896,0.914,0.9206666666666666
0.859,0.906,0.882,0.906,0.8903333333333334,0.9273333333333333
0.9,0.892,0.896,0.884,0.9135,0.8928333333333334
0.899,0.9,0.899,0.906,0.9170000000000001,0.9288333333333333
0.854,0.905,0.879,0.905,0.9093333333333332,0.923
0.854,0.898,0.875,0.883,0.9063333333333333,0.9198333333333334
0.887,0.897,0.892,0.884,0.9171666666666667,0.9234999999999999
0.87,0.909,0.889,0.898,0.9216666666666665,0.9268333333333333
0.86,0.909,0.884,0.891,0.92,0.9255
0.875,0.912,0.893,0.889,0.9223333333333333,0.9256666666666665
0.885,0.903,0.894,0.899,0.9191666666666666,0.9281666666666667
0.904,0.902,0.903,0.904,0.9271666666666668,0.9264999999999999
0.925,0.898,0.911,0.911,0.9281666666666667,0.9308333333333333
0.934,0.899,0.916,0.916,0.9296666666666668,0.9325
0.923,0.891,0.907,0.924,0.9225,0.9358333333333332
0.911,0.892,0.902,0.911,0.9223333333333334,0.9325
0.872,0.904,0.888,0.908,0.9226666666666666,0.9301666666666666
0.866,0.912,0.889,0.894,0.9205000000000001,0.9268333333333333
0.857,0.909,0.883,0.896,0.9215,0.9273333333333333
0.879,0.904,0.892,0.894,0.922,0.9258333333333333
0.934,0.894,0.914,0.9,0.9274999999999999,0.9279999999999999
0.945,0.891,0.917,0.918,0.9295,0.9338333333333333
0.933,0.889,0.91,0.926,0.9253333333333332,0.9356666666666666
0.936,0.897,0.916,0.922,0.9306666666666668,0.9351666666666668
0.948,0.892,0.919,0.924,0.9314999999999999,0.9361666666666665
0.924,0.9,0.911,0.926,0.93,0.9368333333333333
0.95,0.885,0.916,0.913,0.93,0.9314999999999999
0.962,0.873,0.915,0.922,0.9281666666666667,0.9345
0.971,0.875,0.921,0.924,0.9323333333333333,0.9344999999999999
0.964,0.873,0.916,0.927,0.9308333333333333,0.9373333333333332
0.974,0.86,0.913,0.925,0.927,0.9358333333333332
0.981,0.858,0.915,0.924,0.9296666666666668,0.9341666666666666
0.981,0.854,0.913,0.923,0.9293333333333335,0.9354999999999999
0.98,0.854,0.913,0.922,0.9296666666666668,0.935
0.982,0.858,0.916,0.921,0.9288333333333333,0.9363333333333334
0.985,0.85,0.913,0.923,0.927,0.936
0.988,0.851,0.914,0.921,0.9283333333333333,0.9335
0.984,0.846,0.91,0.922,0.926,0.9345
0.981,0.85,0.911,0.92,0.9265,0.9341666666666667
0.987,0.828,0.901,0.921,0.922,0.9353333333333333
0.987,0.845,0.91,0.908,0.9236666666666667,0.9278333333333334
0.986,0.85,0.913,0.92,0.9286666666666666,0.9326666666666666
0.974,0.855,0.911,0.922,0.9269999999999999,0.9346666666666668
0.977,0.868,0.92,0.919,0.9340000000000002,0.9338333333333334
0.978,0.869,0.92,0.923,0.9314999999999999,0.9358333333333332
0.974,0.866,0.917,0.924,0.9295,0.9356666666666666
0.98,0.857,0.914,0.925,0.9276666666666668,0.9373333333333335
