P_model,R_model,F1_model_micro_one_lab,F1_model_micro_one_boost,F1_model_macro_one_lab,F1_model_macro_one_boost
0.328,0.971,0.49,0.49,0.7591666666666667,0.7591666666666667
0.446,0.928,0.602,0.602,0.8386666666666667,0.8386666666666667
0.419,0.945,0.58,0.58,0.8293333333333334,0.8293333333333334
0.719,0.868,0.787,0.787,0.8153333333333334,0.8153333333333334
0.826,0.791,0.808,0.808,0.8036666666666666,0.8036666666666666
0.776,0.894,0.831,0.831,0.852,0.852
0.732,0.908,0.811,0.811,0.832,0.832
0.781,0.875,0.825,0.825,0.8370000000000001,0.8370000000000001
0.795,0.917,0.852,0.852,0.8736666666666667,0.8736666666666667
0.582,0.924,0.715,0.715,0.8736666666666667,0.8736666666666667
0.776,0.898,0.832,0.832,0.8911666666666668,0.8911666666666668
0.766,0.899,0.827,0.827,0.8661666666666666,0.8661666666666666
0.794,0.888,0.839,0.839,0.8588333333333334,0.8588333333333334
0.924,0.848,0.885,0.885,0.8848333333333334,0.8848333333333334
0.905,0.837,0.869,0.869,0.8546666666666667,0.8546666666666667
0.971,0.794,0.873,0.873,0.8348333333333334,0.8348333333333334
0.968,0.791,0.87,0.87,0.8486666666666666,0.8486666666666666
0.976,0.775,0.864,0.864,0.7951666666666667,0.7951666666666667
0.921,0.84,0.879,0.879,0.86,0.86
0.986,0.767,0.863,0.863,0.8141666666666666,0.8141666666666666
0.988,0.775,0.869,0.869,0.8118333333333334,0.8118333333333334
0.906,0.821,0.861,0.861,0.8220000000000001,0.8220000000000001
0.873,0.849,0.861,0.861,0.8644999999999999,0.8644999999999999
0.944,0.845,0.892,0.892,0.8741666666666666,0.8741666666666666
0.909,0.86,0.884,0.884,0.8778333333333334,0.8778333333333334
0.93,0.878,0.903,0.903,0.9145,0.9145
0.934,0.855,0.893,0.893,0.9023333333333333,0.9023333333333333
0.929,0.87,0.899,0.899,0.9048333333333334,0.9048333333333334
0.952,0.857,0.902,0.902,0.9066666666666666,0.9066666666666666
0.95,0.851,0.898,0.898,0.9003333333333332,0.9003333333333332
0.968,0.844,0.902,0.902,0.9078333333333334,0.9078333333333334
0.975,0.85,0.909,0.909,0.9138333333333333,0.9138333333333333
0.987,0.836,0.905,0.905,0.9095,0.9095
0.958,0.868,0.911,0.911,0.9133333333333334,0.9133333333333334
0.957,0.864,0.908,0.908,0.9085,0.9085
0.944,0.887,0.915,0.915,0.9264999999999999,0.9264999999999999
0.958,0.867,0.91,0.91,0.914,0.914
0.957,0.873,0.913,0.913,0.9203333333333333,0.9203333333333333
0.956,0.876,0.914,0.914,0.9209999999999999,0.9209999999999999
0.936,0.884,0.909,0.909,0.9203333333333333,0.9203333333333333
0.956,0.88,0.916,0.916,0.9223333333333334,0.9223333333333334
0.941,0.884,0.912,0.912,0.9238333333333334,0.9238333333333334
0.957,0.882,0.918,0.918,0.9271666666666666,0.9271666666666666
0.96,0.877,0.917,0.917,0.9266666666666667,0.9266666666666667
0.96,0.872,0.914,0.914,0.9193333333333333,0.9193333333333333
0.96,0.879,0.918,0.918,0.9271666666666668,0.9271666666666668
0.969,0.868,0.916,0.916,0.9249999999999999,0.9249999999999999
0.97,0.867,0.916,0.916,0.9226666666666666,0.9226666666666666
0.958,0.876,0.915,0.915,0.9235000000000001,0.9235000000000001
0.956,0.878,0.915,0.915,0.9238333333333334,0.9238333333333334
0.945,0.882,0.913,0.913,0.9256666666666667,0.9256666666666667
0.954,0.879,0.915,0.915,0.926,0.926
0.952,0.881,0.915,0.915,0.9243333333333333,0.9243333333333333
0.954,0.885,0.918,0.918,0.9281666666666668,0.9281666666666668
0.948,0.883,0.914,0.914,0.9261666666666667,0.9261666666666667
0.952,0.886,0.918,0.918,0.9300000000000002,0.9300000000000002
