addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts,heatmap
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
42251,0.9874322501242574,0.9609530112508273,0.978,0.939,"Counter({2: 2045, 3: 649, 4: 539, 5: 73, 6: 38, 7: 12, 9: 5, 8: 5, 10: 2, 19: 1, 22: 1, 11: 1, 13: 1})",3233,139,8,0,0,0,
41769,0.9883406353994589,0.9631813714372118,0.974,0.928,"Counter({2: 1914, 3: 654, 4: 548, 5: 85, 6: 52, 8: 16, 7: 14, 9: 7, 10: 5, 13: 2, 11: 2, 17: 2, 12: 2, 25: 1, 18: 1})",3116,189,18,0,0,0,
41463,0.9880616453223355,0.9620078286898457,0.969,0.917,"Counter({2: 1871, 3: 639, 4: 551, 5: 80, 6: 57, 7: 28, 8: 17, 9: 13, 10: 4, 11: 3, 19: 1, 46: 1, 12: 1, 13: 1, 1: 1, 18: 1, 16: 1})",3062,208,14,0,2,0,
42309,0.9857949845186603,0.9561409910238633,0.977,0.936,"Counter({2: 2018, 3: 645, 4: 565, 5: 73, 6: 33, 7: 15, 8: 7, 9: 5, 10: 2, 17: 1, 16: 1, 11: 1, 12: 1})",3228,139,11,0,0,0,
41293,0.9872133291356888,0.9589488415487482,0.965,0.907,"Counter({2: 1947, 3: 624, 4: 512, 5: 77, 6: 47, 7: 30, 8: 11, 9: 9, 11: 8, 10: 5, 12: 4, 20: 2, 13: 2, 37: 1, 21: 1, 18: 1})",3083,198,8,0,1,0,
42121,0.98891289380594,0.9654304537715597,0.979,0.941,"Counter({2: 2014, 3: 657, 4: 543, 5: 74, 6: 43, 7: 16, 8: 8, 9: 7, 10: 3, 11: 2, 16: 1, 15: 1, 12: 1})",3214,156,15,0,0,0,
41948,0.987770573090493,0.9616505943036555,0.975,0.932,"Counter({2: 1976, 3: 652, 4: 548, 5: 66, 6: 50, 7: 20, 8: 10, 9: 8, 12: 3, 10: 2, 11: 2, 13: 2, 14: 1})",3176,164,14,0,0,0,
41427,0.9891616578559876,0.9654482493266642,0.97,0.921,"Counter({2: 1886, 3: 644, 4: 550, 5: 80, 6: 57, 7: 20, 8: 15, 9: 9, 10: 8, 12: 4, 11: 3, 13: 3, 18: 2, 17: 2, 16: 1, 24: 1, 15: 1})",3080,206,24,0,0,0,
41632,0.9886145272867025,0.9640145763741269,0.973,0.926,"Counter({2: 1878, 3: 660, 4: 565, 5: 82, 6: 53, 7: 18, 8: 15, 10: 8, 9: 7, 11: 4, 13: 3, 17: 3, 12: 3, 18: 2})",3103,198,20,0,0,0,
