addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
250925,0.9931652884327986,0.9078600977811206,0.975,0.761,"Counter({2: 1238, 3: 682, 4: 412, 5: 369, 6: 47, 7: 43, 8: 15, 10: 12, 9: 11, 11: 10, 12: 10, 13: 6, 16: 4, 15: 3, 19: 2, 24: 2, 39: 1, 36: 1, 23: 1, 75: 1, 111: 1, 40: 1, 22: 1, 20: 1, 21: 1})",2701,174,6,0,0,0
250927,0.9940221658091796,0.9203229576118134,0.976,0.771,"Counter({2: 1241, 3: 704, 4: 413, 5: 382, 6: 46, 7: 41, 8: 14, 9: 12, 11: 11, 12: 10, 10: 10, 13: 7, 16: 4, 15: 3, 19: 2, 25: 2, 20: 1, 39: 1, 36: 1, 23: 1, 78: 1, 110: 1, 40: 1, 22: 1, 21: 1})",2740,171,7,0,0,0
251852,0.9928211806934231,0.9037990848143025,0.977,0.773,"Counter({2: 1260, 3: 682, 4: 391, 5: 355, 6: 40, 7: 31, 9: 16, 8: 12, 11: 7, 12: 6, 10: 6, 15: 3, 13: 3, 23: 2, 21: 2, 38: 1, 32: 1, 16: 1, 70: 1, 19: 1, 108: 1, 14: 1, 25: 1, 20: 1, 18: 1})",2688,138,4,0,0,0
252006,0.993424759727943,0.9135312842456816,0.978,0.782,"Counter({2: 1271, 3: 703, 4: 410, 5: 363, 7: 29, 6: 29, 8: 14, 9: 11, 12: 7, 11: 6, 10: 5, 15: 3, 14: 3, 19: 2, 38: 1, 34: 1, 16: 1, 23: 1, 73: 1, 109: 1, 22: 1, 24: 1, 13: 1, 20: 1, 21: 1})",2747,120,6,0,0,0
252119,0.9938521095197109,0.9194135385255277,0.979,0.789,"Counter({2: 1365, 3: 694, 4: 416, 5: 356, 6: 29, 7: 29, 9: 14, 8: 13, 11: 7, 12: 5, 14: 3, 15: 2, 19: 2, 10: 2, 17: 2, 38: 1, 44: 1, 22: 1, 71: 1, 109: 1, 25: 1, 13: 1, 16: 1, 21: 1})",2831,117,4,0,0,0
255108,0.9952294714395472,0.9400108443831026,0.99,0.889,"Counter({2: 1451, 3: 773, 4: 416, 5: 374, 6: 32, 7: 18, 8: 10, 9: 5, 12: 2, 32: 1, 33: 1, 60: 1, 14: 1, 27: 1, 10: 1, 18: 1})",3014,74,16,0,0,0
