P,P_std,R,R_std,F1_micro,F1_micro_std,F1_macro,F1_macro_std,F1_micro_boot,F1_micro_boot_std,F1_macro_boot,F1_macro_boot_std,F1_model_micro_boost_graph,F1_model_micro_boost_graph_std
0.073,0.0,0.923,0.0,0.135,0.0,0.1877,0.0,0.591,0.0,0.5860000000000001,0.0,0.135,0.0
0.082,0.0,0.913,0.0,0.151,0.0,0.1958,0.0,0.595,0.0,0.5899000000000001,0.0,0.151,0.0
0.147,0.0,0.888,0.0,0.252,0.0,0.3375,0.0,0.595,0.0,0.5901,0.0,0.252,0.0
0.259,0.0,0.861,0.0,0.398,0.0,0.4912000000000001,0.0,0.603,0.0,0.5976,0.0,0.398,0.0
0.249,0.0,0.77,0.0,0.376,0.0,0.5292,0.0,0.603,0.0,0.5982999999999999,0.0,0.376,0.0
0.48,0.0,0.721,0.0,0.576,0.0,0.6194000000000001,0.0,0.613,0.0,0.6079000000000001,0.0,0.576,0.0
0.407,0.0,0.724,0.0,0.521,0.0,0.5721,0.0,0.61,0.0,0.6056000000000001,0.0,0.521,0.0
0.706,0.0,0.676,0.0,0.691,0.0,0.6661,0.0,0.624,0.0,0.6197999999999999,0.0,0.691,0.0
0.706,0.0,0.628,0.0,0.665,0.0,0.6303000000000001,0.0,0.623,0.0,0.6192,0.0,0.665,0.0
0.719,0.0,0.639,0.0,0.677,0.0,0.6497,0.0,0.637,0.0,0.6333,0.0,0.677,0.0
0.694,0.0,0.606,0.0,0.647,0.0,0.6039,0.0,0.636,0.0,0.6324,0.0,0.647,0.0
0.728,0.0,0.654,0.0,0.689,0.0,0.6726,0.0,0.655,0.0,0.6514,0.0,0.689,0.0
0.722,0.0,0.677,0.0,0.699,0.0,0.6839999999999999,0.0,0.656,0.0,0.6522,0.0,0.699,0.0
0.716,0.0,0.735,0.0,0.726,0.0,0.7140000000000001,0.0,0.678,0.0,0.6727,0.0,0.726,0.0
0.722,0.0,0.711,0.0,0.717,0.0,0.7028000000000001,0.0,0.679,0.0,0.6731999999999999,0.0,0.717,0.0
0.712,0.0,0.702,0.0,0.707,0.0,0.6893,0.0,0.714,0.0,0.7121,0.0,0.707,0.0
