P_model,R_model,F1_model_micro_one_lab,F1_model_micro_one_boost,F1_model_macro_one_lab,F1_model_macro_one_boost
0.106,0.823,0.188,0.188,0.2223333333333333,0.2223333333333333
0.11,0.835,0.194,0.194,0.25933333333333336,0.25933333333333336
0.328,0.805,0.466,0.466,0.5028333333333334,0.5028333333333334
0.865,0.652,0.744,0.744,0.7280000000000001,0.7280000000000001
0.848,0.628,0.722,0.722,0.6673333333333332,0.6673333333333332
0.747,0.609,0.671,0.671,0.6391666666666667,0.6391666666666667
0.785,0.713,0.748,0.748,0.6715,0.6715
0.87,0.649,0.743,0.743,0.7328333333333333,0.7328333333333333
0.841,0.613,0.709,0.709,0.6506666666666667,0.6506666666666667
0.807,0.646,0.718,0.718,0.7073333333333333,0.7073333333333333
0.832,0.612,0.705,0.705,0.6526666666666666,0.6526666666666666
0.887,0.502,0.641,0.641,0.661,0.661
0.806,0.531,0.64,0.64,0.631,0.631
0.746,0.484,0.587,0.587,0.6031666666666666,0.6031666666666666
0.902,0.612,0.729,0.729,0.7238333333333333,0.7238333333333333
0.878,0.582,0.7,0.7,0.6648333333333333,0.6648333333333333
0.924,0.617,0.74,0.74,0.7298333333333332,0.7298333333333332
0.91,0.603,0.725,0.725,0.7083333333333334,0.7083333333333334
0.854,0.489,0.622,0.622,0.6024999999999999,0.6024999999999999
0.941,0.533,0.681,0.681,0.6789999999999999,0.6789999999999999
0.95,0.604,0.738,0.738,0.7248333333333333,0.7248333333333333
0.908,0.611,0.73,0.73,0.721,0.721
0.909,0.435,0.588,0.588,0.6176666666666667,0.6176666666666667
0.907,0.473,0.621,0.621,0.6506666666666666,0.6506666666666666
0.926,0.431,0.588,0.588,0.6111666666666666,0.6111666666666666
0.954,0.373,0.536,0.536,0.5856666666666666,0.5856666666666666
0.971,0.437,0.603,0.603,0.6335000000000001,0.6335000000000001
0.968,0.383,0.549,0.549,0.5731666666666667,0.5731666666666667
0.947,0.405,0.567,0.567,0.6108333333333333,0.6108333333333333
0.974,0.322,0.484,0.484,0.5523333333333333,0.5523333333333333
0.975,0.383,0.55,0.55,0.5966666666666667,0.5966666666666667
0.947,0.609,0.741,0.741,0.7133333333333333,0.7133333333333333
0.809,0.766,0.787,0.787,0.7536666666666667,0.7536666666666667
0.793,0.758,0.775,0.775,0.7016666666666667,0.7016666666666667
0.84,0.769,0.803,0.803,0.7599999999999999,0.7599999999999999
0.799,0.716,0.755,0.755,0.7211666666666666,0.7211666666666666
0.822,0.726,0.771,0.771,0.7313333333333333,0.7313333333333333
0.806,0.731,0.767,0.767,0.702,0.702
0.841,0.738,0.786,0.786,0.7501666666666668,0.7501666666666668
0.845,0.738,0.788,0.788,0.7466666666666666,0.7466666666666666
0.836,0.725,0.777,0.777,0.7425,0.7425
0.84,0.703,0.766,0.766,0.7511666666666666,0.7511666666666666
0.849,0.723,0.781,0.781,0.7601666666666667,0.7601666666666667
0.82,0.69,0.75,0.75,0.7343333333333334,0.7343333333333334
0.846,0.691,0.761,0.761,0.7440000000000001,0.7440000000000001
0.818,0.718,0.765,0.765,0.7425,0.7425
0.838,0.785,0.81,0.81,0.7599999999999999,0.7599999999999999
0.844,0.706,0.769,0.769,0.7478333333333333,0.7478333333333333
0.851,0.735,0.789,0.789,0.758,0.758
0.85,0.735,0.788,0.788,0.7663333333333333,0.7663333333333333
0.844,0.739,0.788,0.788,0.7648333333333333,0.7648333333333333
0.846,0.778,0.811,0.811,0.7766666666666665,0.7766666666666665
0.834,0.746,0.787,0.787,0.7576666666666666,0.7576666666666666
0.866,0.706,0.778,0.778,0.758,0.758
0.847,0.664,0.745,0.745,0.7364999999999999,0.7364999999999999
0.839,0.785,0.811,0.811,0.7721666666666666,0.7721666666666666
0.838,0.788,0.812,0.812,0.7679999999999999,0.7679999999999999
0.84,0.748,0.792,0.792,0.7626666666666667,0.7626666666666667
0.842,0.798,0.819,0.819,0.7835,0.7835
0.86,0.722,0.785,0.785,0.7586666666666666,0.7586666666666666
0.827,0.815,0.821,0.821,0.7784999999999999,0.7784999999999999
0.832,0.798,0.814,0.814,0.7701666666666666,0.7701666666666666
0.824,0.812,0.818,0.818,0.7743333333333333,0.7743333333333333
0.85,0.731,0.786,0.786,0.7586666666666666,0.7586666666666666
0.825,0.772,0.798,0.798,0.769,0.769
