P_model,R_model,F1_model_micro_one_lab,F1_model_micro_one_boost,F1_model_macro_one_lab,F1_model_macro_one_boost
0.829,0.892,0.859,0.859,0.8638333333333335,0.8638333333333335
0.833,0.886,0.859,0.859,0.85,0.85
0.839,0.897,0.867,0.867,0.8638333333333333,0.8638333333333333
0.803,0.898,0.848,0.848,0.8318333333333333,0.8318333333333333
0.83,0.901,0.864,0.864,0.8553333333333333,0.8553333333333333
0.826,0.902,0.862,0.862,0.8606666666666666,0.8606666666666666
0.818,0.908,0.861,0.861,0.8526666666666666,0.8526666666666666
0.795,0.906,0.847,0.847,0.8255,0.8255
0.829,0.901,0.863,0.863,0.8606666666666666,0.8606666666666666
0.839,0.9,0.868,0.868,0.8574999999999999,0.8574999999999999
0.684,0.908,0.78,0.78,0.7118333333333333,0.7118333333333333
0.728,0.902,0.806,0.806,0.7536666666666666,0.7536666666666666
0.817,0.904,0.858,0.858,0.8445,0.8445
0.828,0.897,0.861,0.861,0.8428333333333334,0.8428333333333334
0.83,0.9,0.864,0.864,0.8486666666666668,0.8486666666666668
0.833,0.901,0.865,0.865,0.8611666666666666,0.8611666666666666
0.846,0.892,0.868,0.868,0.867,0.867
0.841,0.901,0.87,0.87,0.8653333333333334,0.8653333333333334
0.844,0.894,0.868,0.868,0.8605,0.8605
0.84,0.9,0.869,0.869,0.8621666666666666,0.8621666666666666
0.822,0.898,0.859,0.859,0.8388333333333334,0.8388333333333334
0.853,0.885,0.868,0.868,0.8561666666666666,0.8561666666666666
0.86,0.891,0.875,0.875,0.8648333333333332,0.8648333333333332
0.842,0.892,0.866,0.866,0.8566666666666668,0.8566666666666668
0.853,0.89,0.871,0.871,0.8611666666666666,0.8611666666666666
0.85,0.892,0.87,0.87,0.8586666666666666,0.8586666666666666
0.852,0.894,0.873,0.873,0.858,0.858
0.855,0.891,0.873,0.873,0.86,0.86
0.86,0.892,0.876,0.876,0.8631666666666667,0.8631666666666667
0.86,0.888,0.874,0.874,0.8648333333333333,0.8648333333333333
0.856,0.891,0.873,0.873,0.8586666666666666,0.8586666666666666
0.852,0.888,0.87,0.87,0.8574999999999999,0.8574999999999999
0.848,0.901,0.874,0.874,0.854,0.854
0.849,0.897,0.872,0.872,0.8538333333333333,0.8538333333333333
0.845,0.891,0.867,0.867,0.8468333333333332,0.8468333333333332
0.855,0.893,0.873,0.873,0.8574999999999999,0.8574999999999999
0.84,0.892,0.866,0.866,0.8433333333333334,0.8433333333333334
0.862,0.893,0.877,0.877,0.8626666666666667,0.8626666666666667
0.858,0.893,0.875,0.875,0.8633333333333333,0.8633333333333333
0.865,0.892,0.878,0.878,0.87,0.87
0.867,0.897,0.882,0.882,0.8726666666666668,0.8726666666666668
0.869,0.891,0.88,0.88,0.8728333333333332,0.8728333333333332
0.875,0.89,0.883,0.883,0.8743333333333333,0.8743333333333333
0.87,0.89,0.88,0.88,0.87,0.87
0.866,0.892,0.879,0.879,0.8695,0.8695
0.861,0.891,0.876,0.876,0.8666666666666666,0.8666666666666666
0.864,0.893,0.878,0.878,0.8703333333333333,0.8703333333333333
0.869,0.895,0.882,0.882,0.8723333333333333,0.8723333333333333
0.867,0.895,0.88,0.88,0.8703333333333333,0.8703333333333333
0.879,0.892,0.885,0.885,0.8765000000000001,0.8765000000000001
0.875,0.886,0.881,0.881,0.8709999999999999,0.8709999999999999
0.886,0.895,0.89,0.89,0.8771666666666667,0.8771666666666667
0.868,0.89,0.879,0.879,0.8700000000000001,0.8700000000000001
0.88,0.885,0.882,0.882,0.8714999999999998,0.8714999999999998
0.881,0.882,0.881,0.881,0.8703333333333333,0.8703333333333333
0.877,0.89,0.884,0.884,0.8724999999999999,0.8724999999999999
0.891,0.883,0.887,0.887,0.8736666666666667,0.8736666666666667
0.897,0.884,0.89,0.89,0.8768333333333332,0.8768333333333332
0.892,0.878,0.885,0.885,0.8751666666666665,0.8751666666666665
0.9,0.876,0.888,0.888,0.8768333333333335,0.8768333333333335
0.899,0.871,0.885,0.885,0.875,0.875
0.89,0.885,0.887,0.887,0.8746666666666666,0.8746666666666666
0.906,0.867,0.886,0.886,0.8743333333333334,0.8743333333333334
0.901,0.872,0.887,0.887,0.8761666666666666,0.8761666666666666
0.898,0.875,0.886,0.886,0.8743333333333334,0.8743333333333334
0.893,0.872,0.882,0.882,0.8688333333333333,0.8688333333333333
0.899,0.87,0.884,0.884,0.8726666666666668,0.8726666666666668
0.892,0.877,0.885,0.885,0.875,0.875
0.899,0.88,0.889,0.889,0.8776666666666667,0.8776666666666667
0.895,0.877,0.886,0.886,0.8741666666666665,0.8741666666666665
0.887,0.887,0.887,0.887,0.8725,0.8725
0.893,0.885,0.889,0.889,0.8763333333333333,0.8763333333333333
0.895,0.884,0.89,0.89,0.8778333333333332,0.8778333333333332
0.886,0.886,0.886,0.886,0.874,0.874
0.895,0.877,0.886,0.886,0.8731666666666665,0.8731666666666665
0.892,0.879,0.885,0.885,0.8711666666666668,0.8711666666666668
