addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
48424,0.9888278539567157,0.832559579077685,0.977,0.839,"Counter({2: 505, 3: 194, 4: 146, 5: 93, 6: 55, 7: 33, 9: 9, 13: 4, 11: 4, 8: 4, 12: 2, 14: 2, 15: 2, 10: 2, 22: 1, 17: 1, 20: 1})",845,213,4,0,0,0
48294,0.9889013127924794,0.8316582914572865,0.975,0.828,"Counter({2: 510, 3: 183, 4: 145, 5: 88, 6: 60, 7: 25, 9: 9, 8: 5, 13: 4, 11: 4, 10: 4, 12: 2, 15: 2, 22: 2, 17: 2, 21: 2, 14: 1, 19: 1})",838,211,3,0,0,0
48356,0.9885019439159567,0.8291333743085434,0.975,0.824,"Counter({2: 520, 3: 185, 4: 140, 5: 81, 6: 48, 7: 27, 9: 11, 8: 7, 11: 5, 10: 5, 13: 4, 17: 2, 22: 2, 42: 1, 15: 1, 16: 1, 20: 1, 18: 1})",845,197,8,0,2,0
48274,0.9892695861126072,0.8382261086820737,0.975,0.827,"Counter({2: 504, 3: 187, 4: 145, 5: 89, 6: 62, 7: 28, 9: 7, 8: 6, 11: 5, 14: 3, 13: 3, 10: 3, 18: 2, 21: 2, 16: 1, 15: 1, 22: 1, 17: 1, 20: 1})",836,215,4,0,2,0
48616,0.9880697712687181,0.8264512268102933,0.978,0.842,"Counter({2: 528, 3: 190, 4: 142, 5: 84, 6: 53, 7: 28, 9: 8, 8: 7, 14: 3, 11: 3, 13: 2, 10: 2, 15: 1, 22: 1, 16: 1, 12: 1, 20: 1})",860,195,3,0,0,0
48537,0.9888126583843253,0.8335887220349371,0.979,0.846,"Counter({2: 513, 3: 197, 4: 137, 5: 87, 6: 55, 7: 35, 8: 7, 9: 6, 11: 4, 10: 4, 13: 3, 14: 2, 15: 1, 22: 1, 20: 1})",847,206,3,0,4,0
48628,0.9883400509994242,0.8311997618338791,0.979,0.85,"Counter({2: 504, 3: 203, 4: 155, 5: 93, 6: 54, 7: 33, 9: 6, 8: 5, 14: 3, 13: 2, 11: 2, 10: 2, 15: 1, 22: 1, 20: 1})",862,203,1,0,0,0
48960,0.988500816993464,0.8375180375180374,0.984,0.875,"Counter({2: 545, 3: 189, 4: 146, 5: 89, 6: 55, 7: 30, 8: 5, 9: 5, 14: 1, 17: 1, 11: 1})",880,187,1,0,0,0
