P_model,P_model_std,R_model,R_model_std,F1_model_micro_one_lab,F1_model_micro_one_lab_std,F1_model_micro_one_boost,F1_model_micro_one_boost_std,F1_model_micro_mult_lab,F1_model_micro_mult_lab_std,F1_model_micro_mult_boost,F1_model_micro_mult_boost_std,F1_model_micro_mult_transfer_boost,F1_model_micro_mult_transfer_boost_std,F1_model_macro_one_lab,F1_model_macro_one_lab_std,F1_model_macro_one_boost,F1_model_macro_one_boost_std,F1_model_macro_mult_lab,F1_model_macro_mult_lab_std,F1_model_macro_mult_boost,F1_model_macro_mult_boost_std,F1_model_macro_mult_transfer_boost,F1_model_macro_mult_transfer_boost_std
0.32366666666666666,0.30571264648722374,0.816,0.08537368837450254,0.37000000000000005,0.2524532960107011,0.37000000000000005,0.2524532960107011,0.0647065922315455,0.002365355712713173,0.0647065922315455,0.002365355712713173,0.0647065922315455,0.002365355712713173,0.3841666666666666,0.26329644608030417,0.3841666666666666,0.26329644608030417,0.14544444444444446,0.01595441035815937,0.14544444444444446,0.01595441035815937,0.14544444444444446,0.01595441035815937
0.47300000000000003,0.2003313921148322,0.5950000000000001,0.07443565453911627,0.5163333333333333,0.1490734345511932,0.5163333333333333,0.1490734345511932,0.06422030922844,0.001731981190026521,0.06422030922844,0.001731981190026521,0.06422030922844,0.001731981190026521,0.5835,0.12236284839225778,0.5835,0.12236284839225778,0.15122222222222226,0.023558175954877913,0.15122222222222226,0.023558175954877913,0.15122222222222226,0.023558175954877913
0.41500000000000004,0.26361714663503966,0.5473333333333333,0.11821261448010623,0.4483333333333333,0.2238173858801461,0.4483333333333333,0.2238173858801461,0.07615854590274734,0.01688196060664513,0.07615854590274734,0.01688196060664513,0.07615854590274734,0.01688196060664513,0.4997777777777778,0.22353193215144457,0.4997777777777778,0.22353193215144457,0.15422222222222223,0.02063139163962661,0.15422222222222223,0.02063139163962661,0.15422222222222223,0.02063139163962661
0.592,0.3685837760943908,0.5873333333333334,0.23032778575084878,0.43733333333333335,0.20871724626606422,0.43733333333333335,0.20871724626606422,0.07615854590274734,0.01688196060664513,0.07615854590274734,0.01688196060664513,0.07615854590274734,0.01688196060664513,0.49077777777777776,0.24665999740733732,0.49077777777777776,0.24665999740733732,0.15422222222222223,0.02063139163962661,0.15422222222222223,0.02063139163962661,0.15422222222222223,0.02063139163962661
0.7123333333333334,0.2343364153424635,0.49533333333333335,0.2688944443870535,0.48666666666666664,0.06352077525415513,0.48666666666666664,0.06352077525415513,0.09227057661101058,0.039616749804844996,0.09227057661101058,0.039616749804844996,0.09227057661101058,0.039616749804844996,0.5967222222222223,0.07425697789051275,0.5967222222222223,0.07425697789051275,0.16716666666666669,0.016744816776808544,0.16716666666666669,0.016744816776808544,0.16716666666666669,0.016744816776808544
0.8486666666666668,0.10790530828256575,0.5559999999999999,0.20364675298172566,0.6303333333333333,0.14744113703064315,0.6303333333333333,0.14744113703064315,0.11769989428703458,0.03933403119191347,0.11769989428703458,0.03933403119191347,0.11769989428703458,0.03933403119191347,0.688888888888889,0.11610422627115985,0.688888888888889,0.11610422627115985,0.20061111111111116,0.05980405246601627,0.20061111111111116,0.05980405246601627,0.20061111111111116,0.05980405246601627
0.663,0.15618151832616647,0.622,0.11030865786510137,0.641,0.13237069162016188,0.641,0.13237069162016188,0.1274931011822,0.025519858253104395,0.1274931011822,0.025519858253104395,0.1274931011822,0.025519858253104395,0.6977222222222222,0.1036808076576529,0.6977222222222222,0.1036808076576529,0.20372222222222222,0.056952926197598834,0.20372222222222222,0.056952926197598834,0.20372222222222222,0.056952926197598834
0.8056666666666666,0.07023927359786372,0.6999999999999998,1.1102230246251565e-16,0.7476666666666666,0.02922708028904399,0.7476666666666666,0.02922708028904399,0.1321386514442164,0.029786260781674713,0.1321386514442164,0.029786260781674713,0.1321386514442164,0.029786260781674713,0.7827777777777777,0.037162389722359704,0.7827777777777777,0.037162389722359704,0.2096111111111111,0.05448688821775679,0.2096111111111111,0.05448688821775679,0.2096111111111111,0.05448688821775679
0.8283333333333335,0.05421151989096864,0.6999999999999998,1.1102230246251565e-16,0.7576666666666667,0.022156012477178508,0.7576666666666667,0.022156012477178508,0.14415703024346968,0.043568442865150034,0.14415703024346968,0.043568442865150034,0.14415703024346968,0.043568442865150034,0.8015555555555557,0.023884495720078922,0.8015555555555557,0.023884495720078922,0.24016666666666667,0.06140077813477251,0.24016666666666667,0.06140077813477251,0.24016666666666667,0.06140077813477251
0.7623333333333333,0.1292706033438728,0.674,0.03676955262170045,0.7126666666666667,0.07714200469840599,0.7126666666666667,0.07714200469840599,0.14740635034463664,0.03971675331344235,0.14740635034463664,0.03971675331344235,0.14740635034463664,0.03971675331344235,0.7726666666666667,0.05670456249198482,0.7726666666666667,0.05670456249198482,0.23550000000000004,0.06800040849550507,0.23550000000000004,0.06800040849550507,0.23550000000000004,0.06800040849550507
0.5793333333333334,0.17740600014906174,0.6666666666666666,0.03283629428273266,0.605,0.1126854027813718,0.605,0.1126854027813718,0.15943808774355903,0.027519158205722403,0.15943808774355903,0.027519158205722403,0.15943808774355903,0.027519158205722403,0.6050555555555556,0.19594672052359188,0.6050555555555556,0.19594672052359188,0.2712777777777778,0.017403880651406318,0.2712777777777778,0.017403880651406318,0.2712777777777778,0.017403880651406318
0.6573333333333333,0.0938130528705302,0.6970000000000001,0.06004997918400972,0.6723333333333333,0.05519863122296502,0.6723333333333333,0.05519863122296502,0.15876586444087684,0.02657154127749807,0.15876586444087684,0.02657154127749807,0.15876586444087684,0.02657154127749807,0.7490555555555556,0.037028600891076346,0.7490555555555556,0.037028600891076346,0.27183333333333337,0.017817490366574176,0.27183333333333337,0.017817490366574176,0.27183333333333337,0.017817490366574176
0.6536666666666666,0.19313610629697273,0.8413333333333334,0.050374155631192026,0.7160000000000001,0.13498394966316055,0.7160000000000001,0.13498394966316055,0.1671215227880951,0.038361034923444524,0.1671215227880951,0.038361034923444524,0.1671215227880951,0.038361034923444524,0.7376666666666667,0.14060668810814353,0.7376666666666667,0.14060668810814353,0.2913333333333334,0.040136803098440255,0.2913333333333334,0.040136803098440255,0.2913333333333334,0.040136803098440255
0.7439999999999999,0.11343133018115703,0.7576666666666667,0.04694204464609056,0.7426666666666667,0.04962750133634463,0.7426666666666667,0.04962750133634463,0.1501256117343562,0.05206804205927461,0.1501256117343562,0.05206804205927461,0.1501256117343562,0.05206804205927461,0.7383333333333334,0.11010020688243759,0.7383333333333334,0.11010020688243759,0.274,0.049509445413831746,0.274,0.049509445413831746,0.274,0.049509445413831746
