addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts,heatmap
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
48662,0.9951913197155892,0.9286585365853659,0.983,0.885,"Counter({2: 591, 3: 199, 4: 159, 5: 109, 6: 67, 7: 45, 9: 6, 8: 4, 11: 3, 16: 2, 13: 2, 19: 1, 29: 1, 12: 1, 20: 1, 14: 1})",949,243,1,0,0,0,
48429,0.9955192136942741,0.9322932917316692,0.98,0.866,"Counter({2: 581, 3: 198, 4: 154, 5: 101, 6: 64, 7: 40, 8: 9, 9: 9, 11: 6, 13: 2, 10: 2, 12: 2, 20: 2, 25: 1, 19: 1, 29: 1, 16: 1, 18: 1})",933,242,5,0,0,0,
48865,0.996316381868413,0.9456521739130435,0.988,0.914,"Counter({2: 606, 3: 187, 4: 162, 5: 110, 6: 60, 7: 47, 9: 6, 8: 5, 11: 2, 18: 1, 26: 1, 10: 1, 12: 1, 14: 1, 13: 1})",955,236,2,0,0,0,
48903,0.9962987955749136,0.9460184909036683,0.988,0.914,"Counter({2: 613, 3: 191, 4: 162, 5: 100, 6: 63, 7: 46, 9: 5, 8: 4, 10: 2, 11: 2, 18: 1, 26: 1, 12: 1, 14: 1, 13: 1})",966,227,1,0,0,0,
49059,0.996147495872317,0.945010183299389,0.99,0.928,"Counter({2: 622, 3: 200, 4: 166, 5: 103, 6: 62, 7: 47, 9: 4, 8: 2, 10: 2, 21: 1, 12: 1})",988,222,2,0,0,0,
49255,0.9947416505938483,0.9268981089472199,0.99,0.927,"Counter({2: 660, 3: 208, 4: 148, 5: 90, 6: 58, 7: 42, 9: 3, 8: 2, 10: 2, 20: 1})",1016,198,0,0,2,0,
49361,0.9941451753408561,0.9196999166435121,0.991,0.931,"Counter({2: 674, 3: 214, 4: 143, 5: 90, 6: 49, 7: 43, 9: 2, 8: 2, 10: 1, 17: 1})",1031,188,1,0,2,2,
49452,0.9941357275742134,0.9207217058501913,0.992,0.939,"Counter({2: 671, 3: 229, 4: 142, 5: 89, 6: 49, 7: 40, 15: 1, 9: 1, 10: 1})",1042,181,1,0,2,0,
49389,0.9940270100629695,0.9186655638268542,0.991,0.931,"Counter({2: 671, 3: 221, 4: 143, 5: 91, 6: 49, 7: 40, 11: 2, 12: 1, 15: 1, 9: 1})",1035,185,0,0,2,0,
49239,0.9947805601251041,0.9270093723374041,0.99,0.928,"Counter({2: 661, 3: 210, 4: 146, 5: 91, 6: 51, 7: 42, 11: 3, 9: 3, 8: 2, 14: 1, 10: 1, 15: 1})",1017,195,0,0,3,0,
