addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
49184,0.9936971372804164,0.9098837209302325,0.988,0.913,"Counter({2: 664, 3: 192, 4: 133, 5: 89, 6: 52, 7: 41, 9: 5, 8: 3, 10: 3, 15: 1, 14: 1, 22: 1, 11: 1, 12: 1})",989,198,4,0,0,0
49072,0.9951499836974242,0.9314121037463978,0.988,0.914,"Counter({2: 649, 3: 214, 4: 141, 5: 89, 6: 43, 7: 33, 8: 11, 15: 3, 10: 3, 13: 3, 16: 2, 9: 2, 11: 2, 12: 1, 22: 1})",1004,193,4,0,0,0
48291,0.995754902569837,0.9328529315427448,0.978,0.854,"Counter({2: 627, 3: 176, 4: 120, 5: 80, 6: 40, 7: 38, 8: 11, 9: 9, 11: 9, 10: 6, 12: 4, 13: 3, 18: 3, 14: 2, 20: 2, 32: 2, 16: 1, 17: 1, 15: 1, 29: 1, 22: 1, 23: 1})",923,215,22,0,0,0
48267,0.9959392545631591,0.9356955380577429,0.978,0.854,"Counter({2: 618, 3: 165, 4: 130, 5: 77, 6: 50, 7: 31, 8: 16, 10: 12, 9: 12, 11: 7, 14: 4, 15: 2, 13: 2, 20: 2, 12: 2, 18: 1, 24: 1, 29: 1, 16: 1, 19: 1, 17: 1})",913,223,5,0,0,0
48605,0.9962349552515173,0.9427946233197876,0.983,0.886,"Counter({2: 633, 3: 175, 4: 139, 5: 89, 6: 53, 7: 38, 8: 11, 9: 8, 10: 7, 11: 6, 18: 2, 12: 2, 13: 2, 15: 1, 14: 1, 20: 1, 17: 1, 16: 1, 19: 1})",947,224,9,0,0,0
48243,0.9963103455423584,0.9417539267015707,0.978,0.854,"Counter({2: 611, 3: 177, 4: 125, 5: 79, 6: 49, 7: 44, 11: 10, 8: 10, 10: 9, 9: 9, 14: 3, 17: 2, 18: 2, 19: 2, 22: 1, 15: 1, 25: 1, 29: 1, 23: 1, 12: 1, 21: 1})",913,226,8,0,0,0
48357,0.9959054531918854,0.9370229007633587,0.978,0.858,"Counter({2: 626, 3: 176, 4: 135, 5: 90, 6: 49, 7: 38, 10: 9, 11: 6, 8: 5, 12: 5, 16: 4, 9: 4, 14: 3, 13: 3, 15: 1, 37: 1, 28: 1, 19: 1, 17: 1})",937,221,9,0,0,0
48704,0.9959346254927727,0.9391891891891891,0.984,0.892,"Counter({2: 632, 3: 186, 4: 138, 5: 98, 6: 57, 7: 34, 9: 8, 8: 7, 11: 7, 10: 6, 15: 3, 13: 2, 14: 1, 29: 1})",956,224,3,0,0,0
