P_model,R_model,F1_model_micro_one_lab,F1_model_micro_one_boost,F1_model_micro_mult_lab,F1_model_micro_mult_boost,F1_model_micro_mult_transfer_boost,F1_model_macro_one_lab,F1_model_macro_one_boost,F1_model_macro_mult_lab,F1_model_macro_mult_boost,F1_model_macro_mult_transfer_boost
0.568,0.798,0.664,0.896,0.5938214259382142,0.9050902453863314,0.907070707070707,0.6877000000000001,0.8933,0.6651,0.9071999999999999,0.9103999999999999
0.574,0.815,0.673,0.896,0.5938214259382142,0.9041068177220312,0.9048535819231938,0.6963,0.8926999999999999,0.6651,0.9065,0.9081999999999999
0.571,0.802,0.667,0.896,0.5951675066706197,0.9054807010434607,0.9090173059406942,0.6906000000000001,0.8934999999999998,0.665,0.9068000000000002,0.9114000000000001
0.567,0.825,0.672,0.896,0.5954898336414047,0.9076688674454039,0.9104599104599105,0.7189,0.8936999999999999,0.6651,0.9081999999999999,0.9122
0.562,0.815,0.665,0.896,0.5954898336414047,0.9093897678241216,0.9095399814757641,0.7132,0.8936999999999999,0.6651,0.9096,0.9097999999999999
0.565,0.824,0.671,0.895,0.6373863461242103,0.9094076655052263,0.9087553824072176,0.7182000000000001,0.8924,0.6846,0.9100999999999999,0.9095999999999999
0.564,0.818,0.668,0.897,0.6373795761078997,0.9045326915363017,0.908392315470172,0.7142999999999999,0.8936999999999999,0.6846,0.9075000000000001,0.9099999999999999
0.593,0.816,0.687,0.897,0.6373795761078997,0.914543960558751,0.9124923328562666,0.7345,0.8942,0.6846,0.9151,0.9138
0.594,0.829,0.692,0.897,0.6373795761078997,0.9088319088319089,0.9106434888685576,0.7389,0.8939,0.6846,0.9098,0.9124000000000001
0.592,0.815,0.686,0.896,0.5794485503126777,0.9145088368269625,0.9129680644832161,0.734,0.8930999999999999,0.6626000000000001,0.9157999999999997,0.9152000000000001
0.682,0.758,0.718,0.896,0.6111630807608357,0.9087382605144957,0.9070571486678868,0.7691,0.8936999999999999,0.6662,0.9108,0.9099
0.539,0.741,0.624,0.897,0.6123982467125861,0.9119266055045872,0.9126530612244897,0.6468,0.8941000000000001,0.6663,0.9144,0.9156000000000001
0.538,0.733,0.62,0.896,0.6123982467125861,0.9140448282952909,0.9141211560218041,0.6420000000000001,0.8939999999999999,0.6663,0.9161999999999999,0.916
0.54,0.737,0.623,0.897,0.6122448979591836,0.9168469860896444,0.9177489177489176,0.6444,0.8939,0.6658999999999999,0.9186,0.9198000000000001
0.544,0.745,0.629,0.895,0.6245165364275002,0.9115942028985508,0.9136772459423136,0.6517999999999999,0.8929,0.6775,0.9128000000000001,0.9159
0.538,0.736,0.622,0.896,0.6237967492504339,0.9145334434351775,0.91635687732342,0.6429999999999999,0.8934000000000001,0.6771,0.9160999999999999,0.9181000000000001
