addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
252564,0.9950586781964176,0.935960591133005,0.982,0.821,"Counter({2: 1397, 3: 729, 4: 399, 5: 381, 6: 40, 7: 26, 8: 20, 12: 6, 10: 6, 9: 4, 11: 3, 13: 2, 15: 2, 35: 1, 29: 1, 32: 1, 48: 1, 72: 1, 16: 1, 17: 1, 20: 1, 98: 1})",2906,118,19,0,0,0
253036,0.9951113675524431,0.93686520696167,0.984,0.835,"Counter({2: 1446, 3: 741, 4: 404, 5: 373, 7: 31, 6: 28, 8: 16, 10: 6, 12: 6, 30: 3, 11: 2, 13: 2, 17: 2, 14: 2, 35: 1, 59: 1, 18: 1, 15: 1, 20: 1, 19: 1, 91: 1, 9: 1})",2964,106,16,0,0,0
254362,0.9953452166597212,0.9409358475506335,0.989,0.878,"Counter({2: 1535, 3: 790, 4: 428, 5: 364, 6: 38, 7: 19, 8: 16, 9: 8, 11: 4, 46: 2, 12: 2, 27: 1, 23: 1, 18: 1, 54: 1, 15: 1, 13: 1, 10: 1, 14: 1, 1: 1})",3118,97,27,0,1,1
254947,0.9941007346624985,0.9247171889077985,0.988,0.87,"Counter({2: 1397, 3: 735, 4: 399, 5: 361, 6: 30, 7: 12, 8: 8, 11: 3, 21: 2, 12: 2, 10: 2, 9: 2, 26: 1, 23: 1, 47: 1, 57: 1, 1: 1})",2893,65,14,0,1,1
255292,0.9953660905942998,0.9419500466166151,0.991,0.898,"Counter({2: 1442, 3: 777, 4: 421, 5: 370, 6: 26, 7: 15, 8: 9, 9: 2, 12: 2, 11: 1, 26: 1, 21: 1, 10: 1, 51: 1, 24: 1, 16: 1, 15: 1, 18: 1})",3010,63,12,0,2,0
251896,0.9955140216597326,0.9387268192170046,0.983,0.826,"Counter({2: 1475, 3: 728, 4: 422, 5: 325, 6: 64, 7: 23, 8: 17, 11: 11, 9: 8, 10: 6, 14: 5, 15: 3, 29: 2, 25: 2, 12: 2, 22: 2, 13: 2, 17: 2, 37: 1, 67: 1, 144: 1, 21: 1, 23: 1, 50: 1, 19: 1, 24: 1, 79: 1, 35: 1, 1: 1})",2951,159,56,0,3,1
254572,0.9956711657212891,0.94421947762705,0.99,0.895,"Counter({2: 1552, 3: 787, 4: 429, 5: 353, 6: 48, 7: 20, 8: 10, 10: 9, 9: 6, 14: 5, 11: 3, 18: 2, 25: 1, 22: 1, 16: 1, 15: 1, 12: 1, 49: 1, 23: 1, 13: 1})",3121,111,34,0,2,0
