P,P_std,R,R_std,F1_micro,F1_micro_std,F1_macro,F1_macro_std,F1_micro_boot,F1_micro_boot_std,F1_macro_boot,F1_macro_boot_std,F1_model_micro_boost_graph,F1_model_micro_boost_graph_std
0.112,0.0,0.826,0.0,0.197,0.0,0.2825,0.0,0.205,0.0,0.25433333333333336,0.0,0.197,0.0
0.116,0.0,0.837,0.0,0.204,0.0,0.31133333333333335,0.0,0.204,0.0,0.2545,0.0,0.204,0.0
0.35,0.0,0.83,0.0,0.493,0.0,0.5559999999999999,0.0,0.205,0.0,0.25466666666666665,0.0,0.493,0.0
0.527,0.0,0.733,0.0,0.613,0.0,0.5381666666666667,0.0,0.204,0.0,0.2555,0.0,0.613,0.0
0.842,0.0,0.693,0.0,0.76,0.0,0.7335000000000002,0.0,0.204,0.0,0.2548333333333333,0.0,0.76,0.0
0.852,0.0,0.676,0.0,0.754,0.0,0.7043333333333334,0.0,0.204,0.0,0.2581666666666667,0.0,0.754,0.0
0.841,0.0,0.747,0.0,0.791,0.0,0.7586666666666666,0.0,0.204,0.0,0.256,0.0,0.791,0.0
0.595,0.0,0.842,0.0,0.697,0.0,0.6663333333333333,0.0,0.205,0.0,0.2591666666666667,0.0,0.697,0.0
0.757,0.0,0.794,0.0,0.775,0.0,0.7245,0.0,0.206,0.0,0.2618333333333333,0.0,0.775,0.0
0.753,0.0,0.83,0.0,0.79,0.0,0.7639999999999999,0.0,0.21,0.0,0.2771666666666667,0.0,0.79,0.0
0.909,0.0,0.624,0.0,0.74,0.0,0.7170000000000001,0.0,0.209,0.0,0.2748333333333333,0.0,0.74,0.0
0.907,0.0,0.731,0.0,0.809,0.0,0.7436666666666666,0.0,0.228,0.0,0.311,0.0,0.809,0.0
0.856,0.0,0.777,0.0,0.814,0.0,0.7819999999999999,0.0,0.229,0.0,0.31583333333333335,0.0,0.814,0.0
0.798,0.0,0.813,0.0,0.805,0.0,0.7696666666666666,0.0,0.243,0.0,0.36000000000000004,0.0,0.805,0.0
0.804,0.0,0.814,0.0,0.809,0.0,0.7593333333333333,0.0,0.239,0.0,0.3256666666666667,0.0,0.809,0.0
0.833,0.0,0.805,0.0,0.819,0.0,0.778,0.0,0.26,0.0,0.3651666666666667,0.0,0.819,0.0
0.863,0.0,0.724,0.0,0.788,0.0,0.7065,0.0,0.262,0.0,0.371,0.0,0.788,0.0
0.911,0.0,0.758,0.0,0.828,0.0,0.7878333333333333,0.0,0.311,0.0,0.4336666666666667,0.0,0.828,0.0
0.819,0.0,0.773,0.0,0.795,0.0,0.7611666666666667,0.0,0.289,0.0,0.4003333333333334,0.0,0.795,0.0
0.832,0.0,0.719,0.0,0.771,0.0,0.7370000000000001,0.0,0.331,0.0,0.44783333333333336,0.0,0.771,0.0
0.801,0.0,0.732,0.0,0.765,0.0,0.7456666666666667,0.0,0.31,0.0,0.4263333333333333,0.0,0.765,0.0
0.818,0.0,0.72,0.0,0.766,0.0,0.7426666666666666,0.0,0.344,0.0,0.434,0.0,0.794,0.0
0.681,0.0,0.782,0.0,0.728,0.0,0.6751666666666667,0.0,0.339,0.0,0.43450000000000005,0.0,0.786,0.0
0.795,0.0,0.766,0.0,0.78,0.0,0.7525000000000001,0.0,0.369,0.0,0.46216666666666667,0.0,0.785,0.0
0.759,0.0,0.77,0.0,0.765,0.0,0.7481666666666666,0.0,0.369,0.0,0.4623333333333333,0.0,0.804,0.0
0.777,0.0,0.686,0.0,0.729,0.0,0.6293333333333333,0.0,0.425,0.0,0.5081666666666665,0.0,0.8,0.0
0.792,0.0,0.769,0.0,0.78,0.0,0.7496666666666667,0.0,0.416,0.0,0.5071666666666667,0.0,0.749,0.0
0.782,0.0,0.726,0.0,0.753,0.0,0.6796666666666665,0.0,0.462,0.0,0.5393333333333333,0.0,0.803,0.0
0.817,0.0,0.763,0.0,0.789,0.0,0.766,0.0,0.464,0.0,0.5438333333333333,0.0,0.779,0.0
0.791,0.0,0.76,0.0,0.775,0.0,0.7551666666666667,0.0,0.509,0.0,0.5736666666666668,0.0,0.814,0.0
0.817,0.0,0.786,0.0,0.801,0.0,0.7725,0.0,0.508,0.0,0.578,0.0,0.807,0.0
0.836,0.0,0.756,0.0,0.794,0.0,0.7686666666666667,0.0,0.548,0.0,0.6024999999999999,0.0,0.821,0.0
0.79,0.0,0.814,0.0,0.802,0.0,0.7735,0.0,0.542,0.0,0.6031666666666666,0.0,0.819,0.0
0.806,0.0,0.812,0.0,0.809,0.0,0.7775,0.0,0.582,0.0,0.6248333333333332,0.0,0.821,0.0
0.846,0.0,0.801,0.0,0.823,0.0,0.7866666666666666,0.0,0.568,0.0,0.6166666666666667,0.0,0.826,0.0
0.833,0.0,0.793,0.0,0.812,0.0,0.7798333333333333,0.0,0.594,0.0,0.6266666666666666,0.0,0.834,0.0
0.826,0.0,0.798,0.0,0.811,0.0,0.7763333333333332,0.0,0.583,0.0,0.6261666666666668,0.0,0.829,0.0
0.824,0.0,0.78,0.0,0.802,0.0,0.7735,0.0,0.624,0.0,0.6501666666666667,0.0,0.827,0.0
0.817,0.0,0.809,0.0,0.813,0.0,0.7799999999999999,0.0,0.621,0.0,0.6488333333333333,0.0,0.827,0.0
0.864,0.0,0.776,0.0,0.818,0.0,0.7833333333333332,0.0,0.652,0.0,0.6656666666666667,0.0,0.847,0.0
0.853,0.0,0.821,0.0,0.837,0.0,0.7953333333333332,0.0,0.649,0.0,0.6681666666666666,0.0,0.829,0.0
0.859,0.0,0.808,0.0,0.833,0.0,0.7931666666666667,0.0,0.672,0.0,0.6808333333333333,0.0,0.845,0.0
0.849,0.0,0.815,0.0,0.832,0.0,0.7925000000000001,0.0,0.658,0.0,0.6766666666666667,0.0,0.842,0.0
0.847,0.0,0.803,0.0,0.824,0.0,0.7878333333333333,0.0,0.687,0.0,0.6943333333333334,0.0,0.841,0.0
0.841,0.0,0.823,0.0,0.832,0.0,0.7928333333333333,0.0,0.677,0.0,0.6880000000000001,0.0,0.845,0.0
0.856,0.0,0.819,0.0,0.837,0.0,0.7958333333333333,0.0,0.703,0.0,0.7038333333333333,0.0,0.838,0.0
0.86,0.0,0.823,0.0,0.841,0.0,0.7983333333333332,0.0,0.7,0.0,0.7020000000000001,0.0,0.841,0.0
0.855,0.0,0.813,0.0,0.833,0.0,0.7930000000000001,0.0,0.722,0.0,0.7153333333333333,0.0,0.838,0.0
0.854,0.0,0.798,0.0,0.825,0.0,0.7878333333333334,0.0,0.719,0.0,0.7128333333333333,0.0,0.846,0.0
0.883,0.0,0.8,0.0,0.84,0.0,0.7985000000000001,0.0,0.733,0.0,0.7225,0.0,0.838,0.0
0.881,0.0,0.79,0.0,0.833,0.0,0.794,0.0,0.721,0.0,0.7148333333333333,0.0,0.844,0.0
0.879,0.0,0.785,0.0,0.83,0.0,0.7906666666666666,0.0,0.742,0.0,0.7281666666666666,0.0,0.837,0.0
0.892,0.0,0.797,0.0,0.842,0.0,0.7986666666666666,0.0,0.737,0.0,0.7280000000000001,0.0,0.839,0.0
0.906,0.0,0.785,0.0,0.842,0.0,0.7999999999999999,0.0,0.759,0.0,0.7423333333333332,0.0,0.847,0.0
0.884,0.0,0.802,0.0,0.841,0.0,0.7989999999999999,0.0,0.754,0.0,0.7391666666666667,0.0,0.837,0.0
0.878,0.0,0.796,0.0,0.835,0.0,0.7949999999999999,0.0,0.766,0.0,0.7461666666666668,0.0,0.846,0.0
0.843,0.0,0.818,0.0,0.83,0.0,0.7901666666666666,0.0,0.76,0.0,0.7438333333333333,0.0,0.848,0.0
0.856,0.0,0.82,0.0,0.837,0.0,0.7943333333333333,0.0,0.768,0.0,0.7491666666666665,0.0,0.839,0.0
0.85,0.0,0.813,0.0,0.831,0.0,0.7921666666666666,0.0,0.762,0.0,0.7456666666666667,0.0,0.844,0.0
0.874,0.0,0.791,0.0,0.831,0.0,0.793,0.0,0.776,0.0,0.755,0.0,0.837,0.0
0.865,0.0,0.815,0.0,0.84,0.0,0.7965,0.0,0.772,0.0,0.7520000000000001,0.0,0.842,0.0
0.869,0.0,0.806,0.0,0.837,0.0,0.7951666666666667,0.0,0.78,0.0,0.7575,0.0,0.845,0.0
0.852,0.0,0.819,0.0,0.835,0.0,0.7938333333333333,0.0,0.776,0.0,0.7551666666666667,0.0,0.842,0.0
0.845,0.0,0.813,0.0,0.828,0.0,0.7875,0.0,0.782,0.0,0.7583333333333333,0.0,0.842,0.0
0.874,0.0,0.801,0.0,0.836,0.0,0.7953333333333332,0.0,0.773,0.0,0.7533333333333334,0.0,0.842,0.0
0.886,0.0,0.804,0.0,0.843,0.0,0.7986666666666666,0.0,0.78,0.0,0.7573333333333334,0.0,0.843,0.0
0.869,0.0,0.803,0.0,0.835,0.0,0.7934999999999999,0.0,0.774,0.0,0.7538333333333332,0.0,0.842,0.0
0.863,0.0,0.815,0.0,0.838,0.0,0.7966666666666665,0.0,0.783,0.0,0.7591666666666667,0.0,0.846,0.0
0.865,0.0,0.815,0.0,0.839,0.0,0.7966666666666665,0.0,0.782,0.0,0.7581666666666668,0.0,0.841,0.0
0.887,0.0,0.802,0.0,0.842,0.0,0.7996666666666666,0.0,0.791,0.0,0.7635,0.0,0.845,0.0
0.884,0.0,0.801,0.0,0.841,0.0,0.7978333333333333,0.0,0.79,0.0,0.763,0.0,0.852,0.0
0.905,0.0,0.805,0.0,0.852,0.0,0.8056666666666666,0.0,0.797,0.0,0.7681666666666667,0.0,0.857,0.0
0.912,0.0,0.793,0.0,0.848,0.0,0.8049999999999998,0.0,0.794,0.0,0.7658333333333333,0.0,0.852,0.0
0.908,0.0,0.803,0.0,0.852,0.0,0.806,0.0,0.8,0.0,0.7705000000000001,0.0,0.848,0.0
0.892,0.0,0.806,0.0,0.847,0.0,0.8016666666666667,0.0,0.796,0.0,0.7676666666666666,0.0,0.853,0.0
0.894,0.0,0.798,0.0,0.843,0.0,0.7998333333333333,0.0,0.801,0.0,0.7721666666666667,0.0,0.849,0.0
0.882,0.0,0.801,0.0,0.839,0.0,0.7978333333333335,0.0,0.799,0.0,0.7708333333333334,0.0,0.848,0.0
0.884,0.0,0.81,0.0,0.846,0.0,0.8005,0.0,0.803,0.0,0.7734999999999999,0.0,0.85,0.0
0.899,0.0,0.815,0.0,0.855,0.0,0.8071666666666667,0.0,0.799,0.0,0.7706666666666666,0.0,0.855,0.0
0.887,0.0,0.818,0.0,0.851,0.0,0.8048333333333332,0.0,0.802,0.0,0.7726666666666667,0.0,0.853,0.0
0.884,0.0,0.814,0.0,0.847,0.0,0.8018333333333333,0.0,0.801,0.0,0.7709999999999999,0.0,0.855,0.0
0.868,0.0,0.823,0.0,0.844,0.0,0.7996666666666666,0.0,0.803,0.0,0.7723333333333334,0.0,0.853,0.0
0.889,0.0,0.82,0.0,0.853,0.0,0.8051666666666666,0.0,0.801,0.0,0.7709999999999999,0.0,0.847,0.0
0.885,0.0,0.814,0.0,0.848,0.0,0.8028333333333334,0.0,0.803,0.0,0.7721666666666668,0.0,0.857,0.0
0.88,0.0,0.802,0.0,0.839,0.0,0.7958333333333334,0.0,0.802,0.0,0.7718333333333334,0.0,0.85,0.0
0.877,0.0,0.81,0.0,0.842,0.0,0.799,0.0,0.805,0.0,0.7738333333333333,0.0,0.841,0.0
0.875,0.0,0.815,0.0,0.844,0.0,0.7985000000000001,0.0,0.802,0.0,0.7718333333333334,0.0,0.85,0.0
0.875,0.0,0.82,0.0,0.846,0.0,0.8014999999999999,0.0,0.807,0.0,0.7745000000000001,0.0,0.85,0.0
0.887,0.0,0.804,0.0,0.843,0.0,0.7995000000000001,0.0,0.807,0.0,0.7755000000000001,0.0,0.854,0.0
0.902,0.0,0.813,0.0,0.855,0.0,0.8065000000000001,0.0,0.81,0.0,0.7779999999999999,0.0,0.854,0.0
