addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
47138,0.9951207094064237,0.9133383571966843,0.96,0.767,"Counter({2: 548, 3: 164, 4: 113, 5: 74, 6: 51, 7: 37, 8: 16, 9: 13, 10: 11, 13: 7, 11: 6, 20: 5, 14: 5, 12: 4, 16: 4, 15: 4, 22: 3, 28: 2, 33: 1, 39: 1, 27: 1, 47: 1, 19: 1, 51: 1, 36: 1, 17: 1, 24: 1, 23: 1})",825,252,17,0,0,0
47935,0.9932408469802858,0.8907619689817936,0.97,0.808,"Counter({2: 571, 3: 182, 4: 124, 5: 75, 6: 60, 7: 39, 9: 13, 11: 9, 8: 9, 10: 9, 13: 6, 12: 3, 14: 3, 19: 3, 16: 2, 18: 2, 15: 1, 20: 1, 17: 1, 40: 1, 37: 1, 21: 1, 22: 1})",877,240,7,0,0,0
47674,0.9943784872257415,0.9069444444444443,0.967,0.798,"Counter({2: 563, 3: 181, 4: 124, 5: 78, 6: 60, 7: 44, 9: 12, 11: 8, 10: 8, 13: 7, 8: 5, 19: 4, 21: 4, 12: 4, 14: 3, 15: 2, 16: 1, 25: 1, 22: 1, 44: 1, 38: 1, 28: 1, 17: 1, 24: 1, 20: 1})",868,248,12,0,0,0
47722,0.9954947403713172,0.9263950701814447,0.969,0.808,"Counter({2: 564, 3: 182, 4: 130, 5: 82, 6: 58, 7: 41, 8: 13, 11: 10, 13: 10, 9: 10, 10: 9, 12: 4, 16: 3, 14: 3, 20: 3, 19: 2, 15: 1, 21: 1, 27: 1, 17: 1, 44: 1, 18: 1, 29: 1, 25: 1})",876,256,11,0,0,0
47527,0.994781913438677,0.9109834888729361,0.965,0.79,"Counter({2: 558, 3: 170, 4: 117, 5: 78, 6: 55, 7: 39, 8: 16, 9: 12, 10: 9, 11: 8, 13: 6, 14: 5, 12: 3, 16: 2, 15: 2, 20: 2, 26: 2, 19: 2, 29: 2, 21: 2, 30: 1, 23: 1, 17: 1, 51: 1, 36: 1, 22: 1})",845,251,10,0,0,0
47034,0.9951311816983459,0.9126287676459367,0.958,0.759,"Counter({2: 546, 3: 164, 4: 108, 5: 66, 6: 49, 7: 43, 8: 21, 9: 16, 10: 12, 11: 10, 13: 9, 12: 5, 16: 4, 22: 4, 14: 4, 20: 3, 15: 3, 25: 2, 21: 2, 30: 1, 33: 1, 23: 1, 27: 1, 19: 1, 51: 1, 29: 1, 28: 1, 17: 1})",818,262,15,0,0,0
