addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts
48780,0.9958999589995899,0.9400119976004798,0.985,0.899,"Counter({2: 624, 3: 197, 4: 153, 5: 95, 6: 53, 7: 37, 8: 8, 9: 7, 11: 6, 10: 5, 14: 2, 13: 2, 15: 1, 23: 1, 12: 1})",974,218,1,0,3,0
48804,0.996045406114253,0.9422674244690399,0.986,0.905,"Counter({2: 612, 3: 209, 4: 154, 5: 108, 6: 51, 7: 36, 9: 7, 8: 5, 11: 5, 10: 3, 14: 2, 13: 2, 15: 1, 23: 1, 12: 1, 19: 1})",975,223,0,0,2,0
48728,0.9955467082580857,0.9335375191424197,0.985,0.897,"Counter({2: 607, 3: 205, 4: 147, 5: 108, 6: 53, 7: 41, 8: 6, 10: 6, 9: 6, 11: 4, 14: 2, 13: 2, 15: 1, 17: 1, 12: 1, 18: 1})",959,232,0,0,0,0
48654,0.99646483331278,0.9465838509316771,0.985,0.896,"Counter({2: 620, 3: 184, 4: 149, 5: 104, 6: 52, 7: 43, 10: 7, 9: 6, 11: 6, 8: 5, 15: 2, 13: 2, 12: 2, 17: 1, 14: 1, 22: 1})",953,232,0,0,3,0
48935,0.9965055686114234,0.9492732126965292,0.989,0.921,"Counter({2: 611, 3: 205, 4: 160, 5: 106, 6: 52, 7: 44, 8: 6, 11: 4, 9: 3, 13: 2, 10: 2, 15: 1, 14: 1, 17: 1})",976,222,3,0,0,0
48669,0.9958700610244714,0.9390354868061874,0.984,0.891,"Counter({2: 607, 3: 210, 4: 150, 5: 102, 6: 54, 7: 40, 10: 7, 11: 5, 8: 3, 12: 3, 9: 3, 15: 2, 14: 2, 13: 2, 16: 1, 22: 1, 19: 1})",967,226,0,0,0,0
48819,0.9957803314283373,0.9385074626865673,0.986,0.902,"Counter({2: 626, 3: 204, 4: 148, 5: 99, 6: 52, 7: 40, 10: 7, 8: 6, 13: 4, 11: 4, 9: 3, 15: 1, 23: 1, 18: 1, 1: 1})",979,218,0,0,4,1
48474,0.995255188348393,0.9280800500312695,0.98,0.867,"Counter({2: 626, 3: 199, 4: 130, 5: 93, 6: 51, 7: 31, 8: 8, 10: 5, 11: 4, 9: 4, 15: 3, 18: 2, 28: 2, 14: 2, 13: 2, 17: 2, 12: 2, 1: 2, 22: 1, 25: 1, 46: 1, 19: 1})",957,215,4,0,3,1
48550,0.9954891864057672,0.9319664492078286,0.982,0.879,"Counter({2: 607, 3: 198, 4: 145, 5: 95, 6: 56, 7: 34, 8: 12, 11: 7, 14: 3, 13: 3, 10: 3, 9: 3, 19: 2, 18: 2, 16: 1, 15: 1, 12: 1, 22: 1, 17: 1, 21: 1, 1: 1})",951,226,4,0,5,2
48908,0.9964014067228265,0.9473998804542737,0.988,0.916,"Counter({2: 628, 3: 194, 4: 153, 5: 102, 6: 49, 7: 44, 10: 6, 11: 6, 8: 5, 9: 3, 13: 2, 17: 1, 1: 1})",976,218,0,0,2,1
48858,0.9958246346555324,0.9389221556886228,0.987,0.91,"Counter({2: 608, 3: 213, 4: 153, 5: 106, 6: 52, 7: 43, 8: 6, 11: 6, 9: 5, 10: 4, 13: 2, 23: 1, 1: 1})",975,225,0,0,2,1
48861,0.9957634923558667,0.9369863013698629,0.987,0.907,"Counter({2: 634, 3: 193, 4: 139, 5: 97, 6: 57, 7: 43, 8: 7, 9: 7, 11: 5, 10: 4, 13: 1, 17: 1, 12: 1, 1: 1})",967,223,0,0,2,1
48822,0.9959854164106345,0.940928270042194,0.986,0.904,"Counter({2: 632, 3: 199, 4: 144, 5: 96, 6: 53, 7: 43, 8: 10, 11: 6, 10: 5, 9: 3, 13: 2, 23: 1, 19: 1, 1: 1})",976,220,3,0,5,2
48789,0.9959007153251758,0.9396135265700484,0.986,0.902,"Counter({2: 610, 3: 207, 4: 150, 5: 101, 6: 55, 7: 39, 8: 7, 9: 5, 11: 5, 10: 4, 12: 1, 13: 1, 14: 1, 26: 1, 21: 1, 19: 1, 1: 1})",968,222,2,0,5,1
48802,0.9961886807917708,0.9432234432234433,0.987,0.907,"Counter({2: 628, 3: 200, 4: 140, 5: 104, 6: 55, 7: 41, 8: 8, 10: 6, 11: 5, 9: 4, 13: 2, 23: 1, 18: 1, 1: 1})",969,227,0,0,4,1
48812,0.9962509219044497,0.9441903019213175,0.987,0.907,"Counter({2: 629, 3: 197, 4: 140, 5: 101, 6: 50, 7: 42, 8: 7, 10: 6, 11: 5, 9: 4, 13: 2, 15: 2, 1: 2, 21: 1, 18: 1})",968,221,0,0,3,1
48864,0.9954567779960707,0.9338103756708407,0.987,0.906,"Counter({2: 617, 3: 211, 4: 149, 5: 99, 6: 55, 7: 41, 8: 7, 11: 5, 10: 4, 9: 3, 1: 2, 18: 1, 14: 1, 13: 1, 16: 1, 19: 1})",979,219,2,0,3,1
