P,P_std,R,R_std,F1_micro,F1_micro_std,F1_macro,F1_macro_std,F1_micro_boot,F1_micro_boot_std,F1_macro_boot,F1_macro_boot_std,F1_model_micro_boost_graph,F1_model_micro_boost_graph_std
0.575,0.0,0.817,0.0,0.675,0.0,0.7538333333333332,0.0,0.212,0.0,0.29216666666666663,0.0,0.675,0.0
0.827,0.0,0.623,0.0,0.711,0.0,0.7414999999999999,0.0,0.213,0.0,0.2925,0.0,0.711,0.0
0.588,0.0,0.916,0.0,0.717,0.0,0.7885,0.0,0.214,0.0,0.29450000000000004,0.0,0.717,0.0
0.357,0.0,0.958,0.0,0.52,0.0,0.6663333333333333,0.0,0.215,0.0,0.29983333333333334,0.0,0.52,0.0
0.495,0.0,0.934,0.0,0.647,0.0,0.7376666666666666,0.0,0.215,0.0,0.2996666666666667,0.0,0.647,0.0
0.485,0.0,0.954,0.0,0.643,0.0,0.7358333333333333,0.0,0.215,0.0,0.3036666666666667,0.0,0.643,0.0
0.673,0.0,0.917,0.0,0.776,0.0,0.8233333333333333,0.0,0.216,0.0,0.3061666666666667,0.0,0.776,0.0
0.576,0.0,0.943,0.0,0.715,0.0,0.7873333333333333,0.0,0.218,0.0,0.3133333333333333,0.0,0.715,0.0
0.657,0.0,0.869,0.0,0.749,0.0,0.77,0.0,0.218,0.0,0.3095,0.0,0.749,0.0
0.722,0.0,0.734,0.0,0.728,0.0,0.698,0.0,0.221,0.0,0.31716666666666676,0.0,0.728,0.0
0.729,0.0,0.846,0.0,0.783,0.0,0.7781666666666668,0.0,0.221,0.0,0.3166666666666667,0.0,0.783,0.0
0.772,0.0,0.783,0.0,0.777,0.0,0.7731666666666667,0.0,0.238,0.0,0.35050000000000003,0.0,0.777,0.0
0.784,0.0,0.819,0.0,0.801,0.0,0.7911666666666668,0.0,0.237,0.0,0.3463333333333333,0.0,0.801,0.0
0.791,0.0,0.818,0.0,0.805,0.0,0.7831666666666667,0.0,0.273,0.0,0.43300000000000005,0.0,0.805,0.0
0.801,0.0,0.864,0.0,0.831,0.0,0.834,0.0,0.273,0.0,0.4296666666666667,0.0,0.831,0.0
0.767,0.0,0.854,0.0,0.808,0.0,0.8180000000000001,0.0,0.293,0.0,0.45966666666666667,0.0,0.808,0.0
0.772,0.0,0.862,0.0,0.815,0.0,0.8316666666666667,0.0,0.29,0.0,0.45983333333333337,0.0,0.815,0.0
0.851,0.0,0.846,0.0,0.849,0.0,0.8644999999999999,0.0,0.344,0.0,0.5205,0.0,0.849,0.0
