P_model,P_model_std,R_model,R_model_std,F1_model_micro_one_lab,F1_model_micro_one_lab_std,F1_model_micro_one_boost,F1_model_micro_one_boost_std,F1_model_micro_mult_lab,F1_model_micro_mult_lab_std,F1_model_micro_mult_boost,F1_model_micro_mult_boost_std,F1_model_micro_mult_transfer_boost,F1_model_micro_mult_transfer_boost_std,F1_model_macro_one_lab,F1_model_macro_one_lab_std,F1_model_macro_one_boost,F1_model_macro_one_boost_std,F1_model_macro_mult_lab,F1_model_macro_mult_lab_std,F1_model_macro_mult_boost,F1_model_macro_mult_boost_std,F1_model_macro_mult_transfer_boost,F1_model_macro_mult_transfer_boost_std
0.21833333333333335,0.02639865316429777,0.9676666666666667,0.0037712361663282566,0.35566666666666663,0.03582674358011841,0.35566666666666663,0.03582674358011841,0.31153404872781265,0.0,0.31153404872781265,0.0,0.31153404872781265,0.0,0.42227777777777775,0.0528758737487274,0.42227777777777775,0.0528758737487274,0.26599999999999996,0.0,0.26599999999999996,0.0,0.26599999999999996,0.0
0.21766666666666667,0.020072092289766127,0.759,0.2683318840540572,0.3323333333333333,0.05657639869140566,0.3323333333333333,0.05657639869140566,0.3213708199066216,0.01705182948022286,0.3213708199066216,0.01705182948022286,0.3213708199066216,0.01705182948022286,0.36683333333333334,0.1031294583772512,0.36683333333333334,0.1031294583772512,0.2577222222222222,0.01805358963656346,0.2577222222222222,0.01805358963656346,0.2577222222222222,0.01805358963656346
0.3066666666666667,0.07092875925101814,0.8833333333333333,0.10034053130326856,0.44533333333333336,0.05925275427259808,0.44533333333333336,0.05925275427259808,0.34520902968066763,0.020253025466651888,0.34520902968066763,0.020253025466651888,0.34520902968066763,0.020253025466651888,0.56,0.10950832878860894,0.56,0.10950832878860894,0.2990555555555556,0.02489248485927301,0.2990555555555556,0.02489248485927301,0.2990555555555556,0.02489248485927301
0.3403333333333333,0.0768085643372896,0.8983333333333334,0.05389702115042063,0.4856666666666667,0.07597075460699043,0.4856666666666667,0.07597075460699043,0.34520902968066763,0.020253025466651888,0.34520902968066763,0.020253025466651888,0.34520902968066763,0.020253025466651888,0.6026111111111111,0.12845234981439424,0.6026111111111111,0.12845234981439424,0.2990555555555556,0.02489248485927301,0.2990555555555556,0.02489248485927301,0.2990555555555556,0.02489248485927301
0.332,0.038444765573482184,0.902,0.054924190177613616,0.48233333333333334,0.03226280968683431,0.48233333333333334,0.03226280968683431,0.3595192151206503,0.02241042561435493,0.3595192151206503,0.02241042561435493,0.3595192151206503,0.02241042561435493,0.711388888888889,0.06295417694690107,0.711388888888889,0.06295417694690107,0.30244444444444446,0.028569062953213792,0.30244444444444446,0.028569062953213792,0.30244444444444446,0.028569062953213792
0.6343333333333333,0.2286311925836504,0.735,0.13576450198781714,0.628,0.11455129855222068,0.628,0.11455129855222068,0.34803226355037425,0.04673157597305088,0.34803226355037425,0.04673157597305088,0.34803226355037425,0.04673157597305088,0.7041666666666667,0.02993418707023051,0.7041666666666667,0.02993418707023051,0.2995555555555556,0.033790841771910975,0.2995555555555556,0.033790841771910975,0.2995555555555556,0.033790841771910975
0.48,0.12818996320565298,0.8240000000000002,0.07316192087873764,0.5896666666666666,0.08826223553832194,0.5896666666666666,0.08826223553832194,0.380323601319241,0.03705142440563918,0.380323601319241,0.03705142440563918,0.380323601319241,0.03705142440563918,0.6796666666666668,0.051157889221796794,0.6796666666666668,0.051157889221796794,0.34627777777777774,0.05821930654276971,0.34627777777777774,0.05821930654276971,0.34627777777777774,0.05821930654276971
0.6223333333333333,0.19822602138860465,0.7753333333333333,0.09245299105791852,0.6556666666666667,0.11220615946650264,0.6556666666666667,0.11220615946650264,0.3858958911300019,0.04759440135542976,0.3858958911300019,0.04759440135542976,0.3858958911300019,0.04759440135542976,0.744611111111111,0.0020652922550489718,0.744611111111111,0.0020652922550489718,0.3788333333333333,0.09733970679285266,0.3788333333333333,0.09733970679285266,0.3788333333333333,0.09733970679285266
0.5713333333333334,0.13537684029733035,0.7936666666666667,0.08290690897359254,0.649,0.06748827058583341,0.649,0.06748827058583341,0.4186244331036552,0.09677267446819007,0.4186244331036552,0.09677267446819007,0.4186244331036552,0.09677267446819007,0.7195555555555555,0.019721361483564754,0.7195555555555555,0.019721361483564754,0.3938333333333334,0.10414528669479356,0.3938333333333334,0.10414528669479356,0.3938333333333334,0.10414528669479356
0.5716666666666667,0.08249983164965989,0.7983333333333333,0.00659966329107445,0.6626666666666666,0.057372079930533774,0.6626666666666666,0.057372079930533774,0.3877098932612179,0.06434060228166842,0.3877098932612179,0.06434060228166842,0.3877098932612179,0.06434060228166842,0.7123888888888888,0.022663534642000036,0.7123888888888888,0.022663534642000036,0.4071666666666667,0.13849796094233732,0.4071666666666667,0.13849796094233732,0.4071666666666667,0.13849796094233732
0.6046666666666668,0.14429214192818063,0.8233333333333334,0.03605859429071273,0.6866666666666666,0.08687666864904271,0.6866666666666666,0.08687666864904271,0.41501318203043597,0.06956423400823454,0.41501318203043597,0.06956423400823454,0.41501318203043597,0.06956423400823454,0.7187777777777776,0.03708482102717072,0.7187777777777776,0.03708482102717072,0.45011111111111113,0.13863570256139424,0.45011111111111113,0.13863570256139424,0.45011111111111113,0.13863570256139424
0.652,0.10588987990675344,0.8403333333333333,0.06205553068735203,0.7280000000000001,0.06335613624582864,0.7280000000000001,0.06335613624582864,0.5782739113134681,0.06539674766179053,0.5782739113134681,0.06539674766179053,0.5782739113134681,0.06539674766179053,0.7425555555555556,0.062528413294564,0.7425555555555556,0.062528413294564,0.49672222222222223,0.11979189774534882,0.49672222222222223,0.11979189774534882,0.49672222222222223,0.11979189774534882
0.6796666666666668,0.04779353745248641,0.8596666666666666,0.022216110270602198,0.7573333333333333,0.024526629518862895,0.7573333333333333,0.024526629518862895,0.5788173679988767,0.06513084769751964,0.5788173679988767,0.06513084769751964,0.5788173679988767,0.06513084769751964,0.7779444444444445,0.023174192755661356,0.7779444444444445,0.023174192755661356,0.4954444444444444,0.11861096799366856,0.4954444444444444,0.11861096799366856,0.4954444444444444,0.11861096799366856
0.7183333333333334,0.049828595092465615,0.7600000000000001,0.041665333311999356,0.7383333333333334,0.04543371239753825,0.7383333333333334,0.04543371239753825,0.5788173679988767,0.06513084769751964,0.5788173679988767,0.06513084769751964,0.5788173679988767,0.06513084769751964,0.7457222222222222,0.056569251779686636,0.7457222222222222,0.056569251779686636,0.4954444444444444,0.11861096799366856,0.4954444444444444,0.11861096799366856,0.4954444444444444,0.11861096799366856
0.7196666666666666,0.08017203724214293,0.8003333333333335,0.0979943309017868,0.7473333333333333,0.007760297817881884,0.7473333333333333,0.007760297817881884,0.5788173679988767,0.06513084769751964,0.5788173679988767,0.06513084769751964,0.5788173679988767,0.06513084769751964,0.7936666666666667,0.0371064534668686,0.7936666666666667,0.0371064534668686,0.4954444444444444,0.11861096799366856,0.4954444444444444,0.11861096799366856,0.4954444444444444,0.11861096799366856
0.8616666666666667,0.037464056848605626,0.7276666666666666,0.04112041936664665,0.7876666666666666,0.03092284304882429,0.7876666666666666,0.03092284304882429,0.6090766047325818,0.04635329398659555,0.6090766047325818,0.04635329398659555,0.6090766047325818,0.04635329398659555,0.7971666666666667,0.054726254786555295,0.7971666666666667,0.054726254786555295,0.5343333333333333,0.09299173599284491,0.5343333333333333,0.09299173599284491,0.5343333333333333,0.09299173599284491
0.8103333333333333,0.023328570942563562,0.7836666666666666,0.010624918300339495,0.7963333333333334,0.005792715732327594,0.7963333333333334,0.005792715732327594,0.6190090854047025,0.0361747532170242,0.6190090854047025,0.0361747532170242,0.6190090854047025,0.0361747532170242,0.7848888888888889,0.031737445267361525,0.7848888888888889,0.031737445267361525,0.5379444444444444,0.09709305705556431,0.5379444444444444,0.09709305705556431,0.5379444444444444,0.09709305705556431
0.7636666666666666,0.07933193276074617,0.8036666666666666,0.03456716489515574,0.7796666666666666,0.03363860216411434,0.7796666666666666,0.03363860216411434,0.6299814031317986,0.05874917585517248,0.6299814031317986,0.05874917585517248,0.6299814031317986,0.05874917585517248,0.7996111111111112,0.009646850698288053,0.7996111111111112,0.009646850698288053,0.5332222222222223,0.08886947704705646,0.5332222222222223,0.08886947704705646,0.5332222222222223,0.08886947704705646
0.7919999999999999,0.016309506430300054,0.8213333333333334,0.030070288030250403,0.8056666666666666,0.00694422221866656,0.8056666666666666,0.00694422221866656,0.689445077750821,0.06471660213192566,0.689445077750821,0.06471660213192566,0.689445077750821,0.06471660213192566,0.7951111111111112,0.026974038730455226,0.7951111111111112,0.026974038730455226,0.5852777777777778,0.12216612348926795,0.5852777777777778,0.12216612348926795,0.5852777777777778,0.12216612348926795
0.8303333333333334,0.09104699641149921,0.7976666666666667,0.002867441755680878,0.811,0.04276291227999639,0.811,0.04276291227999639,0.6761185706973137,0.031249813866888965,0.6761185706973137,0.031249813866888965,0.6761185706973137,0.031249813866888965,0.8226111111111111,0.05076495096928182,0.8226111111111111,0.05076495096928182,0.6050000000000001,0.06830866763503793,0.6050000000000001,0.06830866763503793,0.6050000000000001,0.06830866763503793
0.7266666666666667,0.057909891690069284,0.802,0.014352700094407285,0.7616666666666667,0.03727674282385142,0.7616666666666667,0.03727674282385142,0.701864978116154,0.047183763688449294,0.701864978116154,0.047183763688449294,0.701864978116154,0.047183763688449294,0.7717222222222223,0.04562677359989197,0.7717222222222223,0.04562677359989197,0.647611111111111,0.018648966475847507,0.647611111111111,0.018648966475847507,0.647611111111111,0.018648966475847507
0.8623333333333333,0.11258280902912705,0.7859999999999999,0.05948669318987791,0.8146666666666667,0.04467910274638717,0.903,0.007874007874011818,0.6911361597962631,0.03810921648865866,0.9075722117988588,0.007530168162128149,0.9097437720592186,0.005942878057940551,0.8349444444444445,0.048034773926529946,0.9080555555555555,0.008998285158988331,0.6471666666666667,0.01806521109347612,0.9170555555555556,0.00936535512104102,0.9203333333333333,0.006249444419750871
0.906,0.057154760664940844,0.726,0.03115552385479449,0.8036666666666666,0.004988876515698593,0.8946666666666667,0.0131993265821489,0.6954666990951915,0.029314043368831564,0.9039921065414728,0.004802609148407254,0.9044572575279656,0.005483907975866926,0.8042777777777778,0.011687547451544359,0.8991111111111111,0.011868362342436219,0.6726666666666666,0.04704154979810296,0.9202777777777778,0.0028749664517634366,0.9195555555555556,0.003762222878519297
0.6613333333333333,0.07252738946234193,0.8076666666666666,0.05161610429141492,0.7243333333333334,0.04945929864264375,0.8969999999999999,0.010614455552060448,0.6954666990951915,0.029314043368831564,0.9040582638200646,0.004703823785458669,0.9054271540286596,0.003988986908963777,0.7974444444444444,0.016163707251084618,0.9113888888888889,0.0034969122181901964,0.6726666666666666,0.04704154979810296,0.9198888888888889,0.0032039713011769956,0.9211111111111111,0.0028685179207612915
0.8103333333333333,0.10564510821088162,0.8153333333333332,0.02471616654922214,0.8083333333333332,0.05260122516528382,0.8986666666666666,0.009672412085697947,0.700804434380879,0.03576382237316597,0.9067113368462887,0.0010252078245504021,0.9077349266515585,0.0021860502309269877,0.8231111111111112,0.079971561303278,0.9059444444444446,0.010147370881290871,0.6743888888888888,0.045511564125349464,0.9207222222222223,0.0022457092146008386,0.920888888888889,0.0013076224773265924
0.8226666666666667,0.09665172298286023,0.819,0.015556349186104008,0.8176666666666667,0.04759084879353265,0.9033333333333333,0.00047140452079103207,0.7123077229834779,0.010252827424360948,0.911253199062723,0.0035131372199752103,0.9100119121629122,0.004210068721065488,0.8659444444444443,0.02584044107715126,0.9129999999999999,0.0011138854253201062,0.6787222222222221,0.04524364766816424,0.9235000000000001,0.0035197853469905245,0.9225555555555557,0.002862054860531303
0.8323333333333333,0.06694442139234275,0.81,0.01639105447085896,0.8190000000000001,0.024385788210895813,0.9023333333333333,0.0012472191289246482,0.7058176024460613,0.05513087956588402,0.9101787536415206,0.0034616528630138114,0.9112005961754018,0.0031412092876806643,0.8722777777777777,0.019943129018830677,0.9104444444444444,0.002366171048782895,0.6907222222222223,0.06585060720400232,0.9231666666666666,0.003889682458714324,0.9240555555555555,0.0043404499965832835
0.7919999999999999,0.07395043385042896,0.801,0.025350871122442033,0.7936666666666666,0.031041191271527494,0.9013333333333334,0.0020548046676563273,0.7059026990624998,0.05503395932839138,0.910469750304709,0.0031200199096806614,0.9112381283601282,0.003710297601881588,0.8431666666666667,0.02442372859574311,0.9113333333333333,0.0015693829879805364,0.6906111111111111,0.06599892442071584,0.9228333333333333,0.0017051121392470188,0.9237777777777779,0.002789973228775473
