P,P_std,R,R_std,F1_micro,F1_micro_std,F1_macro,F1_macro_std,F1_micro_boot,F1_micro_boot_std,F1_macro_boot,F1_macro_boot_std,F1_model_micro_boost_graph,F1_model_micro_boost_graph_std
0.5676666666666667,0.2372865122355017,0.7106666666666667,0.015584892970081293,0.6070000000000001,0.13652106064633399,0.6510333333333334,0.0998639185202655,0.6606666666666667,0.008379870059984364,0.6581333333333333,0.008384244483288622,0.6070000000000001,0.13652106064633399
0.9396666666666667,0.004109609335312613,0.5953333333333334,0.04018568014714804,0.7280000000000001,0.030232432915661925,0.7122,0.033619042223121114,0.6786666666666669,0.003299831645537225,0.6762333333333334,0.003399346342395193,0.7280000000000001,0.030232432915661925
0.9636666666666667,0.007930251502246887,0.535,0.026733250207684547,0.6876666666666665,0.021452790546272082,0.6644666666666666,0.026698481022127265,0.6763333333333333,0.004189935029992182,0.6738333333333332,0.005042706504337525,0.6876666666666665,0.021452790546272082
0.9086666666666666,0.0708347058690551,0.6699999999999999,0.10870142593360954,0.7610000000000001,0.0537649204097492,0.7455666666666666,0.06849848335709502,0.6933333333333334,0.011115554667022003,0.6912333333333334,0.01273167528472025,0.7610000000000001,0.0537649204097492
0.863,0.09407798183776407,0.67,0.08032849224693982,0.7443333333333334,0.016519348924485172,0.7204,0.022786106878242,0.6876666666666668,0.01391242450313943,0.6855666666666668,0.015462930583244036,0.7443333333333334,0.016519348924485172
0.8996666666666666,0.045565581552551505,0.7143333333333333,0.05349350947129525,0.7936666666666667,0.02795631512834898,0.7755000000000001,0.044552665464593674,0.7079999999999999,0.013490737563232054,0.7070666666666666,0.015168461432268687,0.7936666666666667,0.02795631512834898
0.8783333333333333,0.1154825624162463,0.6653333333333333,0.08716778201963281,0.745,0.03536476589299961,0.7241,0.035288052746881154,0.7046666666666667,0.013960261060914577,0.7036666666666668,0.015805976366200552,0.745,0.03536476589299961
0.9293333333333332,0.028546258754675497,0.6593333333333333,0.018006171781426022,0.7706666666666666,0.005906681715556456,0.7498999999999999,0.010641741712082002,0.7183333333333333,0.014522013940527989,0.7175333333333332,0.01649046862753015,0.7706666666666666,0.005906681715556456
0.858,0.030474032661705085,0.7563333333333334,0.04707676945396977,0.8016666666666667,0.012119772641798521,0.7946333333333332,0.017715780786882854,0.713,0.016753109164172098,0.7117,0.018785277923594,0.8016666666666667,0.012119772641798521
0.8576666666666667,0.021312489817527727,0.7383333333333333,0.06530101241345515,0.7923333333333332,0.04212943019895818,0.7698666666666667,0.071713751974236,0.7286666666666667,0.011897712198383176,0.7280666666666668,0.013537684029733064,0.7923333333333332,0.04212943019895818
