addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts,heatmap
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
256483,0.9929858899030345,0.9115318416523235,0.992,0.901,"Counter({2: 1384, 3: 739, 4: 384, 5: 363, 6: 17, 7: 12, 17: 2, 9: 2, 8: 1, 12: 1, 10: 1})",2870,36,4,0,0,0,
256654,0.9918216743163948,0.8953795544036286,0.991,0.889,"Counter({2: 1383, 3: 687, 4: 367, 5: 352, 6: 16, 7: 10, 8: 3, 11: 2, 10: 1})",2789,32,7,0,0,0,
256117,0.992768929825041,0.9075017480771151,0.991,0.89,"Counter({2: 1378, 3: 735, 4: 385, 5: 354, 6: 22, 7: 15, 8: 6, 9: 3, 26: 1, 18: 1, 10: 1, 19: 1, 12: 1})",2852,51,9,0,0,0,
255209,0.9931115281984569,0.9096701264001644,0.99,0.88,"Counter({2: 1349, 3: 752, 4: 397, 5: 352, 6: 47, 7: 22, 8: 13, 11: 3, 9: 2, 51: 1, 17: 1, 13: 1, 24: 1, 15: 1, 18: 1, 22: 1, 16: 1, 27: 1})",2850,96,17,0,0,0,
255297,0.9924245094928652,0.8998653826240034,0.989,0.877,"Counter({2: 1388, 3: 736, 4: 387, 5: 354, 6: 41, 7: 30, 8: 16, 9: 5, 12: 4, 11: 2, 15: 2, 75: 1, 13: 1, 22: 1, 10: 1, 14: 1})",2865,105,14,0,0,0,
255153,0.9932197544218567,0.912057747051647,0.989,0.876,"Counter({2: 1403, 3: 731, 4: 407, 5: 355, 6: 27, 7: 26, 8: 11, 9: 6, 11: 3, 13: 2, 10: 2, 16: 2, 44: 1, 55: 1, 12: 1, 18: 1, 14: 1, 15: 1})",2896,85,21,0,0,0,
253414,0.9936822748545858,0.916173621655584,0.985,0.842,"Counter({2: 1395, 3: 742, 4: 421, 5: 361, 6: 55, 7: 32, 8: 20, 9: 12, 10: 7, 12: 3, 14: 3, 13: 2, 15: 2, 64: 1, 100: 1, 17: 1, 18: 1, 21: 1, 63: 1, 11: 1})",2919,143,40,0,1,0,
253376,0.9931090553169992,0.9086437840100459,0.983,0.821,"Counter({2: 1338, 3: 683, 4: 412, 5: 344, 6: 53, 7: 24, 8: 5, 9: 5, 13: 3, 12: 3, 15: 2, 10: 2, 50: 1, 69: 1, 11: 1, 62: 1, 86: 1, 17: 1, 18: 1, 1: 1, 20: 1})",2778,105,18,0,2,2,
