P,P_std,R,R_std,F1_micro,F1_micro_std,F1_macro,F1_macro_std,F1_micro_boot,F1_micro_boot_std,F1_macro_boot,F1_macro_boot_std,F1_model_micro_boost_graph,F1_model_micro_boost_graph_std
0.11233333333333334,0.0020548046676563273,0.8463333333333333,0.013695092389449437,0.19800000000000004,0.0032659863237109073,0.30677777777777776,0.03385161884999638,0.20299999999999999,0.0008164965809277153,0.2511666666666667,0.0007576767609436445,0.19800000000000004,0.0032659863237109073
0.22266666666666665,0.06265957406671561,0.8453333333333334,0.010338708279513891,0.34733333333333327,0.08070660168508867,0.4559444444444445,0.08464417169816914,0.20233333333333334,0.00047140452079103207,0.25105555555555553,0.001982952033063853,0.34733333333333327,0.08070660168508867
0.4876666666666667,0.08744649157564238,0.8056666666666666,0.033628691453710884,0.6036666666666667,0.07670868413825273,0.6142777777777778,0.05802303714479424,0.20299999999999999,2.7755575615628914e-17,0.25327777777777777,0.0013425606637327279,0.6036666666666667,0.07670868413825273
0.7186666666666667,0.21363884374232034,0.6826666666666666,0.13029794916097318,0.657,0.06550318058435536,0.6477777777777778,0.051698078862030185,0.20366666666666666,0.000471404520791019,0.2565555555555556,0.0014163943093313364,0.657,0.06550318058435536
0.5716666666666668,0.2767192721072307,0.7103333333333334,0.18159723443807055,0.5479999999999999,0.11259662517144997,0.5824444444444445,0.04498031119347363,0.204,0.0008164965809277153,0.25733333333333336,0.0018708286933869476,0.5479999999999999,0.11259662517144997
0.5993333333333334,0.15892625823178355,0.7866666666666666,0.0676132794320432,0.6616666666666667,0.07591808450926274,0.6838333333333333,0.04411349000022554,0.20433333333333334,0.0009428090415820511,0.2597777777777777,0.0039023576286301913,0.6616666666666667,0.07591808450926274
0.6466666666666666,0.1834962912128986,0.7933333333333333,0.07511916459126054,0.6876666666666668,0.10869018150484226,0.6881111111111111,0.07455104308251725,0.20466666666666666,0.00047140452079103207,0.26155555555555554,0.003454287012602185,0.6876666666666668,0.10869018150484226
0.6723333333333333,0.16135743621606727,0.746,0.022759613353482103,0.6936666666666667,0.08847724126701866,0.6932777777777778,0.04603467560464272,0.20666666666666667,0.00047140452079103207,0.2683333333333333,0.004996294923537169,0.6936666666666667,0.08847724126701866
0.7246666666666667,0.07480790213755646,0.7726666666666667,0.025590796956892335,0.7450000000000001,0.03395094500402999,0.7197777777777777,0.01849040458530837,0.207,0.0014142135623730963,0.26805555555555555,0.007208962186228272,0.7450000000000001,0.03395094500402999
0.6763333333333333,0.07643879178067176,0.7883333333333334,0.04451466674654046,0.727,0.05941941321375251,0.7228333333333333,0.03456153931757091,0.20966666666666667,0.0023570226039551605,0.2758333333333333,0.009141885695745387,0.727,0.05941941321375251
0.775,0.026242459234352786,0.7800000000000001,0.021924111536540482,0.7773333333333333,0.020548046676563275,0.7563333333333334,0.013404670275138643,0.21,0.0028284271247461927,0.27444444444444444,0.008531351042905483,0.7773333333333333,0.020548046676563275
0.672,0.07413501197140257,0.7996666666666666,0.034237730973623544,0.7266666666666667,0.034893488727204644,0.7264444444444443,0.021960542618495678,0.21933333333333335,0.005436502143433369,0.28983333333333333,0.010885770528538605,0.7266666666666667,0.034893488727204644
0.7403333333333334,0.05623956693368899,0.8113333333333334,0.01575506973079526,0.7726666666666667,0.0285228952870419,0.7517222222222221,0.015123156963518262,0.21966666666666668,0.006128258770283417,0.29066666666666663,0.010072882554808402,0.7726666666666667,0.0285228952870419
0.778,0.0442944691807002,0.783,0.013880441875771355,0.7799999999999999,0.029063149634316405,0.7603333333333334,0.018174055581963385,0.26066666666666666,0.03434465832637668,0.33688888888888885,0.03908735073721829,0.7799999999999999,0.029063149634316405
0.786,0.10536602868097478,0.7613333333333333,0.05472557801329182,0.7663333333333333,0.04030164044083349,0.7492222222222223,0.02397696940249941,0.26166666666666666,0.03479782879561437,0.3416111111111111,0.04134236759094346,0.7663333333333333,0.04030164044083349
0.816,0.06597474264191311,0.775,0.04858669227953953,0.7913333333333333,0.0165797734872612,0.7665000000000001,0.010614455552060423,0.324,0.06570134448142342,0.4151666666666667,0.07435201558950653,0.7913333333333333,0.0165797734872612
0.8140000000000001,0.03238312317653542,0.7909999999999999,0.027724838442571044,0.8016666666666667,0.009285592184789422,0.7732222222222221,0.005586580039989559,0.2996666666666667,0.04443222054120437,0.3978333333333333,0.06790189000805992,0.8016666666666667,0.009285592184789422
0.7846666666666667,0.06993489035444957,0.7816666666666666,0.038767110917488905,0.7793333333333333,0.020417857108151423,0.7585000000000001,0.010473069520688999,0.359,0.06629228210483228,0.4481111111111111,0.07503632865008755,0.7793333333333333,0.020417857108151423
0.8023333333333333,0.0444397219713275,0.787,0.020066555924389898,0.7939999999999999,0.028178005607210718,0.7665000000000001,0.01625548340532327,0.35166666666666674,0.06363611832564549,0.4454444444444445,0.07409570054669957,0.7939999999999999,0.028178005607210718
0.8203333333333335,0.04543371239753825,0.7643333333333334,0.030706495874470774,0.79,0.0189912260443255,0.7661666666666668,0.012005400019559062,0.41900000000000004,0.09480857907735285,0.49666666666666676,0.10025116605953421,0.79,0.0189912260443255
0.8146666666666667,0.02375336233509313,0.7783333333333333,0.05038738819276992,0.7953333333333333,0.026849374087469683,0.77,0.016806634492454498,0.37433333333333335,0.06899919484232324,0.46366666666666667,0.08439139415489834,0.7953333333333333,0.026849374087469683
0.791,0.010230672835481881,0.797,0.03023243291566194,0.7936666666666667,0.012710450643291757,0.7675,0.008376554582086025,0.445,0.0894576249777886,0.5183888888888889,0.09378712433675546,0.7936666666666667,0.012710450643291757
0.8153333333333334,0.021296843793284354,0.7996666666666666,0.01887385022252274,0.807,0.016309506430300054,0.7765555555555556,0.010767176917160467,0.44366666666666665,0.0897007370216222,0.5142222222222222,0.09750226334821513,0.807,0.016309506430300054
0.7966666666666667,0.022602851344219552,0.801,0.021416504538945325,0.7986666666666666,0.01352364185006716,0.7721111111111112,0.008067232915540535,0.48666666666666664,0.09204467514322716,0.5451666666666667,0.08487125325827136,0.7986666666666666,0.01352364185006716
0.7996666666666666,0.011728408057172747,0.806,0.0159373774505092,0.8026666666666668,0.010402991022884832,0.7742777777777777,0.006789607163312038,0.48266666666666663,0.08942159818646847,0.5463333333333333,0.08177623035975584,0.8026666666666668,0.010402991022884832
0.832,0.02350886357667391,0.8113333333333334,0.016996731711975913,0.8210000000000001,0.00748331477354789,0.7860555555555555,0.0051573990956778745,0.5356666666666667,0.08744649157564237,0.5906666666666668,0.07064556812919189,0.8210000000000001,0.00748331477354789
0.8196666666666665,0.024729649321321847,0.8123333333333332,0.024850665092821037,0.8156666666666667,0.008730533902472486,0.7828333333333334,0.00543650214343345,0.5343333333333334,0.08661152091699785,0.5959444444444445,0.07173799206956409,0.8156666666666667,0.008730533902472486
0.818,0.03163331577098211,0.8023333333333333,0.026398653164297747,0.8093333333333333,0.008339997335464491,0.7783888888888888,0.005621277918062687,0.5733333333333333,0.07618107084804963,0.6256666666666666,0.05678810517079156,0.8093333333333333,0.008339997335464491
0.8303333333333333,0.05409456740026878,0.7873333333333333,0.0410636362518253,0.8053333333333333,0.006182412330330423,0.7758888888888889,0.004203907647198342,0.5543333333333332,0.06777577410517388,0.6126666666666667,0.04969033738695711,0.8053333333333333,0.006182412330330423
0.8366666666666666,0.05232165474787237,0.785,0.042949582846247364,0.8073333333333333,0.013021349989749702,0.778,0.007877534865397624,0.5993333333333334,0.056805711762893084,0.6487777777777778,0.03741022174965052,0.8073333333333333,0.013021349989749702
0.831,0.044211612350904664,0.7879999999999999,0.03556215216584432,0.8073333333333333,0.010402991022884781,0.7772777777777778,0.0065210958709425145,0.5910000000000001,0.058126299268632844,0.6447777777777778,0.03698506538764527,0.8073333333333333,0.010402991022884781
0.8256666666666667,0.029329545209945226,0.8013333333333333,0.02922708028904395,0.8123333333333335,0.014613540144521946,0.7865000000000001,0.018336868346060166,0.6166666666666667,0.05879531349426487,0.6616666666666667,0.03993768293878002,0.8123333333333335,0.014613540144521946
0.8166666666666665,0.03226280968683427,0.8166666666666668,0.036645448406164814,0.8156666666666667,0.024073960113690358,0.7948333333333332,0.0320592622543984,0.6126666666666667,0.05552376868413103,0.6631111111111111,0.04220438219596651,0.8156666666666667,0.024073960113690358
0.8283333333333333,0.04472384400096018,0.8133333333333334,0.019601587237318842,0.82,0.023338094752285696,0.7978333333333333,0.03419010036491501,0.6353333333333333,0.0490600539022216,0.6743333333333333,0.03735440873380076,0.82,0.023338094752285696
0.8230000000000001,0.033980386499665734,0.8093333333333333,0.03710645346686864,0.8156666666666667,0.02798015169524439,0.7975555555555555,0.03780685155750687,0.632,0.046137475729244946,0.6763333333333333,0.033690585562669524,0.8156666666666667,0.02798015169524439
0.8363333333333333,0.04294440850939993,0.8109999999999999,0.029131884021921156,0.8230000000000001,0.024097026095903726,0.8011666666666666,0.034771476177400854,0.6583333333333333,0.039668067202165966,0.6897222222222222,0.029734732569633965,0.8230000000000001,0.024097026095903726
0.8470000000000001,0.04758150901348128,0.8083333333333332,0.01391242450313943,0.8263333333333334,0.018190351532856325,0.8025000000000001,0.02971843174168494,0.6476666666666666,0.04095797304012437,0.6852777777777778,0.02891152958959241,0.8263333333333334,0.018190351532856325
0.8426666666666667,0.046341725858620716,0.8026666666666666,0.016006942938057264,0.8220000000000001,0.027724838442571044,0.797888888888889,0.032198842092515764,0.6746666666666666,0.029825417944356693,0.6983333333333334,0.024529272006832713,0.8220000000000001,0.027724838442571044
0.8513333333333333,0.02807529558566078,0.8103333333333333,0.01281492185782735,0.8300000000000001,0.01267543556122104,0.7999444444444445,0.019871966730255868,0.6686666666666667,0.02916999980954555,0.7002777777777777,0.022043867599979713,0.8300000000000001,0.01267543556122104
