P_model,R_model,F1_model_micro_one_lab,F1_model_micro_one_boost,F1_model_macro_one_lab,F1_model_macro_one_boost
0.107,0.996,0.193,0.193,0.2173333333333333,0.2173333333333333
0.631,0.757,0.688,0.688,0.754,0.754
0.306,0.794,0.442,0.442,0.6158333333333333,0.6158333333333333
0.569,0.726,0.638,0.638,0.7173333333333334,0.7173333333333334
0.905,0.446,0.597,0.597,0.6555000000000001,0.6555000000000001
0.826,0.479,0.607,0.607,0.6705000000000001,0.6705000000000001
0.765,0.36,0.489,0.489,0.5756666666666667,0.5756666666666667
0.902,0.314,0.466,0.466,0.5606666666666668,0.5606666666666668
0.964,0.296,0.453,0.453,0.5495000000000001,0.5495000000000001
0.942,0.3,0.455,0.455,0.551,0.551
0.89,0.688,0.776,0.776,0.7971666666666666,0.7971666666666666
0.951,0.618,0.749,0.749,0.7795,0.7795
0.947,0.473,0.631,0.631,0.6774999999999999,0.6774999999999999
0.916,0.593,0.72,0.72,0.7373333333333334,0.7373333333333334
0.876,0.394,0.544,0.544,0.6161666666666666,0.6161666666666666
0.957,0.544,0.693,0.693,0.7214999999999999,0.7214999999999999
0.956,0.453,0.614,0.614,0.6651666666666667,0.6651666666666667
0.901,0.767,0.829,0.829,0.8145000000000001,0.8145000000000001
0.938,0.71,0.808,0.808,0.8273333333333334,0.8273333333333334
0.908,0.709,0.796,0.796,0.7838333333333333,0.7838333333333333
0.875,0.73,0.796,0.796,0.7896666666666666,0.7896666666666666
0.862,0.825,0.843,0.843,0.8503333333333333,0.8503333333333333
0.892,0.786,0.836,0.836,0.8086666666666668,0.8086666666666668
0.927,0.744,0.826,0.826,0.8246666666666665,0.8246666666666665
0.948,0.687,0.797,0.797,0.7878333333333334,0.7878333333333334
0.927,0.772,0.843,0.843,0.8181666666666665,0.8181666666666665
0.926,0.711,0.805,0.805,0.8183333333333334,0.8183333333333334
0.907,0.726,0.807,0.807,0.8131666666666666,0.8131666666666666
0.912,0.727,0.809,0.809,0.8368333333333334,0.8368333333333334
0.927,0.758,0.834,0.834,0.847,0.847
0.906,0.754,0.823,0.823,0.8288333333333333,0.8288333333333333
0.933,0.749,0.83,0.83,0.8291666666666667,0.8291666666666667
0.967,0.681,0.799,0.799,0.8003333333333335,0.8003333333333335
0.967,0.662,0.786,0.786,0.7793333333333333,0.7793333333333333
0.955,0.703,0.809,0.809,0.8058333333333333,0.8058333333333333
0.96,0.711,0.817,0.817,0.8245,0.8245
0.967,0.645,0.773,0.773,0.7760000000000001,0.7760000000000001
0.964,0.703,0.813,0.813,0.7965,0.7965
0.971,0.651,0.779,0.779,0.7816666666666666,0.7816666666666666
0.972,0.656,0.783,0.783,0.8008333333333333,0.8008333333333333
0.97,0.634,0.767,0.767,0.7680000000000001,0.7680000000000001
0.969,0.693,0.808,0.808,0.8201666666666666,0.8201666666666666
0.974,0.611,0.751,0.751,0.7645,0.7645
0.971,0.703,0.815,0.815,0.8336666666666667,0.8336666666666667
0.971,0.708,0.819,0.819,0.8288333333333334,0.8288333333333334
0.967,0.611,0.749,0.749,0.7560000000000001,0.7560000000000001
0.971,0.626,0.761,0.761,0.7836666666666666,0.7836666666666666
0.968,0.655,0.781,0.781,0.7901666666666666,0.7901666666666666
0.971,0.545,0.698,0.698,0.7240000000000001,0.7240000000000001
0.969,0.551,0.703,0.703,0.7254999999999999,0.7254999999999999
0.967,0.587,0.73,0.73,0.7445,0.7445
0.959,0.617,0.751,0.751,0.7578333333333335,0.7578333333333335
0.971,0.522,0.679,0.679,0.7103333333333334,0.7103333333333334
0.972,0.608,0.748,0.748,0.7573333333333333,0.7573333333333333
0.949,0.708,0.811,0.811,0.8210000000000001,0.8210000000000001
0.972,0.642,0.773,0.773,0.7863333333333333,0.7863333333333333
0.969,0.617,0.754,0.754,0.7788333333333334,0.7788333333333334
0.954,0.671,0.787,0.787,0.8036666666666665,0.8036666666666665
0.971,0.669,0.792,0.792,0.8140000000000001,0.8140000000000001
0.97,0.645,0.775,0.775,0.7885,0.7885
0.97,0.605,0.745,0.745,0.7616666666666667,0.7616666666666667
0.967,0.667,0.789,0.789,0.8098333333333333,0.8098333333333333
0.963,0.676,0.794,0.794,0.8068333333333334,0.8068333333333334
0.958,0.719,0.822,0.822,0.8281666666666667,0.8281666666666667
0.965,0.711,0.819,0.819,0.8358333333333333,0.8358333333333333
0.969,0.677,0.797,0.797,0.8208333333333333,0.8208333333333333
0.976,0.688,0.807,0.807,0.8323333333333333,0.8323333333333333
0.967,0.677,0.796,0.796,0.7968333333333333,0.7968333333333333
0.971,0.676,0.797,0.797,0.8218333333333333,0.8218333333333333
0.973,0.648,0.778,0.778,0.7946666666666666,0.7946666666666666
0.962,0.718,0.822,0.822,0.8336666666666667,0.8336666666666667
0.975,0.698,0.814,0.814,0.8308333333333332,0.8308333333333332
0.963,0.729,0.83,0.83,0.8423333333333334,0.8423333333333334
0.949,0.703,0.807,0.807,0.8076666666666669,0.8076666666666669
0.973,0.665,0.79,0.79,0.8045,0.8045
0.965,0.677,0.795,0.795,0.8039999999999999,0.8039999999999999
0.974,0.668,0.793,0.793,0.8186666666666667,0.8186666666666667
0.968,0.7,0.813,0.813,0.8161666666666667,0.8161666666666667
0.972,0.665,0.79,0.79,0.8028333333333332,0.8028333333333332
0.95,0.682,0.794,0.794,0.7891666666666667,0.7891666666666667
0.962,0.722,0.825,0.825,0.8411666666666666,0.8411666666666666
0.973,0.672,0.795,0.795,0.8088333333333333,0.8088333333333333
0.935,0.768,0.843,0.843,0.8516666666666666,0.8516666666666666
0.97,0.686,0.804,0.804,0.8116666666666666,0.8116666666666666
0.974,0.697,0.812,0.812,0.8326666666666668,0.8326666666666668
0.972,0.635,0.768,0.768,0.7675000000000001,0.7675000000000001
0.951,0.691,0.801,0.801,0.7925,0.7925
0.972,0.65,0.779,0.779,0.7783333333333333,0.7783333333333333
0.9,0.785,0.839,0.839,0.8498333333333333,0.8498333333333333
0.885,0.791,0.835,0.835,0.832,0.832
0.903,0.777,0.835,0.835,0.824,0.824
0.907,0.756,0.825,0.825,0.8256666666666667,0.8256666666666667
0.898,0.817,0.855,0.855,0.8598333333333333,0.8598333333333333
0.921,0.771,0.839,0.839,0.8498333333333332,0.8498333333333332
0.919,0.789,0.849,0.849,0.8515,0.8515
0.872,0.812,0.841,0.841,0.8351666666666665,0.8351666666666665
0.905,0.77,0.832,0.832,0.8221666666666666,0.8221666666666666
0.916,0.766,0.834,0.834,0.8316666666666666,0.8316666666666666
0.895,0.798,0.844,0.844,0.8523333333333333,0.8523333333333333
0.894,0.821,0.856,0.856,0.8594999999999998,0.8594999999999998
0.905,0.755,0.823,0.823,0.827,0.827
0.917,0.749,0.824,0.824,0.8318333333333333,0.8318333333333333
0.914,0.768,0.834,0.834,0.8230000000000001,0.8230000000000001
0.907,0.77,0.833,0.833,0.8313333333333334,0.8313333333333334
0.881,0.806,0.842,0.842,0.835,0.835
0.902,0.735,0.81,0.81,0.8101666666666666,0.8101666666666666
0.91,0.748,0.821,0.821,0.8243333333333333,0.8243333333333333
0.866,0.783,0.823,0.823,0.8136666666666668,0.8136666666666668
0.887,0.786,0.833,0.833,0.8069999999999999,0.8069999999999999
0.883,0.793,0.835,0.835,0.8120000000000002,0.8120000000000002
0.899,0.781,0.836,0.836,0.8351666666666667,0.8351666666666667
0.898,0.751,0.818,0.818,0.8101666666666668,0.8101666666666668
0.877,0.786,0.829,0.829,0.8289999999999998,0.8289999999999998
0.874,0.818,0.845,0.845,0.8391666666666667,0.8391666666666667
0.872,0.829,0.85,0.85,0.844,0.844
0.868,0.831,0.849,0.849,0.8424999999999999,0.8424999999999999
0.863,0.849,0.856,0.856,0.844,0.844
0.885,0.84,0.862,0.862,0.8623333333333333,0.8623333333333333
0.868,0.837,0.852,0.852,0.8446666666666666,0.8446666666666666
0.875,0.818,0.845,0.845,0.8306666666666667,0.8306666666666667
0.867,0.843,0.854,0.854,0.844,0.844
0.878,0.812,0.844,0.844,0.8244999999999999,0.8244999999999999
0.882,0.796,0.837,0.837,0.8106666666666668,0.8106666666666668
0.867,0.849,0.858,0.858,0.8496666666666665,0.8496666666666665
0.887,0.817,0.851,0.851,0.8474999999999998,0.8474999999999998
0.873,0.835,0.854,0.854,0.8443333333333335,0.8443333333333335
0.872,0.832,0.852,0.852,0.8451666666666666,0.8451666666666666
0.869,0.845,0.857,0.857,0.8583333333333334,0.8583333333333334
0.874,0.846,0.86,0.86,0.8576666666666667,0.8576666666666667
0.88,0.837,0.858,0.858,0.855,0.855
0.884,0.83,0.856,0.856,0.8505000000000001,0.8505000000000001
0.879,0.832,0.855,0.855,0.8514999999999998,0.8514999999999998
0.877,0.85,0.864,0.864,0.8676666666666666,0.8676666666666666
0.862,0.81,0.835,0.835,0.8099999999999999,0.8099999999999999
0.878,0.809,0.842,0.842,0.8334999999999999,0.8334999999999999
0.881,0.819,0.849,0.849,0.8376666666666667,0.8376666666666667
0.886,0.823,0.853,0.853,0.8506666666666666,0.8506666666666666
0.881,0.833,0.857,0.857,0.8531666666666666,0.8531666666666666
0.902,0.8,0.848,0.848,0.8406666666666666,0.8406666666666666
0.886,0.823,0.853,0.853,0.8503333333333334,0.8503333333333334
0.887,0.836,0.861,0.861,0.8673333333333333,0.8673333333333333
0.878,0.818,0.847,0.847,0.8343333333333334,0.8343333333333334
0.886,0.827,0.855,0.855,0.8398333333333334,0.8398333333333334
