P_model,R_model,F1_model_micro_one_lab,F1_model_micro_one_boost,F1_model_macro_one_lab,F1_model_macro_one_boost
0.141,0.95,0.245,0.245,0.42183333333333345,0.42183333333333345
0.265,0.875,0.407,0.407,0.569,0.569
0.82,0.668,0.736,0.736,0.7815,0.7815
0.908,0.581,0.709,0.709,0.763,0.763
0.723,0.777,0.749,0.749,0.7703333333333333,0.7703333333333333
0.795,0.703,0.746,0.746,0.7643333333333334,0.7643333333333334
0.616,0.855,0.716,0.716,0.7701666666666668,0.7701666666666668
0.823,0.647,0.724,0.724,0.7774999999999999,0.7774999999999999
0.775,0.797,0.786,0.786,0.8393333333333333,0.8393333333333333
0.807,0.741,0.773,0.773,0.8224999999999999,0.8224999999999999
0.908,0.559,0.692,0.692,0.7586666666666667,0.7586666666666667
0.845,0.76,0.8,0.8,0.8511666666666668,0.8511666666666668
0.701,0.856,0.771,0.771,0.8446666666666666,0.8446666666666666
0.715,0.849,0.777,0.777,0.8365,0.8365
0.708,0.841,0.768,0.768,0.826,0.826
0.748,0.782,0.765,0.765,0.8153333333333334,0.8153333333333334
0.877,0.786,0.829,0.829,0.8586666666666666,0.8586666666666666
0.931,0.73,0.818,0.818,0.8626666666666667,0.8626666666666667
0.937,0.724,0.817,0.817,0.8568333333333333,0.8568333333333333
0.941,0.744,0.831,0.831,0.871,0.871
0.896,0.739,0.81,0.81,0.8460000000000001,0.8460000000000001
0.907,0.748,0.82,0.82,0.8526666666666668,0.8526666666666668
0.9,0.777,0.834,0.834,0.8708333333333335,0.8708333333333335
0.865,0.844,0.854,0.854,0.8761666666666666,0.8761666666666666
0.898,0.816,0.855,0.855,0.8815,0.8815
0.916,0.811,0.86,0.86,0.8906666666666667,0.8906666666666667
0.933,0.814,0.869,0.869,0.8851666666666667,0.8851666666666667
0.915,0.82,0.865,0.865,0.8874999999999998,0.8874999999999998
0.901,0.821,0.859,0.859,0.8775,0.8775
0.915,0.802,0.855,0.855,0.8768333333333332,0.8768333333333332
0.907,0.827,0.865,0.865,0.8843333333333332,0.8843333333333332
0.904,0.811,0.855,0.855,0.8723333333333333,0.8723333333333333
0.925,0.773,0.842,0.842,0.864,0.864
0.945,0.793,0.862,0.862,0.882,0.882
0.928,0.804,0.862,0.862,0.8803333333333333,0.8803333333333333
0.935,0.798,0.861,0.861,0.8821666666666667,0.8821666666666667
0.929,0.818,0.87,0.87,0.892,0.892
0.931,0.839,0.883,0.883,0.9055,0.9055
0.901,0.869,0.884,0.884,0.9078333333333332,0.9078333333333332
0.915,0.855,0.884,0.884,0.9071666666666666,0.9071666666666666
0.931,0.836,0.881,0.881,0.9058333333333333,0.9058333333333333
0.921,0.83,0.873,0.873,0.899,0.899
0.918,0.866,0.891,0.891,0.9111666666666668,0.9111666666666668
0.931,0.823,0.874,0.874,0.899,0.899
0.944,0.83,0.883,0.883,0.9058333333333333,0.9058333333333333
0.927,0.822,0.871,0.871,0.8908333333333335,0.8908333333333335
0.913,0.871,0.891,0.891,0.9098333333333334,0.9098333333333334
0.894,0.873,0.883,0.883,0.9089999999999999,0.9089999999999999
0.913,0.851,0.881,0.881,0.9,0.9
0.897,0.856,0.876,0.876,0.8998333333333334,0.8998333333333334
0.901,0.866,0.883,0.883,0.9061666666666667,0.9061666666666667
0.883,0.872,0.878,0.878,0.9028333333333333,0.9028333333333333
0.897,0.886,0.892,0.892,0.9123333333333333,0.9123333333333333
0.904,0.874,0.889,0.889,0.9090000000000001,0.9090000000000001
0.886,0.884,0.885,0.885,0.8998333333333335,0.8998333333333335
0.879,0.887,0.883,0.883,0.9098333333333333,0.9098333333333333
0.922,0.855,0.887,0.887,0.9023333333333333,0.9023333333333333
0.92,0.843,0.88,0.88,0.895,0.895
0.923,0.875,0.898,0.898,0.9136666666666667,0.9136666666666667
0.923,0.856,0.888,0.888,0.9061666666666666,0.9061666666666666
0.937,0.881,0.908,0.908,0.9341666666666666,0.9341666666666666
0.929,0.858,0.892,0.892,0.9018333333333333,0.9018333333333333
0.927,0.861,0.893,0.893,0.9055,0.9055
0.936,0.886,0.91,0.91,0.9375000000000001,0.9375000000000001
0.904,0.899,0.901,0.901,0.9319999999999999,0.9319999999999999
0.924,0.897,0.91,0.91,0.9311666666666666,0.9311666666666666
0.929,0.902,0.915,0.915,0.9363333333333334,0.9363333333333334
0.912,0.915,0.913,0.913,0.9351666666666666,0.9351666666666666
0.909,0.915,0.912,0.912,0.9391666666666666,0.9391666666666666
0.916,0.919,0.917,0.917,0.941,0.941
0.919,0.901,0.91,0.91,0.9311666666666666,0.9311666666666666
0.921,0.9,0.91,0.91,0.9383333333333334,0.9383333333333334
0.903,0.917,0.91,0.91,0.9349999999999999,0.9349999999999999
0.902,0.927,0.914,0.914,0.94,0.94
0.914,0.916,0.915,0.915,0.9341666666666667,0.9341666666666667
0.91,0.935,0.923,0.923,0.9460000000000002,0.9460000000000002
0.904,0.92,0.912,0.912,0.9371666666666667,0.9371666666666667
0.915,0.916,0.916,0.916,0.9346666666666666,0.9346666666666666
0.912,0.924,0.918,0.918,0.9418333333333333,0.9418333333333333
0.911,0.924,0.918,0.918,0.9431666666666668,0.9431666666666668
0.909,0.915,0.912,0.912,0.9353333333333333,0.9353333333333333
0.9,0.931,0.915,0.915,0.9415000000000001,0.9415000000000001
0.904,0.932,0.918,0.918,0.9431666666666666,0.9431666666666666
0.916,0.933,0.924,0.924,0.9446666666666669,0.9446666666666669
0.873,0.927,0.899,0.899,0.9245000000000001,0.9245000000000001
0.899,0.921,0.91,0.91,0.9329999999999999,0.9329999999999999
0.884,0.937,0.91,0.91,0.9379999999999998,0.9379999999999998
0.897,0.927,0.912,0.912,0.9348333333333333,0.9348333333333333
0.88,0.931,0.905,0.905,0.9329999999999999,0.9329999999999999
0.914,0.932,0.923,0.923,0.9436666666666667,0.9436666666666667
0.902,0.921,0.911,0.911,0.9384999999999999,0.9384999999999999
0.892,0.933,0.912,0.912,0.9390000000000001,0.9390000000000001
0.916,0.926,0.921,0.921,0.9438333333333334,0.9438333333333334
0.897,0.915,0.906,0.906,0.931,0.931
0.917,0.929,0.923,0.923,0.9456666666666668,0.9456666666666668
0.873,0.916,0.894,0.894,0.9245,0.9245
0.916,0.927,0.921,0.921,0.9445,0.9445
0.913,0.921,0.917,0.917,0.9373333333333335,0.9373333333333335
0.92,0.932,0.926,0.926,0.9483333333333333,0.9483333333333333
0.909,0.932,0.921,0.921,0.9431666666666666,0.9431666666666666
0.902,0.927,0.914,0.914,0.9401666666666668,0.9401666666666668
0.91,0.93,0.92,0.92,0.9441666666666667,0.9441666666666667
0.909,0.932,0.921,0.921,0.9446666666666667,0.9446666666666667
0.925,0.915,0.92,0.92,0.9343333333333333,0.9343333333333333
0.923,0.928,0.926,0.926,0.9468333333333333,0.9468333333333333
0.919,0.924,0.922,0.922,0.9431666666666666,0.9431666666666666
0.924,0.927,0.926,0.926,0.9481666666666667,0.9481666666666667
0.923,0.921,0.922,0.922,0.9463333333333335,0.9463333333333335
0.932,0.932,0.932,0.932,0.9518333333333334,0.9518333333333334
0.93,0.932,0.931,0.931,0.9495,0.9495
0.927,0.927,0.927,0.927,0.9486666666666667,0.9486666666666667
0.924,0.924,0.924,0.924,0.9463333333333334,0.9463333333333334
0.931,0.927,0.929,0.929,0.9500000000000001,0.9500000000000001
0.924,0.929,0.926,0.926,0.948,0.948
0.928,0.923,0.926,0.926,0.9460000000000001,0.9460000000000001
0.93,0.921,0.925,0.925,0.9461666666666669,0.9461666666666669
0.931,0.929,0.93,0.93,0.951,0.951
0.936,0.93,0.933,0.933,0.9516666666666667,0.9516666666666667
0.926,0.925,0.926,0.926,0.9473333333333332,0.9473333333333332
0.934,0.916,0.925,0.925,0.9461666666666666,0.9461666666666666
0.937,0.915,0.926,0.926,0.9381666666666667,0.9381666666666667
0.926,0.93,0.928,0.928,0.9488333333333333,0.9488333333333333
0.93,0.932,0.931,0.931,0.9498333333333333,0.9498333333333333
0.932,0.929,0.93,0.93,0.9460000000000001,0.9460000000000001
0.929,0.93,0.93,0.93,0.9493333333333333,0.9493333333333333
0.929,0.928,0.929,0.929,0.9468333333333332,0.9468333333333332
0.932,0.932,0.932,0.932,0.9516666666666667,0.9516666666666667
0.929,0.929,0.929,0.929,0.9463333333333334,0.9463333333333334
0.941,0.93,0.935,0.935,0.9531666666666667,0.9531666666666667
0.933,0.93,0.932,0.932,0.952,0.952
0.928,0.933,0.931,0.931,0.9500000000000001,0.9500000000000001
0.933,0.927,0.93,0.93,0.9505,0.9505
0.928,0.929,0.928,0.928,0.9488333333333333,0.9488333333333333
0.941,0.917,0.929,0.929,0.9451666666666667,0.9451666666666667
0.943,0.927,0.935,0.935,0.953,0.953
