addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts,heatmap
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
48067,0.9949653608504795,0.9216321243523315,0.973,0.832,"Counter({2: 570, 3: 198, 4: 141, 5: 97, 6: 51, 7: 42, 8: 13, 9: 11, 11: 8, 10: 6, 14: 5, 15: 3, 18: 2, 13: 2, 24: 2, 12: 2, 40: 1, 34: 1, 22: 1, 20: 1, 1: 1})",910,248,7,0,2,0,
48429,0.9949616965041608,0.9243645381277125,0.979,0.863,"Counter({2: 573, 3: 212, 4: 149, 5: 103, 6: 58, 7: 41, 9: 8, 8: 7, 11: 6, 10: 4, 15: 3, 14: 3, 13: 2, 12: 2, 20: 2, 18: 1, 29: 1, 23: 1, 1: 1})",935,242,3,0,2,0,
48065,0.9949443461978571,0.921536971262512,0.973,0.832,"Counter({2: 568, 3: 192, 4: 147, 5: 98, 6: 56, 7: 38, 9: 11, 10: 9, 8: 9, 11: 8, 14: 4, 15: 4, 13: 3, 12: 2, 20: 2, 56: 1, 33: 1, 24: 1, 16: 1, 1: 1})",908,248,9,0,2,0,
48267,0.9942610893571177,0.9123140234251346,0.976,0.845,"Counter({2: 579, 3: 204, 4: 146, 5: 106, 6: 47, 7: 39, 9: 13, 8: 6, 11: 5, 13: 5, 10: 5, 14: 3, 12: 3, 15: 2, 18: 2, 1: 2, 25: 1, 34: 1, 39: 1, 20: 1, 19: 1})",931,241,5,0,2,1,
48159,0.9935422247139684,0.9002885540237255,0.973,0.829,"Counter({2: 571, 3: 199, 4: 142, 5: 88, 6: 52, 7: 33, 8: 12, 9: 9, 12: 6, 10: 6, 13: 4, 15: 3, 14: 3, 11: 3, 1: 3, 28: 2, 21: 2, 18: 1, 27: 1, 33: 1, 17: 1, 38: 1, 16: 1, 29: 1, 19: 1})",915,231,4,0,5,1,
48709,0.9935124925578436,0.906342620035566,0.981,0.875,"Counter({2: 581, 3: 219, 4: 158, 5: 109, 6: 61, 7: 38, 11: 5, 8: 4, 13: 4, 9: 4, 1: 3, 10: 2, 15: 1, 14: 1, 33: 1, 22: 1, 17: 1})",961,232,2,0,4,1,
48383,0.9936754645226629,0.9052631578947369,0.977,0.85,"Counter({2: 577, 3: 205, 4: 152, 5: 102, 6: 54, 7: 33, 9: 10, 10: 7, 11: 6, 14: 4, 8: 3, 13: 3, 1: 3, 24: 2, 12: 2, 16: 1, 34: 1, 38: 1, 22: 1, 19: 1})",937,231,4,0,5,1,
