addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts,heatmap
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
48868,0.9927355324547761,0.8982516480366867,0.982,0.875,"Counter({2: 614, 3: 222, 4: 152, 5: 108, 6: 48, 7: 34, 9: 6, 8: 5, 11: 4, 13: 3, 10: 2, 15: 1, 12: 1, 17: 1, 22: 1, 16: 1, 18: 1, 20: 1})",988,217,2,0,1,0,
49078,0.9878968173112189,0.8323927765237019,0.978,0.844,"Counter({2: 656, 3: 212, 4: 121, 5: 102, 6: 39, 7: 29, 8: 8, 11: 5, 10: 3, 13: 3, 9: 3, 14: 1, 12: 1, 17: 1, 32: 1, 18: 1, 16: 1})",989,198,2,0,1,0,
48612,0.9903521764173455,0.8597068501346097,0.975,0.833,"Counter({2: 627, 3: 199, 4: 134, 5: 98, 6: 39, 7: 31, 9: 8, 8: 7, 10: 6, 13: 5, 14: 3, 12: 3, 18: 2, 15: 2, 16: 1, 20: 1, 17: 1, 29: 1, 31: 1, 11: 1, 19: 1})",960,211,5,0,1,0,
48502,0.9949074264978763,0.9226917057902974,0.98,0.867,"Counter({2: 607, 3: 205, 4: 129, 5: 92, 6: 51, 7: 37, 10: 10, 8: 8, 9: 7, 11: 6, 14: 4, 13: 4, 15: 3, 12: 2, 17: 1, 22: 1, 19: 1, 16: 1})",941,228,7,0,1,0,
47382,0.9952091511544469,0.9182571119913575,0.964,0.785,"Counter({2: 554, 3: 175, 4: 124, 5: 80, 6: 46, 7: 34, 11: 10, 9: 9, 8: 9, 10: 8, 15: 7, 13: 4, 19: 4, 18: 4, 12: 4, 14: 3, 33: 2, 21: 2, 40: 1, 27: 1, 30: 1, 48: 1, 29: 1, 20: 1, 16: 1, 53: 1, 22: 1, 25: 1})",853,236,6,0,1,0,
48129,0.9941823017307653,0.908256880733945,0.974,0.831,"Counter({2: 585, 3: 198, 4: 124, 5: 100, 6: 48, 7: 35, 10: 10, 9: 8, 8: 6, 11: 6, 14: 5, 13: 3, 12: 3, 27: 2, 15: 2, 29: 2, 16: 1, 18: 1, 39: 1, 17: 1, 22: 1, 19: 1, 20: 1})",907,237,10,0,1,0,
48338,0.9942902064628243,0.9123809523809524,0.977,0.851,"Counter({2: 582, 3: 197, 4: 142, 5: 111, 6: 51, 7: 33, 10: 10, 9: 8, 8: 7, 11: 4, 13: 3, 15: 2, 14: 2, 17: 2, 23: 1, 27: 1, 24: 1, 37: 1, 29: 1, 19: 1, 12: 1})",921,240,5,0,1,0,
