P_model,R_model,F1_model_micro_one_lab,F1_model_micro_one_boost,F1_model_macro_one_lab,F1_model_macro_one_boost
0.979,0.522,0.681,0.681,0.6458999999999999,0.6458999999999999
0.978,0.502,0.663,0.663,0.6206999999999999,0.6206999999999999
0.982,0.495,0.658,0.658,0.6208,0.6208
0.98,0.459,0.625,0.625,0.5786,0.5786
0.977,0.467,0.632,0.632,0.5845,0.5845
0.979,0.481,0.645,0.645,0.6013,0.6013
0.98,0.444,0.612,0.612,0.563,0.563
0.983,0.47,0.636,0.636,0.5892999999999999,0.5892999999999999
0.983,0.47,0.636,0.636,0.5889,0.5889
0.977,0.459,0.624,0.624,0.5809,0.5809
0.964,0.459,0.622,0.622,0.5698999999999999,0.5698999999999999
0.984,0.461,0.627,0.627,0.5777,0.5777
0.983,0.492,0.656,0.656,0.613,0.613
0.978,0.496,0.658,0.658,0.6169,0.6169
0.973,0.489,0.651,0.651,0.6101,0.6101
0.976,0.508,0.668,0.668,0.627,0.627
0.983,0.446,0.614,0.614,0.5592999999999999,0.5592999999999999
0.985,0.425,0.594,0.594,0.5383,0.5383
0.982,0.432,0.6,0.6,0.5465,0.5465
0.98,0.593,0.739,0.739,0.7095,0.7095
0.984,0.575,0.726,0.726,0.7001,0.7001
0.979,0.623,0.762,0.762,0.7407,0.7407
0.984,0.571,0.723,0.723,0.6958000000000001,0.6958000000000001
0.983,0.593,0.739,0.739,0.7164999999999999,0.7164999999999999
0.985,0.557,0.711,0.711,0.6728,0.6728
0.985,0.582,0.731,0.731,0.6806999999999999,0.6806999999999999
0.986,0.589,0.738,0.738,0.697,0.697
0.988,0.553,0.709,0.709,0.671,0.671
0.99,0.524,0.685,0.685,0.6478,0.6478
0.981,0.566,0.718,0.718,0.679,0.679
0.979,0.568,0.719,0.719,0.6790999999999999,0.6790999999999999
0.987,0.581,0.732,0.732,0.6864999999999999,0.6864999999999999
0.986,0.548,0.705,0.705,0.6617,0.6617
0.987,0.559,0.714,0.714,0.6771,0.6771
0.981,0.512,0.673,0.673,0.6295999999999999,0.6295999999999999
0.982,0.594,0.74,0.74,0.7015,0.7015
0.987,0.564,0.718,0.718,0.6868,0.6868
0.983,0.601,0.746,0.746,0.7154,0.7154
0.981,0.587,0.734,0.734,0.6832999999999999,0.6832999999999999
0.98,0.588,0.735,0.735,0.6975999999999999,0.6975999999999999
0.983,0.613,0.755,0.755,0.7208,0.7208
0.99,0.561,0.716,0.716,0.671,0.671
0.986,0.578,0.729,0.729,0.6923,0.6923
0.985,0.554,0.709,0.709,0.668,0.668
0.977,0.54,0.695,0.695,0.6563999999999999,0.6563999999999999
0.989,0.573,0.726,0.726,0.6925,0.6925
0.988,0.549,0.706,0.706,0.6678000000000001,0.6678000000000001
0.988,0.56,0.715,0.715,0.6697,0.6697
0.98,0.568,0.719,0.719,0.6812,0.6812
0.986,0.564,0.718,0.718,0.6762,0.6762
0.986,0.583,0.733,0.733,0.6925000000000001,0.6925000000000001
0.986,0.558,0.712,0.712,0.6714,0.6714
0.983,0.568,0.72,0.72,0.6893,0.6893
0.984,0.575,0.726,0.726,0.6906000000000001,0.6906000000000001
0.982,0.585,0.733,0.733,0.6824999999999999,0.6824999999999999
0.984,0.603,0.747,0.747,0.7066999999999999,0.7066999999999999
0.982,0.585,0.733,0.733,0.6869999999999999,0.6869999999999999
0.976,0.613,0.753,0.753,0.7232000000000001,0.7232000000000001
0.981,0.591,0.738,0.738,0.6942999999999999,0.6942999999999999
0.988,0.553,0.709,0.709,0.6741,0.6741
0.982,0.579,0.728,0.728,0.6969000000000001,0.6969000000000001
0.988,0.59,0.739,0.739,0.7106999999999999,0.7106999999999999
0.972,0.615,0.753,0.753,0.7205999999999999,0.7205999999999999
0.987,0.601,0.747,0.747,0.7121,0.7121
0.986,0.597,0.744,0.744,0.7065,0.7065
0.986,0.572,0.724,0.724,0.6791,0.6791
0.984,0.57,0.722,0.722,0.6737,0.6737
0.988,0.559,0.714,0.714,0.6746000000000001,0.6746000000000001
0.989,0.559,0.714,0.714,0.6735,0.6735
0.981,0.582,0.731,0.731,0.6910999999999999,0.6910999999999999
0.989,0.585,0.735,0.735,0.6892999999999999,0.6892999999999999
0.986,0.575,0.726,0.726,0.6782,0.6782
0.988,0.572,0.725,0.725,0.6815,0.6815
0.988,0.592,0.74,0.74,0.6961999999999999,0.6961999999999999
0.985,0.576,0.727,0.727,0.683,0.683
0.987,0.54,0.698,0.698,0.6569,0.6569
0.981,0.603,0.747,0.747,0.6986000000000001,0.6986000000000001
0.986,0.551,0.707,0.707,0.6704,0.6704
0.987,0.568,0.721,0.721,0.673,0.673
0.989,0.582,0.733,0.733,0.6862,0.6862
0.987,0.596,0.743,0.743,0.7019,0.7019
0.988,0.587,0.737,0.737,0.6945,0.6945
0.986,0.564,0.718,0.718,0.662,0.662
0.985,0.563,0.717,0.717,0.6706000000000001,0.6706000000000001
0.987,0.57,0.723,0.723,0.6811,0.6811
0.986,0.563,0.717,0.717,0.6786,0.6786
0.989,0.568,0.721,0.721,0.6685,0.6685
0.99,0.514,0.677,0.677,0.6243000000000001,0.6243000000000001
0.988,0.541,0.699,0.699,0.6505000000000001,0.6505000000000001
0.987,0.57,0.723,0.723,0.6778,0.6778
0.985,0.586,0.735,0.735,0.6904,0.6904
0.989,0.555,0.711,0.711,0.6564,0.6564
0.983,0.578,0.728,0.728,0.6742999999999999,0.6742999999999999
0.986,0.54,0.698,0.698,0.6533,0.6533
0.981,0.565,0.717,0.717,0.6573999999999999,0.6573999999999999
0.988,0.551,0.708,0.708,0.6628999999999999,0.6628999999999999
0.984,0.558,0.712,0.712,0.6642999999999999,0.6642999999999999
0.987,0.576,0.728,0.728,0.6813,0.6813
0.985,0.579,0.729,0.729,0.6760999999999999,0.6760999999999999
0.987,0.552,0.708,0.708,0.6628000000000001,0.6628000000000001
0.986,0.562,0.716,0.716,0.6679,0.6679
0.98,0.63,0.767,0.767,0.7494,0.7494
0.982,0.653,0.785,0.785,0.7644,0.7644
0.979,0.633,0.769,0.769,0.7501,0.7501
0.978,0.618,0.757,0.757,0.7415999999999999,0.7415999999999999
0.981,0.66,0.789,0.789,0.7686,0.7686
0.981,0.63,0.767,0.767,0.7489999999999999,0.7489999999999999
0.973,0.624,0.76,0.76,0.7372,0.7372
0.986,0.643,0.779,0.779,0.7498,0.7498
0.982,0.628,0.766,0.766,0.7489,0.7489
0.978,0.627,0.764,0.764,0.7415999999999999,0.7415999999999999
0.981,0.644,0.777,0.777,0.7607000000000002,0.7607000000000002
0.973,0.562,0.713,0.713,0.6939,0.6939
0.986,0.627,0.766,0.766,0.7458,0.7458
0.98,0.63,0.767,0.767,0.7462000000000001,0.7462000000000001
0.983,0.627,0.766,0.766,0.7428,0.7428
0.981,0.616,0.757,0.757,0.7344999999999999,0.7344999999999999
0.985,0.642,0.777,0.777,0.7533000000000001,0.7533000000000001
0.984,0.634,0.771,0.771,0.7422,0.7422
0.986,0.625,0.765,0.765,0.7406,0.7406
0.986,0.604,0.749,0.749,0.7282,0.7282
0.988,0.62,0.762,0.762,0.7367000000000001,0.7367000000000001
0.977,0.641,0.774,0.774,0.7558,0.7558
0.98,0.641,0.775,0.775,0.7564,0.7564
0.984,0.606,0.75,0.75,0.7295,0.7295
0.988,0.609,0.753,0.753,0.7337,0.7337
0.988,0.613,0.757,0.757,0.7345999999999999,0.7345999999999999
0.986,0.626,0.766,0.766,0.7436,0.7436
0.971,0.634,0.767,0.767,0.7454000000000001,0.7454000000000001
0.985,0.614,0.757,0.757,0.7314,0.7314
0.972,0.607,0.747,0.747,0.7297,0.7297
0.986,0.618,0.76,0.76,0.7346000000000001,0.7346000000000001
0.984,0.6,0.745,0.745,0.7181,0.7181
0.987,0.636,0.773,0.773,0.7453,0.7453
0.979,0.623,0.761,0.761,0.7424000000000001,0.7424000000000001
0.974,0.586,0.732,0.732,0.7122999999999999,0.7122999999999999
0.98,0.649,0.781,0.781,0.758,0.758
0.979,0.621,0.76,0.76,0.7396999999999999,0.7396999999999999
0.979,0.626,0.763,0.763,0.7393,0.7393
0.983,0.599,0.744,0.744,0.715,0.715
0.984,0.639,0.775,0.775,0.7567000000000002,0.7567000000000002
0.978,0.678,0.801,0.801,0.7821,0.7821
0.978,0.646,0.778,0.778,0.7615999999999998,0.7615999999999998
0.972,0.629,0.764,0.764,0.7455,0.7455
0.982,0.639,0.774,0.774,0.7526,0.7526
0.985,0.659,0.79,0.79,0.7708,0.7708
0.966,0.658,0.783,0.783,0.7676999999999999,0.7676999999999999
0.977,0.666,0.792,0.792,0.7707,0.7707
0.987,0.653,0.786,0.786,0.7624,0.7624
0.987,0.669,0.797,0.797,0.7738,0.7738
0.986,0.603,0.748,0.748,0.7288,0.7288
0.977,0.64,0.773,0.773,0.758,0.758
0.987,0.673,0.801,0.801,0.7755,0.7755
0.981,0.616,0.757,0.757,0.7343,0.7343
