P_model,R_model,F1_model_micro_one_lab,F1_model_micro_one_boost,F1_model_macro_one_lab,F1_model_macro_one_boost
0.803,0.665,0.728,0.728,0.7202,0.7202
0.466,0.702,0.56,0.56,0.5881000000000001,0.5881000000000001
0.951,0.628,0.756,0.756,0.7444999999999999,0.7444999999999999
0.958,0.625,0.756,0.756,0.731,0.731
0.953,0.639,0.765,0.765,0.7555,0.7555
0.964,0.614,0.75,0.75,0.728,0.728
0.943,0.665,0.78,0.78,0.7487999999999999,0.7487999999999999
0.954,0.661,0.781,0.781,0.761,0.761
0.959,0.632,0.762,0.762,0.748,0.748
0.955,0.653,0.776,0.776,0.7545999999999999,0.7545999999999999
0.964,0.661,0.784,0.784,0.7656,0.7656
0.96,0.681,0.797,0.797,0.7822000000000001,0.7822000000000001
0.966,0.636,0.767,0.767,0.7502,0.7502
0.961,0.615,0.75,0.75,0.7315,0.7315
0.97,0.601,0.742,0.742,0.7192999999999999,0.7192999999999999
0.973,0.575,0.723,0.723,0.6984999999999999,0.6984999999999999
0.967,0.642,0.772,0.772,0.7474999999999998,0.7474999999999998
0.969,0.631,0.765,0.765,0.7407,0.7407
0.971,0.633,0.766,0.766,0.7447,0.7447
0.971,0.621,0.758,0.758,0.7328,0.7328
0.977,0.608,0.75,0.75,0.7256,0.7256
0.966,0.523,0.679,0.679,0.6565,0.6565
0.967,0.598,0.739,0.739,0.7114,0.7114
0.974,0.546,0.7,0.7,0.6683999999999999,0.6683999999999999
0.972,0.581,0.727,0.727,0.6990999999999999,0.6990999999999999
0.966,0.603,0.742,0.742,0.7207,0.7207
0.971,0.596,0.739,0.739,0.713,0.713
0.973,0.581,0.727,0.727,0.7001,0.7001
0.979,0.565,0.716,0.716,0.6891,0.6891
0.975,0.539,0.694,0.694,0.6648,0.6648
0.967,0.568,0.716,0.716,0.6872,0.6872
0.972,0.491,0.653,0.653,0.6144000000000001,0.6144000000000001
0.974,0.476,0.639,0.639,0.6014,0.6014
0.98,0.496,0.659,0.659,0.6197999999999999,0.6197999999999999
0.979,0.49,0.653,0.653,0.6157999999999999,0.6157999999999999
0.979,0.508,0.669,0.669,0.6325,0.6325
0.974,0.46,0.625,0.625,0.5841000000000001,0.5841000000000001
0.957,0.514,0.669,0.669,0.6341,0.6341
0.983,0.482,0.647,0.647,0.6043,0.6043
0.977,0.447,0.614,0.614,0.5751999999999999,0.5751999999999999
0.972,0.484,0.647,0.647,0.6102000000000001,0.6102000000000001
0.972,0.537,0.692,0.692,0.6582000000000001,0.6582000000000001
0.976,0.444,0.611,0.611,0.5679,0.5679
0.978,0.495,0.658,0.658,0.6198,0.6198
0.953,0.436,0.598,0.598,0.5519000000000001,0.5519000000000001
0.969,0.52,0.677,0.677,0.6392,0.6392
