addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts,heatmap
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
255468,0.9954984577324753,0.944299137847525,0.991,0.898,"Counter({2: 1342, 3: 775, 4: 422, 5: 392, 6: 15, 7: 11, 8: 9, 9: 4, 10: 2, 29: 1, 26: 1, 38: 1, 56: 1, 14: 1, 12: 1})",2931,47,3,0,3,0,
255558,0.9955000430430665,0.9442883441526984,0.991,0.9,"Counter({2: 1331, 3: 770, 4: 432, 5: 383, 7: 12, 6: 11, 8: 8, 12: 2, 9: 2, 29: 1, 26: 1, 10: 1, 40: 1, 43: 1, 13: 1, 18: 1, 11: 1})",2916,43,4,0,3,0,
255940,0.9957958896616395,0.9486249045072573,0.993,0.916,"Counter({2: 1443, 3: 774, 4: 445, 5: 391, 7: 14, 6: 13, 8: 8, 30: 2, 17: 2, 10: 2, 34: 1, 1: 1})",3054,42,4,0,1,0,
256514,0.9956142744645516,0.9463288965221124,0.994,0.934,"Counter({2: 1443, 3: 782, 4: 445, 5: 376, 7: 14, 6: 11, 8: 6, 10: 2, 14: 2, 20: 1, 9: 1, 1: 1})",3047,37,7,0,3,0,
256030,0.9942702027106198,0.9282675663781722,0.992,0.907,"Counter({2: 1442, 3: 760, 4: 429, 5: 374, 6: 24, 7: 21, 8: 7, 10: 3, 12: 1, 13: 1, 9: 1, 15: 1, 18: 1, 49: 1})",3005,61,10,0,1,0,
256020,0.9951019451605343,0.9391439386586431,0.993,0.918,"Counter({2: 1528, 3: 771, 4: 444, 5: 367, 6: 23, 7: 18, 9: 8, 8: 6, 10: 3, 12: 2, 36: 1, 19: 1, 18: 1, 11: 1})",3110,64,13,0,1,0,
255873,0.9940947266808143,0.9259712899906912,0.991,0.899,"Counter({2: 1484, 3: 771, 4: 427, 5: 362, 6: 21, 7: 14, 9: 9, 8: 5, 21: 1, 25: 1, 10: 1, 23: 1, 27: 1, 11: 1, 12: 1, 13: 1})",3044,57,15,0,1,1,
255462,0.9949659831990668,0.9375849349640846,0.991,0.894,"Counter({2: 1479, 3: 760, 4: 423, 5: 389, 6: 20, 7: 12, 8: 11, 9: 5, 35: 2, 10: 2, 30: 1, 26: 1, 13: 1, 12: 1, 27: 1})",3051,57,14,0,3,1,
255965,0.995307952259098,0.9422512862432081,0.992,0.913,"Counter({2: 1515, 3: 784, 4: 427, 5: 380, 6: 16, 7: 9, 8: 6, 9: 4, 13: 2, 16: 1, 25: 1, 35: 1, 34: 1, 15: 1, 12: 1})",3106,43,6,0,2,1,
