addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts,heatmap
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
253301,0.9942755851733708,0.9229543039319873,0.985,0.845,"Counter({2: 1374, 3: 687, 4: 395, 5: 375, 6: 61, 7: 35, 8: 17, 9: 13, 10: 11, 11: 8, 12: 3, 15: 2, 23: 2, 13: 2, 1: 2, 34: 1, 63: 1, 93: 1, 22: 1, 14: 1, 36: 1, 55: 1, 16: 1})",2833,162,30,0,2,1,
253309,0.9942718182141179,0.9233613267839222,0.985,0.846,"Counter({2: 1377, 3: 707, 4: 397, 5: 381, 6: 59, 7: 30, 8: 23, 9: 11, 10: 9, 12: 6, 13: 4, 11: 3, 14: 2, 16: 2, 1: 2, 15: 1, 60: 1, 63: 1, 19: 1, 30: 1, 32: 1, 17: 1, 18: 1, 37: 1, 56: 1, 20: 1, 23: 1})",2864,161,33,0,2,1,
253256,0.9944522538459108,0.9258301219447816,0.985,0.846,"Counter({2: 1380, 3: 713, 4: 395, 5: 381, 6: 58, 7: 36, 8: 22, 9: 13, 10: 13, 11: 5, 15: 2, 23: 2, 13: 2, 14: 2, 1: 2, 63: 1, 80: 1, 17: 1, 31: 1, 32: 1, 20: 1, 18: 1, 35: 1, 55: 1})",2871,164,34,0,2,1,
253299,0.9941610507739864,0.9214843127886606,0.985,0.843,"Counter({2: 1358, 3: 691, 4: 388, 5: 380, 6: 62, 7: 37, 8: 24, 10: 14, 9: 12, 11: 6, 18: 2, 12: 2, 1: 2, 34: 1, 15: 1, 63: 1, 87: 1, 23: 1, 17: 1, 21: 1, 35: 1, 55: 1, 13: 1, 14: 1})",2819,170,34,0,2,1,
253311,0.9940152618717703,0.9191380413910818,0.985,0.843,"Counter({2: 1355, 3: 694, 4: 391, 5: 373, 6: 61, 7: 36, 8: 25, 9: 13, 10: 13, 11: 8, 13: 2, 12: 2, 1: 2, 19: 1, 63: 1, 87: 1, 29: 1, 17: 1, 30: 1, 21: 1, 22: 1, 57: 1, 14: 1, 18: 1, 15: 1})",2815,172,33,0,2,1,
254291,0.9941209087226839,0.9230690063294396,0.987,0.863,"Counter({2: 1352, 3: 715, 4: 394, 5: 384, 6: 40, 7: 31, 8: 12, 9: 8, 10: 8, 11: 6, 13: 3, 1: 2, 15: 1, 56: 1, 70: 1, 24: 1, 28: 1, 17: 1, 21: 1, 22: 1, 50: 1, 12: 1})",2847,118,17,0,2,1,
