addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
41929,0.9857139450022657,0.9545074808232702,0.974,0.928,"Counter({2: 1990, 3: 663, 4: 512, 5: 82, 6: 41, 7: 19, 9: 8, 8: 5, 10: 4, 16: 2, 11: 2, 24: 1, 18: 1, 14: 1, 13: 1, 1: 1, 17: 1})",3166,168,24,0,1,1
42663,0.9858894123713756,0.956376811594203,0.982,0.947,"Counter({2: 2183, 3: 638, 4: 509, 5: 59, 6: 20, 7: 8, 8: 4, 9: 3, 17: 1, 12: 1})",3330,96,10,0,0,0
42474,0.9860856053114847,0.9568203404690581,0.98,0.943,"Counter({2: 2114, 3: 660, 4: 517, 5: 66, 6: 31, 7: 10, 9: 5, 8: 3, 10: 3, 18: 1, 1: 1, 11: 1})",3292,120,20,0,1,1
42582,0.987529942229111,0.9613508989009388,0.982,0.95,"Counter({2: 2217, 3: 629, 4: 499, 5: 52, 6: 20, 7: 7, 8: 5, 9: 4, 17: 2, 19: 1, 18: 1, 1: 1, 10: 1})",3346,93,10,0,1,1
42764,0.9873959405107099,0.9613813856846027,0.984,0.954,"Counter({2: 2208, 3: 649, 4: 510, 5: 55, 6: 19, 7: 5, 9: 3, 12: 1, 1: 1, 10: 1, 8: 1})",3368,85,10,0,1,1
42805,0.9866604368648523,0.9590357988377933,0.984,0.953,"Counter({2: 2222, 3: 649, 4: 497, 5: 56, 6: 17, 7: 4, 9: 2, 1: 1, 10: 1, 8: 1})",3369,81,7,0,1,1
42745,0.9867820797754123,0.9592968806281968,0.983,0.952,"Counter({2: 2210, 3: 643, 4: 500, 5: 56, 6: 20, 7: 5, 9: 2, 14: 1, 1: 1, 10: 1, 8: 1})",3354,86,5,0,1,1
42679,0.9868085006677757,0.959446805445509,0.983,0.951,"Counter({2: 2157, 3: 653, 4: 524, 5: 64, 6: 22, 7: 6, 8: 3, 9: 2, 1: 1, 10: 1})",3335,98,13,0,1,1
42417,0.9880708206615272,0.9628269174258008,0.982,0.948,"Counter({2: 2156, 3: 640, 4: 507, 5: 72, 6: 28, 7: 12, 9: 4, 8: 4, 10: 2, 20: 1, 18: 1, 1: 1})",3304,124,17,0,1,1
42618,0.986719226617861,0.9589914505144183,0.982,0.949,"Counter({2: 2181, 3: 650, 4: 509, 5: 64, 6: 18, 7: 9, 9: 5, 8: 3, 10: 2, 12: 1, 1: 1})",3341,102,11,0,1,1
