P_model,P_model_std,R_model,R_model_std,F1_model_micro_one_lab,F1_model_micro_one_lab_std,F1_model_micro_one_boost,F1_model_micro_one_boost_std,F1_model_micro_mult_lab,F1_model_micro_mult_lab_std,F1_model_micro_mult_boost,F1_model_micro_mult_boost_std,F1_model_micro_mult_transfer_boost,F1_model_micro_mult_transfer_boost_std,F1_model_macro_one_lab,F1_model_macro_one_lab_std,F1_model_macro_one_boost,F1_model_macro_one_boost_std,F1_model_macro_mult_lab,F1_model_macro_mult_lab_std,F1_model_macro_mult_boost,F1_model_macro_mult_boost_std,F1_model_macro_mult_transfer_boost,F1_model_macro_mult_transfer_boost_std
0.311,0.1560405930092124,0.8426666666666667,0.04814099661988267,0.4263333333333333,0.1858715207400591,0.4263333333333333,0.1858715207400591,0.08497160487058529,0.001836220512250485,0.08497160487058529,0.001836220512250485,0.08497160487058529,0.001836220512250485,0.44961111111111113,0.211155740896572,0.44961111111111113,0.211155740896572,0.1426111111111111,0.0022784551838233307,0.1426111111111111,0.0022784551838233307,0.1426111111111111,0.0022784551838233307
0.14566666666666667,0.05751135153650587,0.746,0.04525483399593908,0.24,0.08061017305526641,0.24,0.08061017305526641,0.0850564266726735,0.0019561766551485903,0.0850564266726735,0.0019561766551485903,0.0850564266726735,0.0019561766551485903,0.2888888888888889,0.08021733595460724,0.2888888888888889,0.08021733595460724,0.14216666666666666,0.0016499158227686124,0.14216666666666666,0.0016499158227686124,0.14216666666666666,0.0016499158227686124
0.49066666666666675,0.22284573637882826,0.7183333333333334,0.0872327665247157,0.536,0.13476893806314078,0.536,0.13476893806314078,0.0850564266726735,0.0019561766551485903,0.0850564266726735,0.0019561766551485903,0.0850564266726735,0.0019561766551485903,0.5741111111111111,0.12235114412679517,0.5741111111111111,0.12235114412679517,0.14216666666666666,0.0016499158227686124,0.14216666666666666,0.0016499158227686124,0.14216666666666666,0.0016499158227686124
0.635,0.16893193895767608,0.6589999999999999,0.08202438661763954,0.621,0.0681224387897752,0.621,0.0681224387897752,0.10327697516364477,0.022035572574427845,0.10327697516364477,0.022035572574427845,0.10327697516364477,0.022035572574427845,0.6418333333333334,0.03363116940511521,0.6418333333333334,0.03363116940511521,0.16483333333333336,0.027818192821458632,0.16483333333333336,0.027818192821458632,0.16483333333333336,0.027818192821458632
0.682,0.10287856919689346,0.6376666666666666,0.05185449728701348,0.6503333333333333,0.02701028610651055,0.6503333333333333,0.02701028610651055,0.10301700725781804,0.021667926591232817,0.10301700725781804,0.021667926591232817,0.10301700725781804,0.021667926591232817,0.6628333333333334,0.011404190263037364,0.6628333333333334,0.011404190263037364,0.1673888888888889,0.03143168174444298,0.1673888888888889,0.03143168174444298,0.1673888888888889,0.03143168174444298
0.48466666666666663,0.23076154118242684,0.7633333333333333,0.11612158379139609,0.54,0.1500066665185251,0.54,0.1500066665185251,0.11682723701763485,0.02076716420261423,0.11682723701763485,0.02076716420261423,0.11682723701763485,0.02076716420261423,0.5641111111111111,0.12557072179787573,0.5641111111111111,0.12557072179787573,0.16866666666666666,0.030540501342024847,0.16866666666666666,0.030540501342024847,0.16866666666666666,0.030540501342024847
0.694,0.11030865786510141,0.6376666666666666,0.05185449728701348,0.6550000000000001,0.029698484809835023,0.6550000000000001,0.029698484809835023,0.1507483056597568,0.023537777446606872,0.1507483056597568,0.023537777446606872,0.1507483056597568,0.023537777446606872,0.672,0.008485281374238578,0.672,0.008485281374238578,0.21183333333333335,0.055007238580902215,0.21183333333333335,0.055007238580902215,0.21183333333333335,0.055007238580902215
0.7583333333333334,0.1191926545089457,0.6416666666666666,0.05751135153650586,0.6853333333333333,0.025368396787253902,0.6853333333333333,0.025368396787253902,0.15503524473991262,0.02016158214230619,0.15503524473991262,0.02016158214230619,0.15503524473991262,0.02016158214230619,0.6776666666666666,0.030619528989773083,0.6776666666666666,0.030619528989773083,0.22033333333333335,0.04572522603876659,0.22033333333333335,0.04572522603876659,0.22033333333333335,0.04572522603876659
0.5706666666666667,0.14553426477026715,0.7036666666666668,0.07349074015744357,0.6106666666666667,0.05018189137749017,0.6106666666666667,0.05018189137749017,0.18187855522182736,0.016611277406605045,0.18187855522182736,0.016611277406605045,0.18187855522182736,0.016611277406605045,0.6382777777777778,0.028500270737288905,0.6382777777777778,0.028500270737288905,0.2722222222222222,0.0072932405708773735,0.2722222222222222,0.0072932405708773735,0.2722222222222222,0.0072932405708773735
0.4643333333333333,0.015173075568988044,0.7753333333333333,0.06873297769064152,0.579,0.015769168230019802,0.579,0.015769168230019802,0.17331054172281077,0.030593503304489827,0.17331054172281077,0.030593503304489827,0.17331054172281077,0.030593503304489827,0.6167222222222223,0.017895961334858948,0.6167222222222223,0.017895961334858948,0.25333333333333335,0.016553504720104396,0.25333333333333335,0.016553504720104396,0.25333333333333335,0.016553504720104396
