addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts,heatmap
48476,0.9894999587424705,0.8455235204855842,0.979,0.849,"Counter({2: 508, 3: 199, 4: 154, 5: 99, 6: 59, 7: 37, 9: 8, 8: 7, 10: 5, 17: 2, 11: 2, 12: 1, 28: 1})",861,221,1,0,1,0,
48491,0.9922253614072715,0.8864115697499245,0.983,0.879,"Counter({2: 524, 3: 201, 4: 168, 5: 95, 6: 65, 7: 41, 9: 8, 8: 6, 10: 2, 11: 1, 28: 1, 17: 1, 16: 1})",893,221,2,0,0,0,
48583,0.9919930840005763,0.8840536512667659,0.984,0.885,"Counter({2: 525, 3: 206, 4: 168, 5: 93, 6: 62, 7: 42, 9: 7, 8: 5, 11: 2, 17: 2, 10: 1, 12: 1, 19: 1})",899,216,1,0,0,0,
48583,0.9913961673836528,0.8740204942736588,0.983,0.881,"Counter({2: 500, 3: 197, 4: 171, 5: 100, 6: 60, 7: 42, 9: 6, 8: 5, 10: 2, 17: 2, 11: 1, 22: 1})",868,219,1,0,1,0,
48643,0.9924552350800732,0.8918361332154435,0.986,0.897,"Counter({2: 528, 3: 212, 4: 174, 5: 96, 6: 57, 7: 45, 9: 6, 8: 5, 10: 3, 11: 1, 15: 1, 17: 1})",914,215,1,0,0,0,
48481,0.9928631835151915,0.8970238095238097,0.983,0.88,"Counter({2: 516, 3: 210, 4: 173, 5: 98, 6: 62, 7: 44, 9: 6, 11: 5, 8: 5, 17: 1, 34: 1, 10: 1})",899,223,1,0,1,0,
48098,0.992681608382885,0.8904791537025513,0.977,0.847,"Counter({2: 509, 3: 208, 4: 162, 5: 96, 6: 65, 7: 43, 8: 9, 9: 7, 11: 5, 31: 1, 50: 1, 15: 1, 24: 1, 27: 1, 34: 1})",879,231,3,0,2,0,
48430,0.992649184389841,0.892512077294686,0.982,0.877,"Counter({2: 527, 3: 203, 4: 171, 5: 97, 6: 61, 7: 41, 8: 8, 9: 8, 11: 5, 22: 1, 38: 1, 10: 1})",901,223,2,0,2,0,
48477,0.992099346081647,0.8852949985025457,0.983,0.879,"Counter({2: 524, 3: 214, 4: 172, 5: 103, 6: 61, 7: 41, 8: 9, 9: 8, 28: 1, 27: 1, 10: 1})",910,225,2,0,4,0,
48496,0.9927210491586935,0.8946583109519546,0.983,0.884,"Counter({2: 518, 3: 217, 4: 171, 5: 98, 6: 63, 7: 43, 8: 8, 9: 6, 10: 2, 11: 1, 22: 1, 30: 1, 1: 1})",907,223,3,0,5,0,
48524,0.9924779490561372,0.891012242460436,0.984,0.887,"Counter({2: 529, 3: 218, 4: 169, 5: 105, 6: 59, 7: 45, 8: 6, 9: 5, 11: 2, 28: 1, 17: 1, 1: 1})",917,224,3,0,5,0,
48584,0.9926519018606949,0.893273542600897,0.985,0.894,"Counter({2: 538, 3: 213, 4: 166, 5: 103, 6: 61, 7: 41, 9: 6, 8: 5, 11: 2, 20: 1, 17: 1, 10: 1, 1: 1})",918,221,2,0,5,0,
48524,0.9930961998186465,0.8994899489948995,0.984,0.89,"Counter({2: 535, 3: 208, 4: 168, 5: 100, 6: 61, 7: 42, 8: 9, 9: 6, 11: 2, 10: 1, 20: 1, 17: 1, 14: 1, 1: 1})",912,224,1,0,5,0,
48364,0.992783888842941,0.8944024205748864,0.981,0.871,"Counter({2: 530, 3: 203, 4: 169, 5: 96, 6: 65, 7: 44, 8: 8, 9: 8, 11: 4, 10: 2, 22: 1, 33: 1, 12: 1, 1: 1})",903,230,3,0,4,0,
48264,0.992810376263882,0.8924031007751938,0.98,0.864,"Counter({2: 514, 3: 205, 4: 162, 5: 102, 6: 61, 7: 41, 9: 10, 8: 6, 10: 5, 11: 4, 12: 2, 16: 2, 18: 1, 22: 1, 17: 1, 1: 1})",882,236,3,0,5,0,
48342,0.9929047205328699,0.8958396598846037,0.981,0.87,"Counter({2: 528, 3: 205, 4: 165, 5: 101, 6: 58, 7: 37, 9: 10, 8: 6, 11: 3, 10: 3, 16: 2, 25: 1, 14: 1, 22: 1, 17: 1, 12: 1, 13: 1, 1: 1})",899,226,2,0,5,0,
48429,0.9927522765285263,0.8939897311990336,0.983,0.878,"Counter({2: 526, 3: 202, 4: 170, 5: 95, 6: 58, 7: 39, 9: 9, 8: 7, 10: 4, 11: 3, 16: 2, 18: 1, 20: 1, 17: 1, 12: 1, 1: 1})",899,221,2,0,5,0,
48370,0.9927434360140583,0.8932806324110671,0.982,0.873,"Counter({2: 525, 3: 207, 4: 166, 5: 101, 6: 54, 7: 43, 8: 10, 9: 6, 11: 3, 10: 3, 16: 2, 18: 1, 27: 1, 17: 1, 12: 1, 1: 1})",899,226,3,0,5,0,
48339,0.9931111524855707,0.8976329541961265,0.982,0.873,"Counter({2: 523, 3: 205, 4: 161, 5: 101, 6: 55, 7: 44, 9: 10, 8: 8, 12: 3, 10: 3, 11: 2, 16: 2, 1: 2, 18: 1, 21: 1, 17: 1})",891,231,5,0,7,0,
48304,0.9927542232527327,0.8916408668730651,0.981,0.869,"Counter({2: 517, 3: 207, 4: 160, 5: 98, 6: 60, 7: 46, 8: 11, 9: 6, 10: 5, 11: 4, 1: 2, 18: 1, 25: 1, 17: 1, 12: 1, 16: 1})",886,235,2,0,7,0,
48337,0.9927591699940005,0.8926380368098159,0.981,0.87,"Counter({2: 519, 3: 210, 4: 160, 5: 99, 6: 60, 7: 43, 8: 8, 9: 7, 11: 4, 10: 3, 1: 2, 18: 1, 33: 1, 17: 1, 14: 1})",891,228,2,0,7,0,
48441,0.9928572903119258,0.8948328267477202,0.983,0.88,"Counter({2: 524, 3: 208, 4: 161, 5: 103, 6: 62, 7: 39, 9: 7, 8: 5, 11: 4, 1: 2, 23: 1, 17: 1, 10: 1, 13: 1, 16: 1, 14: 1})",895,226,1,0,7,0,
48477,0.9926356829011697,0.8919818456883509,0.984,0.884,"Counter({2: 526, 3: 211, 4: 164, 5: 104, 6: 61, 7: 39, 9: 9, 8: 8, 1: 3, 11: 2, 23: 1, 17: 1, 10: 1, 13: 1})",904,227,4,0,7,0,
48505,0.9927017833213071,0.8942020322773462,0.984,0.885,"Counter({2: 530, 3: 208, 4: 170, 5: 100, 6: 59, 7: 42, 8: 8, 9: 6, 1: 3, 17: 2, 10: 2, 26: 1, 11: 1})",911,221,3,0,8,1,
48565,0.9926902089982498,0.8940614741868098,0.985,0.893,"Counter({2: 531, 3: 211, 4: 172, 5: 101, 6: 58, 7: 42, 8: 10, 9: 4, 1: 3, 10: 2, 11: 1, 23: 1, 13: 1})",917,220,0,0,8,1,
48522,0.9926631218828572,0.8932213557288543,0.984,0.888,"Counter({2: 536, 3: 216, 4: 164, 5: 100, 6: 61, 7: 42, 8: 8, 9: 7, 1: 2, 12: 1, 23: 1, 17: 1, 10: 1})",918,222,2,0,8,0,
48468,0.9928200049517207,0.8956834532374102,0.983,0.882,"Counter({2: 532, 3: 204, 4: 171, 5: 96, 6: 62, 7: 42, 9: 8, 8: 7, 10: 2, 1: 2, 12: 1, 23: 1, 32: 1, 11: 1})",909,221,2,0,8,1,
48513,0.9929091171438583,0.8972520908004779,0.984,0.888,"Counter({2: 526, 3: 213, 4: 171, 5: 93, 6: 60, 7: 45, 8: 8, 9: 6, 10: 3, 18: 2, 23: 1, 1: 1})",911,218,4,0,8,0,
48559,0.9928952408410388,0.8972296693476318,0.985,0.893,"Counter({2: 529, 3: 214, 4: 171, 5: 94, 6: 59, 7: 47, 8: 8, 9: 6, 11: 1, 23: 1, 18: 1, 1: 1})",915,217,2,0,8,0,
48530,0.9931176591798887,0.8998200359928015,0.985,0.893,"Counter({2: 537, 3: 213, 4: 168, 5: 93, 6: 59, 7: 43, 9: 8, 8: 7, 10: 2, 18: 1, 22: 1, 14: 1, 17: 1, 1: 1})",919,216,2,0,11,0,
48543,0.993181303174505,0.9021578480638487,0.985,0.893,"Counter({2: 532, 3: 212, 4: 180, 5: 92, 6: 61, 7: 42, 9: 8, 8: 7, 14: 1, 18: 1, 24: 1, 10: 1, 13: 1, 1: 1})",925,215,2,0,11,0,
48564,0.9928547895560498,0.8971242217610434,0.985,0.893,"Counter({2: 528, 3: 214, 4: 174, 5: 93, 6: 58, 7: 41, 8: 10, 9: 7, 18: 1, 24: 1, 10: 1, 17: 1, 1: 1})",917,213,3,0,9,0,
48562,0.9930398253778675,0.8988629563135847,0.985,0.896,"Counter({2: 534, 3: 212, 4: 168, 5: 99, 6: 56, 7: 45, 8: 8, 9: 6, 1: 2, 18: 1, 22: 1, 17: 1, 10: 1})",916,218,3,0,9,1,
48611,0.9927588405916357,0.8961038961038961,0.986,0.897,"Counter({2: 536, 3: 211, 4: 176, 5: 95, 6: 57, 7: 44, 8: 9, 9: 4, 1: 2, 18: 1, 24: 1, 13: 1})",925,212,3,0,8,1,
48535,0.9932625940043268,0.9021251122418438,0.985,0.894,"Counter({2: 534, 3: 208, 4: 171, 5: 96, 6: 60, 7: 44, 9: 7, 8: 6, 1: 3, 17: 2, 10: 2, 18: 1, 16: 1})",916,219,1,0,8,2,
48613,0.9930882685701355,0.9005328596802842,0.986,0.901,"Counter({2: 537, 3: 211, 4: 175, 5: 92, 6: 61, 7: 46, 8: 7, 9: 6, 1: 4, 11: 1, 16: 1, 17: 1})",927,215,1,0,9,3,
