P,P_std,R,R_std,F1_micro,F1_micro_std,F1_macro,F1_macro_std,F1_micro_boot,F1_micro_boot_std,F1_macro_boot,F1_macro_boot_std,F1_model_micro_boost_graph,F1_model_micro_boost_graph_std
0.918,0.0,0.672,0.0,0.776,0.0,0.7681,0.0,0.677,0.0,0.6746999999999999,0.0,0.776,0.0
0.953,0.0,0.609,0.0,0.743,0.0,0.7251999999999998,0.0,0.701,0.0,0.7004,0.0,0.743,0.0
0.977,0.0,0.554,0.0,0.707,0.0,0.6798,0.0,0.702,0.0,0.7009000000000001,0.0,0.707,0.0
0.978,0.0,0.539,0.0,0.695,0.0,0.6714,0.0,0.721,0.0,0.7211000000000001,0.0,0.695,0.0
0.946,0.0,0.652,0.0,0.772,0.0,0.769,0.0,0.719,0.0,0.7192999999999998,0.0,0.772,0.0
0.9,0.0,0.716,0.0,0.798,0.0,0.7966,0.0,0.735,0.0,0.7361,0.0,0.798,0.0
0.908,0.0,0.665,0.0,0.768,0.0,0.7649999999999999,0.0,0.733,0.0,0.7344999999999999,0.0,0.768,0.0
0.863,0.0,0.769,0.0,0.813,0.0,0.8125,0.0,0.748,0.0,0.7502000000000001,0.0,0.813,0.0
0.933,0.0,0.611,0.0,0.738,0.0,0.7232,0.0,0.744,0.0,0.7463,0.0,0.738,0.0
0.925,0.0,0.648,0.0,0.762,0.0,0.7563,0.0,0.753,0.0,0.7523,0.0,0.762,0.0
0.929,0.0,0.625,0.0,0.747,0.0,0.7412,0.0,0.752,0.0,0.7514000000000001,0.0,0.747,0.0
0.909,0.0,0.711,0.0,0.798,0.0,0.7974,0.0,0.762,0.0,0.7592,0.0,0.798,0.0
0.916,0.0,0.697,0.0,0.792,0.0,0.7903,0.0,0.762,0.0,0.7596,0.0,0.792,0.0
0.834,0.0,0.798,0.0,0.816,0.0,0.8167,0.0,0.804,0.0,0.7988,0.0,0.816,0.0
0.879,0.0,0.736,0.0,0.801,0.0,0.8007000000000002,0.0,0.802,0.0,0.7982,0.0,0.801,0.0
0.929,0.0,0.744,0.0,0.826,0.0,0.8244999999999999,0.0,0.812,0.0,0.8097999999999999,0.0,0.826,0.0
0.932,0.0,0.725,0.0,0.815,0.0,0.8136000000000001,0.0,0.81,0.0,0.8079000000000001,0.0,0.815,0.0
0.935,0.0,0.778,0.0,0.85,0.0,0.8501,0.0,0.828,0.0,0.8254999999999999,0.0,0.85,0.0
0.937,0.0,0.755,0.0,0.836,0.0,0.8356999999999999,0.0,0.825,0.0,0.8233,0.0,0.836,0.0
0.944,0.0,0.782,0.0,0.855,0.0,0.8528,0.0,0.83,0.0,0.8268000000000001,0.0,0.855,0.0
0.931,0.0,0.808,0.0,0.865,0.0,0.8644000000000002,0.0,0.804,0.0,0.8028000000000001,0.0,0.865,0.0
0.903,0.0,0.846,0.0,0.873,0.0,0.8762000000000001,0.0,0.808,0.0,0.8065,0.0,0.914,0.0
0.837,0.0,0.867,0.0,0.852,0.0,0.8545999999999999,0.0,0.791,0.0,0.7923,0.0,0.911,0.0
0.918,0.0,0.833,0.0,0.873,0.0,0.8752000000000001,0.0,0.791,0.0,0.7921999999999999,0.0,0.897,0.0
0.885,0.0,0.889,0.0,0.887,0.0,0.8891,0.0,0.796,0.0,0.7975,0.0,0.916,0.0
0.9,0.0,0.878,0.0,0.889,0.0,0.891,0.0,0.815,0.0,0.8156000000000001,0.0,0.915,0.0
0.92,0.0,0.857,0.0,0.887,0.0,0.8899000000000001,0.0,0.818,0.0,0.8188000000000001,0.0,0.918,0.0
0.863,0.0,0.887,0.0,0.875,0.0,0.874,0.0,0.817,0.0,0.8183,0.0,0.92,0.0
0.828,0.0,0.9,0.0,0.862,0.0,0.8659000000000001,0.0,0.817,0.0,0.8181,0.0,0.9,0.0
0.871,0.0,0.889,0.0,0.88,0.0,0.8805,0.0,0.825,0.0,0.8254000000000001,0.0,0.883,0.0
0.861,0.0,0.903,0.0,0.882,0.0,0.8814,0.0,0.826,0.0,0.8265,0.0,0.902,0.0
0.872,0.0,0.896,0.0,0.884,0.0,0.8844999999999998,0.0,0.849,0.0,0.8482,0.0,0.905,0.0
0.853,0.0,0.899,0.0,0.875,0.0,0.8775999999999999,0.0,0.846,0.0,0.8460000000000001,0.0,0.911,0.0
0.848,0.0,0.895,0.0,0.871,0.0,0.8720000000000001,0.0,0.856,0.0,0.8549000000000001,0.0,0.905,0.0
0.865,0.0,0.885,0.0,0.875,0.0,0.8756999999999999,0.0,0.844,0.0,0.8430000000000002,0.0,0.896,0.0
0.919,0.0,0.877,0.0,0.897,0.0,0.899,0.0,0.852,0.0,0.8512999999999998,0.0,0.904,0.0
0.923,0.0,0.881,0.0,0.901,0.0,0.9029999999999999,0.0,0.851,0.0,0.8507,0.0,0.921,0.0
0.928,0.0,0.903,0.0,0.916,0.0,0.9183,0.0,0.863,0.0,0.8627,0.0,0.926,0.0
0.916,0.0,0.895,0.0,0.905,0.0,0.9059999999999999,0.0,0.866,0.0,0.8658000000000001,0.0,0.938,0.0
0.884,0.0,0.901,0.0,0.893,0.0,0.8977,0.0,0.868,0.0,0.8678000000000001,0.0,0.929,0.0
0.913,0.0,0.9,0.0,0.906,0.0,0.9099,0.0,0.869,0.0,0.8687000000000001,0.0,0.916,0.0
0.887,0.0,0.906,0.0,0.896,0.0,0.9136,0.0,0.871,0.0,0.8712,0.0,0.925,0.0
0.918,0.0,0.899,0.0,0.908,0.0,0.9134,0.0,0.878,0.0,0.8781000000000001,0.0,0.931,0.0
0.953,0.0,0.895,0.0,0.923,0.0,0.9266,0.0,0.88,0.0,0.8808,0.0,0.931,0.0
0.94,0.0,0.894,0.0,0.917,0.0,0.9204999999999999,0.0,0.88,0.0,0.8805999999999999,0.0,0.94,0.0
0.959,0.0,0.884,0.0,0.92,0.0,0.9237,0.0,0.881,0.0,0.8816,0.0,0.934,0.0
0.944,0.0,0.881,0.0,0.911,0.0,0.9152000000000001,0.0,0.883,0.0,0.8836999999999999,0.0,0.943,0.0
0.936,0.0,0.886,0.0,0.91,0.0,0.9135,0.0,0.885,0.0,0.8855000000000001,0.0,0.935,0.0
0.941,0.0,0.901,0.0,0.92,0.0,0.9237,0.0,0.888,0.0,0.8888,0.0,0.936,0.0
0.901,0.0,0.899,0.0,0.9,0.0,0.9067000000000001,0.0,0.887,0.0,0.8870000000000001,0.0,0.943,0.0
0.941,0.0,0.902,0.0,0.921,0.0,0.9254,0.0,0.889,0.0,0.8891,0.0,0.937,0.0
0.951,0.0,0.908,0.0,0.929,0.0,0.9315999999999999,0.0,0.888,0.0,0.889,0.0,0.94,0.0
0.943,0.0,0.908,0.0,0.925,0.0,0.9294,0.0,0.891,0.0,0.8916999999999999,0.0,0.945,0.0
0.966,0.0,0.875,0.0,0.918,0.0,0.9228,0.0,0.89,0.0,0.8912999999999999,0.0,0.944,0.0
0.934,0.0,0.893,0.0,0.913,0.0,0.9186,0.0,0.893,0.0,0.8936999999999999,0.0,0.943,0.0
0.928,0.0,0.898,0.0,0.913,0.0,0.9212,0.0,0.894,0.0,0.8949000000000001,0.0,0.938,0.0
0.92,0.0,0.896,0.0,0.908,0.0,0.9117,0.0,0.896,0.0,0.8966000000000001,0.0,0.939,0.0
0.936,0.0,0.906,0.0,0.921,0.0,0.9256,0.0,0.896,0.0,0.8975,0.0,0.938,0.0
0.94,0.0,0.9,0.0,0.919,0.0,0.9235999999999999,0.0,0.898,0.0,0.8990000000000002,0.0,0.939,0.0
0.922,0.0,0.917,0.0,0.92,0.0,0.9247000000000002,0.0,0.9,0.0,0.901,0.0,0.939,0.0
0.922,0.0,0.913,0.0,0.918,0.0,0.9224,0.0,0.902,0.0,0.9039999999999999,0.0,0.941,0.0
0.935,0.0,0.905,0.0,0.92,0.0,0.9226999999999999,0.0,0.903,0.0,0.9047000000000001,0.0,0.939,0.0
0.954,0.0,0.898,0.0,0.925,0.0,0.9284000000000001,0.0,0.906,0.0,0.9075000000000001,0.0,0.942,0.0
0.929,0.0,0.921,0.0,0.925,0.0,0.9273000000000001,0.0,0.904,0.0,0.9061999999999999,0.0,0.941,0.0
0.938,0.0,0.917,0.0,0.927,0.0,0.9309000000000001,0.0,0.905,0.0,0.907,0.0,0.947,0.0
0.931,0.0,0.919,0.0,0.925,0.0,0.9279999999999999,0.0,0.905,0.0,0.9074,0.0,0.948,0.0
0.943,0.0,0.926,0.0,0.934,0.0,0.9381999999999998,0.0,0.907,0.0,0.9091000000000001,0.0,0.947,0.0
0.931,0.0,0.933,0.0,0.932,0.0,0.9359999999999999,0.0,0.908,0.0,0.9095000000000001,0.0,0.948,0.0
0.91,0.0,0.937,0.0,0.923,0.0,0.9265000000000001,0.0,0.909,0.0,0.9107,0.0,0.946,0.0
0.943,0.0,0.933,0.0,0.938,0.0,0.9409000000000001,0.0,0.909,0.0,0.9111,0.0,0.945,0.0
0.933,0.0,0.935,0.0,0.934,0.0,0.9372,0.0,0.912,0.0,0.9136,0.0,0.949,0.0
0.949,0.0,0.931,0.0,0.94,0.0,0.9432,0.0,0.912,0.0,0.9142999999999999,0.0,0.947,0.0
0.927,0.0,0.938,0.0,0.932,0.0,0.9366999999999999,0.0,0.913,0.0,0.9151000000000001,0.0,0.95,0.0
0.864,0.0,0.944,0.0,0.902,0.0,0.9099999999999999,0.0,0.913,0.0,0.9151000000000001,0.0,0.947,0.0
0.932,0.0,0.933,0.0,0.932,0.0,0.9369,0.0,0.913,0.0,0.915,0.0,0.936,0.0
0.948,0.0,0.934,0.0,0.941,0.0,0.9450999999999998,0.0,0.912,0.0,0.9149,0.0,0.946,0.0
0.919,0.0,0.936,0.0,0.928,0.0,0.9302999999999999,0.0,0.914,0.0,0.9165000000000001,0.0,0.95,0.0
0.942,0.0,0.927,0.0,0.935,0.0,0.9379,0.0,0.915,0.0,0.9178000000000001,0.0,0.949,0.0
0.94,0.0,0.937,0.0,0.939,0.0,0.9419000000000001,0.0,0.917,0.0,0.9192000000000002,0.0,0.95,0.0
0.913,0.0,0.938,0.0,0.926,0.0,0.9283999999999999,0.0,0.918,0.0,0.9208999999999999,0.0,0.952,0.0
0.928,0.0,0.936,0.0,0.932,0.0,0.9350999999999999,0.0,0.918,0.0,0.9204000000000001,0.0,0.944,0.0
0.896,0.0,0.943,0.0,0.919,0.0,0.9261999999999999,0.0,0.92,0.0,0.9228,0.0,0.945,0.0
0.902,0.0,0.946,0.0,0.923,0.0,0.9327,0.0,0.921,0.0,0.9234,0.0,0.943,0.0
0.921,0.0,0.944,0.0,0.932,0.0,0.9385,0.0,0.921,0.0,0.9236000000000001,0.0,0.945,0.0
0.915,0.0,0.935,0.0,0.925,0.0,0.9287000000000001,0.0,0.921,0.0,0.9235999999999999,0.0,0.943,0.0
0.921,0.0,0.938,0.0,0.929,0.0,0.9346,0.0,0.92,0.0,0.9229999999999998,0.0,0.943,0.0
0.932,0.0,0.93,0.0,0.931,0.0,0.9342,0.0,0.921,0.0,0.924,0.0,0.947,0.0
0.938,0.0,0.938,0.0,0.938,0.0,0.9401999999999999,0.0,0.921,0.0,0.9242999999999999,0.0,0.949,0.0
0.93,0.0,0.937,0.0,0.933,0.0,0.9366,0.0,0.921,0.0,0.9238,0.0,0.948,0.0
0.935,0.0,0.938,0.0,0.937,0.0,0.9407,0.0,0.922,0.0,0.9243,0.0,0.946,0.0
0.908,0.0,0.934,0.0,0.921,0.0,0.9252999999999998,0.0,0.922,0.0,0.9247,0.0,0.949,0.0
0.893,0.0,0.946,0.0,0.919,0.0,0.9292,0.0,0.922,0.0,0.9249,0.0,0.941,0.0
0.921,0.0,0.941,0.0,0.931,0.0,0.9371,0.0,0.923,0.0,0.9260999999999999,0.0,0.943,0.0
0.924,0.0,0.937,0.0,0.93,0.0,0.9358000000000001,0.0,0.923,0.0,0.9260999999999999,0.0,0.946,0.0
0.93,0.0,0.942,0.0,0.936,0.0,0.9411999999999999,0.0,0.924,0.0,0.9268000000000001,0.0,0.947,0.0
0.94,0.0,0.933,0.0,0.937,0.0,0.9412999999999998,0.0,0.924,0.0,0.9264999999999999,0.0,0.948,0.0
