addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts
254191,0.9968881667722304,0.9589112253908888,0.992,0.913,"Counter({2: 1518, 3: 798, 4: 424, 5: 371, 6: 72, 7: 31, 8: 16, 9: 15, 10: 12, 12: 5, 15: 4, 11: 4, 13: 3, 26: 2, 14: 2, 16: 1, 45: 1, 17: 1, 20: 1, 19: 1, 31: 1, 27: 1})",3111,173,77,0,2,0
254774,0.9969345380611836,0.9604136043387906,0.993,0.926,"Counter({2: 1516, 3: 813, 4: 447, 5: 373, 6: 59, 7: 23, 8: 15, 9: 12, 11: 5, 14: 4, 10: 3, 34: 2, 12: 2, 13: 1, 16: 1, 38: 1, 15: 1, 17: 1, 29: 1, 23: 1, 33: 1, 18: 1, 22: 1, 1: 1})",3150,135,48,0,2,0
254298,0.99679903105805,0.9587095465151669,0.991,0.905,"Counter({2: 1533, 3: 795, 4: 437, 5: 373, 6: 51, 7: 26, 8: 21, 12: 6, 10: 5, 14: 5, 9: 4, 11: 3, 35: 1, 23: 1, 31: 1, 16: 1, 18: 1, 15: 1, 42: 1, 37: 1, 29: 1, 33: 1, 13: 1, 1: 1})",3139,132,28,0,5,0
254512,0.9972574966995662,0.965002005615724,0.992,0.913,"Counter({2: 1535, 3: 795, 4: 444, 5: 373, 6: 50, 7: 24, 8: 14, 11: 6, 10: 5, 9: 5, 13: 3, 16: 3, 12: 2, 102: 1, 52: 1, 32: 1, 15: 1, 14: 1, 35: 1, 29: 1, 19: 1})",3147,120,43,0,2,0
254951,0.9969955010962891,0.9617229662202678,0.993,0.923,"Counter({2: 1531, 3: 806, 4: 446, 5: 366, 6: 36, 7: 26, 8: 17, 10: 6, 12: 4, 9: 4, 16: 4, 13: 3, 14: 3, 11: 2, 15: 2, 64: 1, 34: 1, 31: 1, 38: 1, 21: 1, 1: 1})",3150,112,29,0,2,0
255043,0.9972004720772576,0.9651265019048549,0.993,0.921,"Counter({2: 1556, 3: 793, 4: 461, 5: 384, 6: 37, 7: 26, 8: 11, 9: 6, 10: 3, 12: 2, 15: 2, 13: 2, 24: 2, 11: 2, 22: 1, 42: 1, 30: 1, 29: 1, 1: 1})",3195,97,24,0,1,0
255037,0.9970827762246263,0.9633389179067705,0.993,0.924,"Counter({2: 1572, 3: 807, 4: 451, 5: 379, 6: 41, 7: 24, 8: 11, 9: 7, 11: 6, 10: 6, 1: 3, 15: 2, 12: 2, 26: 2, 21: 1, 38: 1, 29: 1, 14: 1})",3212,105,29,0,4,0
255198,0.9972139280088402,0.9649874427537303,0.994,0.931,"Counter({2: 1555, 3: 802, 4: 446, 5: 387, 6: 41, 7: 25, 9: 12, 8: 12, 14: 3, 16: 2, 10: 2, 29: 2, 13: 1, 31: 1, 11: 1, 33: 1, 18: 1, 1: 1})",3191,104,28,0,3,0
254005,0.9966181768075432,0.9558377461313043,0.99,0.897,"Counter({2: 1522, 3: 791, 4: 437, 5: 364, 6: 54, 7: 35, 8: 20, 9: 8, 11: 7, 13: 5, 10: 5, 17: 2, 26: 2, 12: 2, 19: 1, 21: 1, 34: 1, 71: 1, 42: 1, 20: 1, 14: 1, 29: 1, 1: 1})",3115,148,46,0,2,1
253503,0.996650927207962,0.9559350184252867,0.989,0.885,"Counter({2: 1523, 3: 775, 4: 431, 5: 377, 6: 63, 7: 33, 8: 21, 9: 18, 11: 8, 12: 4, 10: 4, 20: 2, 14: 2, 27: 2, 15: 2, 1: 2, 22: 1, 13: 1, 91: 1, 30: 1, 17: 1, 41: 1, 19: 1, 24: 1})",3108,167,47,0,6,0
