P_model,R_model,F1_model_micro,F1_model_macro,F1_model_micro_boot,F1_model_micro_boost_graph,F1_model_macro_boot,F1_pairwise_model,Query,Query_Label,Strategy,Labeled_Set_Size
0.11,0.832,0.194,0.26899999999999996,0.204,0.194,0.25199999999999995,"{'sillworks_tweakers': 0.31, 'harddrivesdirect_tweakers': 0.337, 'harddrivesdirect_sillworks': 0.233, 'usapartsdirect_sillworks': 0.154, 'usapartsdirect_harddrivesdirect': 0.174, 'usapartsdirect_tweakers': 0.406}",sillworks_16638892-tweakers_14538784,False,disagreement,13
0.125,0.879,0.219,0.41,0.204,0.219,0.2525,"{'sillworks_tweakers': 0.617, 'harddrivesdirect_tweakers': 0.63, 'harddrivesdirect_sillworks': 0.252, 'usapartsdirect_sillworks': 0.167, 'usapartsdirect_harddrivesdirect': 0.188, 'usapartsdirect_tweakers': 0.606}",sillworks_13241833-tweakers_846462,False,disagreement,14
0.313,0.85,0.457,0.5265,0.205,0.457,0.25466666666666665,"{'sillworks_tweakers': 0.625, 'harddrivesdirect_tweakers': 0.641, 'harddrivesdirect_sillworks': 0.479, 'usapartsdirect_sillworks': 0.384, 'usapartsdirect_harddrivesdirect': 0.453, 'usapartsdirect_tweakers': 0.577}",usapartsdirect_10058981-sillworks_4258387,False,disagreement,15
0.464,0.83,0.595,0.6426666666666666,0.206,0.595,0.2583333333333333,"{'sillworks_tweakers': 0.683, 'harddrivesdirect_tweakers': 0.705, 'harddrivesdirect_sillworks': 0.598, 'usapartsdirect_sillworks': 0.551, 'usapartsdirect_harddrivesdirect': 0.584, 'usapartsdirect_tweakers': 0.735}",usapartsdirect_7281147-sillworks_16517883,False,disagreement,16
0.49,0.84,0.619,0.6656666666666666,0.206,0.619,0.2593333333333333,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.626, 'usapartsdirect_sillworks': 0.565, 'usapartsdirect_harddrivesdirect': 0.609, 'usapartsdirect_tweakers': 0.752}",harddrivesdirect_10045473-sillworks_10657635,True,disagreement,17
0.439,0.864,0.582,0.6398333333333331,0.207,0.582,0.2673333333333333,"{'sillworks_tweakers': 0.709, 'harddrivesdirect_tweakers': 0.712, 'harddrivesdirect_sillworks': 0.594, 'usapartsdirect_sillworks': 0.518, 'usapartsdirect_harddrivesdirect': 0.571, 'usapartsdirect_tweakers': 0.735}",harddrivesdirect_17476560-sillworks_577908,True,disagreement,18
0.408,0.854,0.552,0.623,0.207,0.552,0.26433333333333336,"{'sillworks_tweakers': 0.709, 'harddrivesdirect_tweakers': 0.712, 'harddrivesdirect_sillworks': 0.575, 'usapartsdirect_sillworks': 0.481, 'usapartsdirect_harddrivesdirect': 0.526, 'usapartsdirect_tweakers': 0.735}",harddrivesdirect_16728827-sillworks_6557199,True,disagreement,19
0.396,0.847,0.54,0.6181666666666666,0.209,0.54,0.27699999999999997,"{'sillworks_tweakers': 0.713, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.55, 'usapartsdirect_sillworks': 0.463, 'usapartsdirect_harddrivesdirect': 0.525, 'usapartsdirect_tweakers': 0.733}",harddrivesdirect_8505890-sillworks_10262522,True,disagreement,20
0.511,0.845,0.637,0.6755,0.211,0.637,0.2793333333333333,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.643, 'usapartsdirect_sillworks': 0.59, 'usapartsdirect_harddrivesdirect': 0.626, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_976322-sillworks_5317973,False,disagreement,21
0.426,0.855,0.569,0.6381666666666668,0.217,0.569,0.3443333333333333,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.574, 'usapartsdirect_sillworks': 0.514, 'usapartsdirect_harddrivesdirect': 0.547, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_13595903-harddrivesdirect_2469933,True,disagreement,22
0.459,0.857,0.598,0.6541666666666667,0.218,0.598,0.3446666666666667,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.602, 'usapartsdirect_sillworks': 0.552, 'usapartsdirect_harddrivesdirect': 0.577, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_1358568-harddrivesdirect_952778,False,disagreement,23
0.452,0.871,0.595,0.6525,0.222,0.595,0.41133333333333333,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.601, 'usapartsdirect_sillworks': 0.532, 'usapartsdirect_harddrivesdirect': 0.588, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_6236188-harddrivesdirect_4221521,False,disagreement,24
0.605,0.842,0.704,0.7154999999999999,0.223,0.704,0.41933333333333334,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.701, 'usapartsdirect_sillworks': 0.695, 'usapartsdirect_harddrivesdirect': 0.703, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_14601958-harddrivesdirect_9906510,False,disagreement,25
0.643,0.847,0.731,0.7136666666666667,0.227,0.731,0.431,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.67, 'harddrivesdirect_sillworks': 0.745, 'usapartsdirect_sillworks': 0.73, 'usapartsdirect_harddrivesdirect': 0.735, 'usapartsdirect_tweakers': 0.685}",usapartsdirect_1104771-sillworks_13937717,True,disagreement,26
0.607,0.862,0.713,0.7176666666666667,0.227,0.713,0.43049999999999994,"{'sillworks_tweakers': 0.721, 'harddrivesdirect_tweakers': 0.712, 'harddrivesdirect_sillworks': 0.732, 'usapartsdirect_sillworks': 0.671, 'usapartsdirect_harddrivesdirect': 0.718, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_15684409-harddrivesdirect_2980706,False,disagreement,27
0.63,0.83,0.716,0.6691666666666666,0.282,0.716,0.4633333333333333,"{'sillworks_tweakers': 0.625, 'harddrivesdirect_tweakers': 0.618, 'harddrivesdirect_sillworks': 0.753, 'usapartsdirect_sillworks': 0.706, 'usapartsdirect_harddrivesdirect': 0.73, 'usapartsdirect_tweakers': 0.583}",usapartsdirect_3311767-harddrivesdirect_10908773,True,disagreement,28
0.624,0.842,0.716,0.6985,0.253,0.716,0.4511666666666667,"{'sillworks_tweakers': 0.69, 'harddrivesdirect_tweakers': 0.641, 'harddrivesdirect_sillworks': 0.737, 'usapartsdirect_sillworks': 0.703, 'usapartsdirect_harddrivesdirect': 0.724, 'usapartsdirect_tweakers': 0.696}",usapartsdirect_916795-harddrivesdirect_10588510,True,disagreement,29
0.686,0.852,0.76,0.747,0.344,0.76,0.4916666666666667,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.766, 'usapartsdirect_sillworks': 0.769, 'usapartsdirect_harddrivesdirect': 0.764, 'usapartsdirect_tweakers': 0.741}",usapartsdirect_6986777-harddrivesdirect_17405918,False,disagreement,30
0.72,0.852,0.78,0.7565,0.344,0.78,0.4945,"{'sillworks_tweakers': 0.713, 'harddrivesdirect_tweakers': 0.712, 'harddrivesdirect_sillworks': 0.803, 'usapartsdirect_sillworks': 0.793, 'usapartsdirect_harddrivesdirect': 0.777, 'usapartsdirect_tweakers': 0.741}",usapartsdirect_8839597-sillworks_3169720,False,disagreement,31
0.756,0.84,0.796,0.7665000000000001,0.415,0.796,0.5358333333333334,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.698, 'harddrivesdirect_sillworks': 0.81, 'usapartsdirect_sillworks': 0.809, 'usapartsdirect_harddrivesdirect': 0.813, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_6244374-sillworks_17143694,False,disagreement,32
0.799,0.823,0.811,0.7531666666666667,0.401,0.811,0.5273333333333333,"{'sillworks_tweakers': 0.642, 'harddrivesdirect_tweakers': 0.641, 'harddrivesdirect_sillworks': 0.848, 'usapartsdirect_sillworks': 0.839, 'usapartsdirect_harddrivesdirect': 0.83, 'usapartsdirect_tweakers': 0.719}",harddrivesdirect_13287286-sillworks_9974002,False,disagreement,33
0.825,0.826,0.825,0.7773333333333333,0.457,0.838,0.5571666666666667,"{'sillworks_tweakers': 0.706, 'harddrivesdirect_tweakers': 0.677, 'harddrivesdirect_sillworks': 0.855, 'usapartsdirect_sillworks': 0.853, 'usapartsdirect_harddrivesdirect': 0.843, 'usapartsdirect_tweakers': 0.73}",usapartsdirect_7069002-harddrivesdirect_3941541,False,disagreement_post_graph,34
0.814,0.816,0.815,0.7603333333333332,0.448,0.836,0.5525,"{'sillworks_tweakers': 0.675, 'harddrivesdirect_tweakers': 0.677, 'harddrivesdirect_sillworks': 0.849, 'usapartsdirect_sillworks': 0.841, 'usapartsdirect_harddrivesdirect': 0.835, 'usapartsdirect_tweakers': 0.685}",harddrivesdirect_5601596-sillworks_1179406,True,disagreement_post_graph,35
0.828,0.835,0.831,0.7873333333333333,0.48,0.833,0.5715,"{'sillworks_tweakers': 0.706, 'harddrivesdirect_tweakers': 0.712, 'harddrivesdirect_sillworks': 0.853, 'usapartsdirect_sillworks': 0.858, 'usapartsdirect_harddrivesdirect': 0.854, 'usapartsdirect_tweakers': 0.741}",usapartsdirect_17487217-sillworks_15828844,False,disagreement_post_graph,36
0.846,0.788,0.816,0.7806666666666667,0.479,0.839,0.5735,"{'sillworks_tweakers': 0.706, 'harddrivesdirect_tweakers': 0.719, 'harddrivesdirect_sillworks': 0.841, 'usapartsdirect_sillworks': 0.835, 'usapartsdirect_harddrivesdirect': 0.831, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_13015513-sillworks_16889485,False,disagreement_post_graph,37
0.836,0.798,0.817,0.7545000000000001,0.525,0.833,0.5935,"{'sillworks_tweakers': 0.695, 'harddrivesdirect_tweakers': 0.656, 'harddrivesdirect_sillworks': 0.853, 'usapartsdirect_sillworks': 0.849, 'usapartsdirect_harddrivesdirect': 0.838, 'usapartsdirect_tweakers': 0.636}",usapartsdirect_4520546-sillworks_5639714,False,disagreement_post_graph,38
0.826,0.807,0.816,0.7715,0.516,0.828,0.5903333333333334,"{'sillworks_tweakers': 0.706, 'harddrivesdirect_tweakers': 0.67, 'harddrivesdirect_sillworks': 0.842, 'usapartsdirect_sillworks': 0.853, 'usapartsdirect_harddrivesdirect': 0.828, 'usapartsdirect_tweakers': 0.73}",usapartsdirect_13858241-sillworks_5086465,True,disagreement_post_graph,39
0.814,0.835,0.824,0.7833333333333332,0.557,0.828,0.6088333333333333,"{'sillworks_tweakers': 0.702, 'harddrivesdirect_tweakers': 0.719, 'harddrivesdirect_sillworks': 0.848, 'usapartsdirect_sillworks': 0.849, 'usapartsdirect_harddrivesdirect': 0.841, 'usapartsdirect_tweakers': 0.741}",usapartsdirect_9673166-sillworks_8477743,True,disagreement_post_graph,40
0.827,0.841,0.834,0.7928333333333333,0.54,0.836,0.6023333333333334,"{'sillworks_tweakers': 0.721, 'harddrivesdirect_tweakers': 0.712, 'harddrivesdirect_sillworks': 0.855, 'usapartsdirect_sillworks': 0.869, 'usapartsdirect_harddrivesdirect': 0.848, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_9157473-harddrivesdirect_7647424,False,disagreement_post_graph,41
0.84,0.823,0.832,0.7839999999999999,0.582,0.841,0.6263333333333333,"{'sillworks_tweakers': 0.706, 'harddrivesdirect_tweakers': 0.698, 'harddrivesdirect_sillworks': 0.863, 'usapartsdirect_sillworks': 0.863, 'usapartsdirect_harddrivesdirect': 0.844, 'usapartsdirect_tweakers': 0.73}",harddrivesdirect_9620973-sillworks_8961093,False,disagreement_post_graph,42
0.85,0.821,0.835,0.7883333333333334,0.583,0.839,0.6306666666666666,"{'sillworks_tweakers': 0.706, 'harddrivesdirect_tweakers': 0.712, 'harddrivesdirect_sillworks': 0.861, 'usapartsdirect_sillworks': 0.864, 'usapartsdirect_harddrivesdirect': 0.857, 'usapartsdirect_tweakers': 0.73}",harddrivesdirect_5595771-sillworks_6838610,False,disagreement_post_graph,43
0.847,0.83,0.838,0.7955,0.632,0.834,0.6588333333333334,"{'sillworks_tweakers': 0.709, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.861, 'usapartsdirect_sillworks': 0.871, 'usapartsdirect_harddrivesdirect': 0.855, 'usapartsdirect_tweakers': 0.752}",harddrivesdirect_17113998-sillworks_13243582,False,disagreement_post_graph,44
0.841,0.8,0.82,0.7711666666666667,0.63,0.838,0.6585,"{'sillworks_tweakers': 0.702, 'harddrivesdirect_tweakers': 0.663, 'harddrivesdirect_sillworks': 0.849, 'usapartsdirect_sillworks': 0.858, 'usapartsdirect_harddrivesdirect': 0.836, 'usapartsdirect_tweakers': 0.719}",usapartsdirect_3351002-harddrivesdirect_15417849,True,disagreement_post_graph,45
0.845,0.837,0.841,0.7966666666666667,0.654,0.822,0.6711666666666667,"{'sillworks_tweakers': 0.709, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.867, 'usapartsdirect_sillworks': 0.862, 'usapartsdirect_harddrivesdirect': 0.865, 'usapartsdirect_tweakers': 0.752}",sillworks_2994601-tweakers_12082021,True,disagreement_post_graph,46
0.843,0.829,0.836,0.7948333333333332,0.652,0.84,0.6701666666666667,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.858, 'usapartsdirect_sillworks': 0.862, 'usapartsdirect_harddrivesdirect': 0.855, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_4724731-harddrivesdirect_8971885,True,disagreement_post_graph,47
0.869,0.808,0.838,0.7958333333333333,0.692,0.837,0.6938333333333334,"{'sillworks_tweakers': 0.709, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.857, 'usapartsdirect_sillworks': 0.879, 'usapartsdirect_harddrivesdirect': 0.853, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_6386667-sillworks_7205204,False,disagreement_post_graph,48
0.866,0.815,0.84,0.7981666666666666,0.691,0.836,0.6971666666666666,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.859, 'usapartsdirect_sillworks': 0.875, 'usapartsdirect_harddrivesdirect': 0.861, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_2048-sillworks_7476558,True,disagreement_post_graph,49
0.887,0.805,0.844,0.8016666666666666,0.714,0.839,0.7111666666666666,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.85, 'usapartsdirect_sillworks': 0.891, 'usapartsdirect_harddrivesdirect': 0.875, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_16891360-sillworks_2323221,False,disagreement_post_graph,50
0.867,0.825,0.846,0.8019999999999999,0.713,0.845,0.7146666666666667,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.861, 'usapartsdirect_sillworks': 0.887, 'usapartsdirect_harddrivesdirect': 0.87, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_8732104-harddrivesdirect_2825787,True,disagreement_post_graph,51
0.868,0.812,0.839,0.7978333333333333,0.739,0.848,0.7298333333333332,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.854, 'usapartsdirect_sillworks': 0.875, 'usapartsdirect_harddrivesdirect': 0.864, 'usapartsdirect_tweakers': 0.752}",harddrivesdirect_2912953-sillworks_7965384,False,disagreement_post_graph,52
0.875,0.828,0.851,0.8041666666666667,0.737,0.844,0.7324999999999999,"{'sillworks_tweakers': 0.709, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.864, 'usapartsdirect_sillworks': 0.892, 'usapartsdirect_harddrivesdirect': 0.883, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_5130862-sillworks_2657194,True,disagreement_post_graph,53
0.865,0.827,0.845,0.8006666666666667,0.757,0.848,0.7448333333333333,"{'sillworks_tweakers': 0.713, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.865, 'usapartsdirect_sillworks': 0.889, 'usapartsdirect_harddrivesdirect': 0.866, 'usapartsdirect_tweakers': 0.746}",harddrivesdirect_2291940-tweakers_9118518,True,disagreement_post_graph,54
0.874,0.81,0.841,0.7986666666666666,0.757,0.848,0.7443333333333334,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.859, 'usapartsdirect_sillworks': 0.876, 'usapartsdirect_harddrivesdirect': 0.863, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_43280-harddrivesdirect_11702081,False,disagreement_post_graph,55
0.857,0.836,0.846,0.8019999999999999,0.771,0.848,0.7535,"{'sillworks_tweakers': 0.72, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.859, 'usapartsdirect_sillworks': 0.889, 'usapartsdirect_harddrivesdirect': 0.873, 'usapartsdirect_tweakers': 0.746}",harddrivesdirect_120449-sillworks_15719094,True,disagreement_post_graph,56
0.846,0.837,0.842,0.7984999999999999,0.759,0.846,0.7461666666666668,"{'sillworks_tweakers': 0.716, 'harddrivesdirect_tweakers': 0.722, 'harddrivesdirect_sillworks': 0.862, 'usapartsdirect_sillworks': 0.875, 'usapartsdirect_harddrivesdirect': 0.864, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_12565345-sillworks_5793605,True,disagreement_post_graph,57
0.844,0.843,0.844,0.7996666666666666,0.777,0.845,0.7566666666666667,"{'sillworks_tweakers': 0.72, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.861, 'usapartsdirect_sillworks': 0.879, 'usapartsdirect_harddrivesdirect': 0.867, 'usapartsdirect_tweakers': 0.746}",harddrivesdirect_12345607-sillworks_9393312,True,disagreement_post_graph,58
0.847,0.837,0.842,0.7986666666666666,0.763,0.844,0.7488333333333334,"{'sillworks_tweakers': 0.72, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.859, 'usapartsdirect_sillworks': 0.878, 'usapartsdirect_harddrivesdirect': 0.864, 'usapartsdirect_tweakers': 0.746}",usapartsdirect_16392915-sillworks_14265655,False,disagreement_post_graph,59
0.853,0.837,0.845,0.8006666666666665,0.782,0.844,0.7605000000000001,"{'sillworks_tweakers': 0.713, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.864, 'usapartsdirect_sillworks': 0.881, 'usapartsdirect_harddrivesdirect': 0.869, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_15230533-harddrivesdirect_10556301,False,disagreement_post_graph,60
0.833,0.845,0.839,0.7961666666666666,0.77,0.849,0.754,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.855, 'usapartsdirect_sillworks': 0.866, 'usapartsdirect_harddrivesdirect': 0.868, 'usapartsdirect_tweakers': 0.746}",usapartsdirect_8182305-sillworks_16933410,True,disagreement_post_graph,61
0.843,0.837,0.84,0.798,0.784,0.847,0.7618333333333333,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.86, 'usapartsdirect_sillworks': 0.878, 'usapartsdirect_harddrivesdirect': 0.856, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_2530588-sillworks_14356885,False,disagreement_post_graph,62
0.849,0.837,0.843,0.7988333333333332,0.77,0.847,0.7531666666666667,"{'sillworks_tweakers': 0.72, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.867, 'usapartsdirect_sillworks': 0.869, 'usapartsdirect_harddrivesdirect': 0.866, 'usapartsdirect_tweakers': 0.746}",harddrivesdirect_10758977-sillworks_9583437,False,disagreement_post_graph,63
0.858,0.837,0.848,0.8028333333333334,0.784,0.847,0.7616666666666667,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.867, 'usapartsdirect_sillworks': 0.887, 'usapartsdirect_harddrivesdirect': 0.869, 'usapartsdirect_tweakers': 0.752}",harddrivesdirect_9448017-sillworks_6154399,True,disagreement_post_graph,64
0.829,0.852,0.84,0.7979999999999999,0.783,0.852,0.762,"{'sillworks_tweakers': 0.72, 'harddrivesdirect_tweakers': 0.722, 'harddrivesdirect_sillworks': 0.859, 'usapartsdirect_sillworks': 0.876, 'usapartsdirect_harddrivesdirect': 0.859, 'usapartsdirect_tweakers': 0.752}",harddrivesdirect_16792145-sillworks_7965384,True,disagreement_post_graph,65
0.842,0.844,0.843,0.7991666666666667,0.795,0.85,0.7691666666666667,"{'sillworks_tweakers': 0.713, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.863, 'usapartsdirect_sillworks': 0.882, 'usapartsdirect_harddrivesdirect': 0.86, 'usapartsdirect_tweakers': 0.752}",harddrivesdirect_16792145-sillworks_6316975,False,disagreement_post_graph,66
0.853,0.852,0.853,0.8051666666666666,0.793,0.849,0.7673333333333333,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.868, 'usapartsdirect_sillworks': 0.894, 'usapartsdirect_harddrivesdirect': 0.881, 'usapartsdirect_tweakers': 0.746}",usapartsdirect_16811941-sillworks_10249550,True,disagreement_post_graph,67
0.854,0.833,0.843,0.7998333333333333,0.803,0.851,0.7733333333333333,"{'sillworks_tweakers': 0.72, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.862, 'usapartsdirect_sillworks': 0.881, 'usapartsdirect_harddrivesdirect': 0.865, 'usapartsdirect_tweakers': 0.746}",harddrivesdirect_14796389-sillworks_1792128,False,disagreement_post_graph,68
0.868,0.837,0.852,0.8053333333333335,0.794,0.85,0.7680000000000001,"{'sillworks_tweakers': 0.72, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.87, 'usapartsdirect_sillworks': 0.896, 'usapartsdirect_harddrivesdirect': 0.875, 'usapartsdirect_tweakers': 0.746}",harddrivesdirect_17170962-sillworks_2597632,True,disagreement_post_graph,69
0.84,0.847,0.843,0.7986666666666666,0.804,0.852,0.7741666666666666,"{'sillworks_tweakers': 0.717, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.858, 'usapartsdirect_sillworks': 0.871, 'usapartsdirect_harddrivesdirect': 0.875, 'usapartsdirect_tweakers': 0.746}",usapartsdirect_7785832-harddrivesdirect_10899321,True,disagreement_post_graph,70
0.83,0.848,0.839,0.7968333333333333,0.801,0.851,0.7713333333333333,"{'sillworks_tweakers': 0.713, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.852, 'usapartsdirect_sillworks': 0.87, 'usapartsdirect_harddrivesdirect': 0.869, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_2606434-harddrivesdirect_11791508,True,disagreement_post_graph,71
0.839,0.843,0.841,0.7983333333333332,0.813,0.851,0.7795,"{'sillworks_tweakers': 0.72, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.856, 'usapartsdirect_sillworks': 0.879, 'usapartsdirect_harddrivesdirect': 0.864, 'usapartsdirect_tweakers': 0.746}",usapartsdirect_16734800-tweakers_13085719,True,disagreement_post_graph,72
0.816,0.853,0.834,0.7941666666666668,0.81,0.841,0.7773333333333333,"{'sillworks_tweakers': 0.727, 'harddrivesdirect_tweakers': 0.722, 'harddrivesdirect_sillworks': 0.848, 'usapartsdirect_sillworks': 0.863, 'usapartsdirect_harddrivesdirect': 0.859, 'usapartsdirect_tweakers': 0.746}",harddrivesdirect_4755467-sillworks_13512390,True,disagreement_post_graph,73
0.859,0.843,0.851,0.8056666666666666,0.818,0.843,0.7831666666666667,"{'sillworks_tweakers': 0.727, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.862, 'usapartsdirect_sillworks': 0.889, 'usapartsdirect_harddrivesdirect': 0.885, 'usapartsdirect_tweakers': 0.746}",usapartsdirect_13889537-sillworks_10143628,False,disagreement_post_graph,74
0.856,0.844,0.85,0.8038333333333333,0.817,0.849,0.7821666666666666,"{'sillworks_tweakers': 0.727, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.869, 'usapartsdirect_sillworks': 0.894, 'usapartsdirect_harddrivesdirect': 0.869, 'usapartsdirect_tweakers': 0.739}",usapartsdirect_9540555-tweakers_6714149,True,disagreement_post_graph,75
0.86,0.843,0.851,0.8054999999999999,0.823,0.846,0.7858333333333333,"{'sillworks_tweakers': 0.72, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.865, 'usapartsdirect_sillworks': 0.886, 'usapartsdirect_harddrivesdirect': 0.885, 'usapartsdirect_tweakers': 0.752}",usapartsdirect_16392915-sillworks_5144758,False,disagreement_post_graph,76
0.86,0.83,0.845,0.8006666666666667,0.819,0.848,0.7833333333333332,"{'sillworks_tweakers': 0.72, 'harddrivesdirect_tweakers': 0.725, 'harddrivesdirect_sillworks': 0.861, 'usapartsdirect_sillworks': 0.877, 'usapartsdirect_harddrivesdirect': 0.875, 'usapartsdirect_tweakers': 0.746}",usapartsdirect_1809031-harddrivesdirect_13330543,False,disagreement_post_graph,77
