addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
48349,0.9892448654574034,0.8361688720856963,0.977,0.84,"Counter({2: 461, 3: 187, 4: 158, 5: 96, 6: 56, 7: 36, 11: 6, 8: 6, 9: 5, 16: 3, 13: 3, 19: 2, 28: 1, 24: 1, 14: 1, 23: 1, 12: 1, 17: 1})",806,219,4,0,1,0
48530,0.9894910364722852,0.8443223443223444,0.98,0.857,"Counter({2: 489, 3: 203, 4: 156, 5: 97, 6: 55, 7: 33, 9: 5, 8: 5, 16: 3, 13: 3, 10: 3, 11: 2, 14: 1, 26: 1, 12: 1, 32: 1, 17: 1})",848,211,3,0,1,0
48395,0.989379068085546,0.8384663733500942,0.978,0.845,"Counter({2: 462, 3: 193, 4: 154, 5: 98, 6: 50, 7: 37, 9: 8, 8: 5, 16: 3, 13: 3, 11: 3, 10: 3, 17: 2, 18: 1, 28: 1, 14: 1, 35: 1})",809,216,3,0,1,0
48625,0.989388174807198,0.845045045045045,0.981,0.864,"Counter({2: 497, 3: 205, 4: 158, 5: 98, 6: 56, 7: 40, 9: 6, 8: 4, 15: 2, 10: 2, 16: 1, 26: 1, 12: 1, 11: 1, 17: 1})",860,213,3,0,0,0
48822,0.989205685961247,0.8467577784239605,0.983,0.874,"Counter({2: 513, 3: 207, 4: 158, 5: 92, 6: 55, 7: 37, 9: 5, 8: 2, 15: 2, 16: 1, 13: 1, 11: 1, 10: 1, 12: 1})",878,198,0,0,0,0
48762,0.9880234608916779,0.8277286135693215,0.981,0.861,"Counter({2: 480, 3: 203, 4: 161, 5: 91, 6: 53, 7: 35, 9: 6, 8: 3, 10: 3, 12: 2, 11: 2, 16: 1, 14: 1, 15: 1, 13: 1})",844,199,2,0,1,0
48715,0.9883198193574875,0.831006831006831,0.981,0.861,"Counter({2: 487, 3: 203, 4: 160, 5: 96, 6: 55, 7: 38, 9: 6, 11: 3, 15: 2, 16: 2, 19: 1, 13: 1, 10: 1})",850,205,1,0,1,0
48521,0.9897157931617238,0.8480974124809741,0.98,0.857,"Counter({2: 492, 3: 202, 4: 156, 5: 97, 6: 54, 7: 41, 9: 7, 11: 6, 8: 4, 14: 2, 15: 2, 16: 1, 12: 1, 32: 1, 13: 1})",850,217,1,0,1,0
48734,0.9896581442114335,0.852803738317757,0.983,0.876,"Counter({2: 494, 3: 210, 4: 174, 5: 93, 6: 57, 7: 43, 9: 7, 8: 4, 14: 1, 15: 1, 10: 1, 13: 1, 11: 1})",878,209,0,0,1,0
