P,P_std,R,R_std,F1_micro,F1_micro_std,F1_macro,F1_macro_std,F1_micro_boot,F1_micro_boot_std,F1_macro_boot,F1_macro_boot_std,F1_model_micro_boost_graph,F1_model_micro_boost_graph_std
0.069,0.0,0.923,0.0,0.128,0.0,0.1602,0.0,0.592,0.0,0.5867000000000001,0.0,0.128,0.0
0.098,0.0,0.885,0.0,0.177,0.0,0.3659,0.0,0.604,0.0,0.5994,0.0,0.177,0.0
0.246,0.0,0.865,0.0,0.383,0.0,0.5054000000000001,0.0,0.592,0.0,0.5871999999999999,0.0,0.383,0.0
0.194,0.0,0.872,0.0,0.318,0.0,0.48250000000000004,0.0,0.598,0.0,0.5932000000000002,0.0,0.318,0.0
0.298,0.0,0.851,0.0,0.441,0.0,0.5471999999999999,0.0,0.595,0.0,0.5900000000000001,0.0,0.441,0.0
0.345,0.0,0.745,0.0,0.471,0.0,0.5561999999999999,0.0,0.604,0.0,0.5989,0.0,0.471,0.0
0.651,0.0,0.646,0.0,0.648,0.0,0.6266999999999999,0.0,0.604,0.0,0.5992,0.0,0.648,0.0
0.696,0.0,0.672,0.0,0.684,0.0,0.6617,0.0,0.613,0.0,0.6077,0.0,0.684,0.0
0.689,0.0,0.643,0.0,0.665,0.0,0.6403,0.0,0.613,0.0,0.6083000000000001,0.0,0.665,0.0
0.658,0.0,0.781,0.0,0.714,0.0,0.7024,0.0,0.622,0.0,0.6168000000000001,0.0,0.714,0.0
0.715,0.0,0.756,0.0,0.735,0.0,0.7215,0.0,0.621,0.0,0.6148,0.0,0.735,0.0
0.694,0.0,0.813,0.0,0.749,0.0,0.7481000000000001,0.0,0.63,0.0,0.6247,0.0,0.749,0.0
0.7,0.0,0.736,0.0,0.718,0.0,0.7169000000000001,0.0,0.63,0.0,0.6243,0.0,0.718,0.0
0.69,0.0,0.746,0.0,0.717,0.0,0.7131000000000001,0.0,0.641,0.0,0.6350999999999999,0.0,0.717,0.0
0.693,0.0,0.726,0.0,0.709,0.0,0.7011999999999999,0.0,0.641,0.0,0.6342000000000001,0.0,0.709,0.0
0.666,0.0,0.654,0.0,0.66,0.0,0.6401,0.0,0.659,0.0,0.651,0.0,0.66,0.0
0.722,0.0,0.684,0.0,0.703,0.0,0.6908,0.0,0.657,0.0,0.6487999999999999,0.0,0.703,0.0
0.725,0.0,0.71,0.0,0.717,0.0,0.7016,0.0,0.68,0.0,0.6720999999999999,0.0,0.717,0.0
0.728,0.0,0.703,0.0,0.715,0.0,0.7011,0.0,0.682,0.0,0.6729999999999999,0.0,0.715,0.0
0.736,0.0,0.677,0.0,0.705,0.0,0.6977,0.0,0.705,0.0,0.6963,0.0,0.705,0.0
0.723,0.0,0.687,0.0,0.705,0.0,0.6923,0.0,0.706,0.0,0.6969,0.0,0.705,0.0
0.615,0.0,0.723,0.0,0.664,0.0,0.6769999999999998,0.0,0.721,0.0,0.7101999999999999,0.0,0.766,0.0
0.624,0.0,0.749,0.0,0.681,0.0,0.6921,0.0,0.721,0.0,0.7104999999999999,0.0,0.714,0.0
0.666,0.0,0.788,0.0,0.722,0.0,0.7212,0.0,0.726,0.0,0.7162,0.0,0.741,0.0
0.688,0.0,0.823,0.0,0.749,0.0,0.7512000000000001,0.0,0.727,0.0,0.7165999999999999,0.0,0.773,0.0
0.721,0.0,0.797,0.0,0.757,0.0,0.7518,0.0,0.733,0.0,0.7233,0.0,0.797,0.0
0.724,0.0,0.784,0.0,0.753,0.0,0.7449,0.0,0.737,0.0,0.7294,0.0,0.804,0.0
0.734,0.0,0.788,0.0,0.76,0.0,0.7551,0.0,0.744,0.0,0.7370000000000001,0.0,0.805,0.0
0.73,0.0,0.777,0.0,0.753,0.0,0.7493,0.0,0.747,0.0,0.7409000000000001,0.0,0.808,0.0
0.886,0.0,0.765,0.0,0.821,0.0,0.8145999999999999,0.0,0.751,0.0,0.7449,0.0,0.798,0.0
0.907,0.0,0.757,0.0,0.825,0.0,0.8247,0.0,0.753,0.0,0.7472,0.0,0.884,0.0
0.846,0.0,0.795,0.0,0.82,0.0,0.8223,0.0,0.758,0.0,0.7537999999999999,0.0,0.893,0.0
0.797,0.0,0.791,0.0,0.794,0.0,0.7918000000000001,0.0,0.758,0.0,0.753,0.0,0.87,0.0
0.745,0.0,0.79,0.0,0.767,0.0,0.7703,0.0,0.76,0.0,0.7552,0.0,0.846,0.0
0.773,0.0,0.835,0.0,0.803,0.0,0.8062999999999999,0.0,0.764,0.0,0.7602,0.0,0.815,0.0
0.721,0.0,0.83,0.0,0.772,0.0,0.8100999999999999,0.0,0.768,0.0,0.7649,0.0,0.84,0.0
0.854,0.0,0.796,0.0,0.824,0.0,0.8233,0.0,0.771,0.0,0.7674000000000001,0.0,0.836,0.0
0.843,0.0,0.801,0.0,0.821,0.0,0.8231000000000002,0.0,0.769,0.0,0.7662,0.0,0.879,0.0
0.796,0.0,0.816,0.0,0.806,0.0,0.8048,0.0,0.771,0.0,0.7671,0.0,0.872,0.0
0.815,0.0,0.78,0.0,0.797,0.0,0.7979999999999999,0.0,0.769,0.0,0.767,0.0,0.85,0.0
0.803,0.0,0.81,0.0,0.807,0.0,0.8061,0.0,0.771,0.0,0.7686,0.0,0.847,0.0
0.763,0.0,0.812,0.0,0.787,0.0,0.7885000000000001,0.0,0.767,0.0,0.7641,0.0,0.851,0.0
0.769,0.0,0.78,0.0,0.775,0.0,0.7745,0.0,0.768,0.0,0.7653,0.0,0.823,0.0
0.767,0.0,0.823,0.0,0.794,0.0,0.7929,0.0,0.765,0.0,0.7615,0.0,0.818,0.0
0.75,0.0,0.745,0.0,0.747,0.0,0.7464999999999999,0.0,0.765,0.0,0.7617,0.0,0.831,0.0
0.759,0.0,0.774,0.0,0.766,0.0,0.7654,0.0,0.763,0.0,0.7598,0.0,0.795,0.0
0.789,0.0,0.798,0.0,0.793,0.0,0.794,0.0,0.768,0.0,0.7649,0.0,0.812,0.0
0.817,0.0,0.764,0.0,0.79,0.0,0.7899,0.0,0.765,0.0,0.7626000000000001,0.0,0.84,0.0
0.796,0.0,0.751,0.0,0.773,0.0,0.7741,0.0,0.77,0.0,0.7674,0.0,0.839,0.0
0.795,0.0,0.761,0.0,0.778,0.0,0.776,0.0,0.767,0.0,0.7639,0.0,0.823,0.0
